"Name","Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA","playerid","mlbamid"
"Joel Kuhnel","- - -","4.50","0.00","5.00","0.90","12.8%","0.0%","12.8%",".211","0.80",".219","52.6%","113","94","116","4.50","3.77","0.73","4.73","4.15","19995","669270"
"Nick Avila","SFG","10.80","2.31","4.67","1.54","25.5%","5.5%","20.0%",".327","1.71",".417","46.5%","211","96","89","8.49","3.77","4.72","3.61","3.34","25667","687014"
"Bryan Baker","BAL","8.87","2.70","3.29","1.16","24.7%","7.5%","17.2%",".233","1.16",".283","57.0%","126","92","92","5.01","3.77","1.25","3.78","3.48","19804","641329"
"Peter Strzelecki","CLE","6.94","2.31","3.00","0.77","19.1%","6.4%","12.8%",".256","1.20",".303","88.2%","58","93","96","2.31","3.77","-1.45","3.95","3.88","21367","657265"
"Forrest Whitley","HOU","13.50","8.10","1.67","0.00","25.0%","15.0%","10.0%",".313","2.40",".455","77.8%","0","92","114","0.00","3.77","-3.77","4.67","4.28","19586","666215"
"Emilio Pagan","CIN","10.42","2.61","4.00","1.42","27.8%","7.0%","20.9%",".272","1.34",".351","72.8%","104","88","89","4.50","3.77","0.73","3.63","3.19","14771","641941"
"Kevin Gausman","TOR","8.06","2.78","2.89","0.99","21.4%","7.4%","14.0%",".236","1.22",".281","70.3%","96","91","103","3.83","3.77","0.05","4.22","4.24","14107","592332"
"Cole Sulser","- - -","8.27","4.96","1.67","0.55","22.7%","13.6%","9.1%",".158","1.10",".195","78.3%","69","94","119","2.76","3.78","-1.02","4.83","4.61","15256","642121"
"Yosver Zulueta","CIN","11.02","3.86","2.86","1.10","29.0%","10.1%","18.8%",".246","1.35",".333","64.4%","115","89","77","4.96","3.78","1.18","3.11","2.98","27765","691172"
"Brett de Geus","- - -","5.56","3.18","1.75","0.00","13.5%","7.7%","5.8%",".311","1.59",".368","52.4%","177","94","113","7.15","3.78","3.36","4.58","4.19","23592","676969"
"Anthony Maldonado","MIA","5.21","3.32","1.57","0.47","13.4%","8.5%","4.9%",".280","1.47",".317","60.2%","136","94","125","5.68","3.80","1.89","5.10","5.14","26034","687424"
"Tyler Mahle","TEX","7.11","2.84","2.50","0.71","17.9%","7.1%","10.7%",".275","1.42",".325","68.2%","125","92","112","4.97","3.80","1.18","4.56","4.53","16358","641816"
"Jose Alvarado","PHI","9.19","4.09","2.25","0.88","24.4%","10.9%","13.6%",".214","1.25",".269","69.0%","98","92","94","4.09","3.80","0.29","3.81","3.83","17780","621237"
"Cam Booser","BOS","9.07","3.38","2.69","1.05","23.5%","8.7%","14.8%",".246","1.34",".303","80.0%","81","92","108","3.38","3.80","-0.42","4.40","3.92","16061","592155"
"Jose Soriano","LAA","7.73","3.58","2.16","0.64","20.7%","9.6%","11.1%",".220","1.20",".269","71.0%","84","92","93","3.42","3.80","-0.38","3.82","4.03","22100","667755"
"Brock Stewart","MIN","11.49","4.60","2.50","1.15","29.9%","11.9%","17.9%",".254","1.47",".351","69.3%","128","93","85","5.17","3.80","1.37","3.50","3.47","16727","592779"
"Braxton Garrett","MIA","8.27","0.97","8.50","1.22","21.1%","2.5%","18.6%",".263","1.19",".310","59.5%","128","94","86","5.35","3.82","1.54","3.49","3.45","21844","666129"
"Bailey Ober","MIN","9.62","2.17","4.44","1.36","26.9%","6.1%","20.9%",".206","1.00",".247","70.7%","98","93","93","3.98","3.82","0.16","3.83","3.56","21224","641927"
"Jason Foley","DET","6.90","3.00","2.30","0.75","18.4%","8.0%","10.4%",".224","1.18",".260","68.2%","78","93","100","3.15","3.82","-0.67","4.09","4.09","19531","671345"
"T.J. McFarland","OAK","6.19","2.70","2.29","0.64","16.6%","7.2%","9.4%",".248","1.24",".287","67.3%","98","97","97","3.81","3.82","-0.01","3.97","3.85","3237","519008"
"Joe Ross","MIL","8.03","3.53","2.28","0.85","20.6%","9.0%","11.5%",".247","1.36",".298","72.7%","92","94","111","3.77","3.83","-0.06","4.50","4.38","12972","605452"
"Jose Butto","NYM","9.61","4.62","2.08","0.73","26.9%","12.9%","13.9%",".163","1.07",".211","83.3%","64","95","103","2.55","3.83","-1.27","4.20","4.11","23313","676130"
"Sean Manaea","NYM","9.12","3.12","2.92","1.04","24.9%","8.5%","16.4%",".201","1.08",".245","74.2%","87","95","99","3.47","3.83","-0.36","4.04","3.96","15873","640455"
"J.B. Bukauskas","MIL","9.00","1.50","6.00","1.50","27.3%","4.5%","22.7%",".143","0.67",".143","100.0%","37","94","73","1.50","3.83","-2.33","2.93","2.78","20491","656266"
"Nathan Eovaldi","TEX","8.75","2.21","3.95","1.21","23.9%","6.0%","17.8%",".227","1.11",".271","74.5%","96","93","85","3.80","3.83","-0.04","3.47","3.64","9132","543135"
"Chris Roycroft","STL","8.65","4.46","1.94","0.52","21.3%","11.0%","10.3%",".231","1.40",".293","67.1%","104","96","104","4.19","3.84","0.36","4.22","4.03","31261","688297"
"Michael Kelly","OAK","6.32","2.87","2.20","0.57","17.2%","7.8%","9.4%",".235","1.18",".275","78.0%","67","97","121","2.59","3.84","-1.25","4.94","4.46","12791","547184"
"Nestor Cortes","NYY","8.36","2.01","4.15","1.24","22.8%","5.5%","17.3%",".243","1.15",".287","76.4%","95","92","102","3.77","3.84","-0.07","4.16","4.02","17874","641482"
"Kirby Snead","SEA","6.10","6.10","1.00","0.00","14.6%","14.6%","0.0%",".293","1.84",".353","73.7%","116","98","130","4.35","3.84","0.51","5.31","5.45","19179","669912"
"Spencer Turnbull","PHI","9.61","3.31","2.90","0.99","26.1%","9.0%","17.1%",".188","1.05",".233","84.0%","63","93","94","2.65","3.85","-1.20","3.80","3.67","16207","605513"
"Mitchell Parker","WSN","7.93","2.56","3.09","1.07","20.6%","6.7%","13.9%",".256","1.30",".302","67.3%","104","94","103","4.29","3.85","0.44","4.17","4.25","27636","680730"
"Keegan Thompson","CHC","10.68","5.34","2.00","0.89","28.3%","14.2%","14.2%",".174","1.22",".229","76.2%","66","97","98","2.67","3.86","-1.19","3.97","3.94","19795","624522"
"Chase Shugart","BOS","8.31","3.12","2.67","1.04","22.2%","8.3%","13.9%",".242","1.27",".292","72.9%","99","94","118","4.15","3.86","0.30","4.80","4.20","21544","663767"
"Erick Fedde","- - -","7.82","2.64","2.96","1.02","21.2%","7.2%","14.0%",".230","1.16",".271","79.2%","82","93","101","3.30","3.86","-0.56","4.12","4.19","17425","607200"
"Grant Holman","OAK","9.19","5.17","1.78","0.57","21.9%","12.3%","9.6%",".270","1.66",".348","74.2%","104","98","112","4.02","3.87","0.15","4.58","4.35","30002","680880"
"Patrick Sandoval","LAA","9.15","3.95","2.31","0.90","22.9%","9.9%","13.0%",".270","1.51",".341","66.2%","125","93","99","5.08","3.87","1.21","4.04","4.26","19447","663776"
"Michael Grove","LAD","9.53","2.82","3.38","1.06","25.0%","7.4%","17.6%",".237","1.22",".299","62.1%","125","93","93","5.12","3.87","1.25","3.77","3.38","23221","675627"
"Brock Burke","- - -","10.85","4.24","2.56","1.06","26.6%","10.4%","16.2%",".272","1.56",".363","66.8%","145","94","92","5.82","3.87","1.95","3.77","3.55","17968","656271"
"Josh Maciejewski","NYY","9.00","2.57","3.50","1.29","25.9%","7.4%","18.5%",".160","0.86",".176","87.0%","65","93","70","2.57","3.88","-1.31","2.89","2.95","21310","656671"
"Colin Selby","- - -","6.43","5.14","1.25","0.00","17.9%","14.3%","3.6%",".130","1.00",".167","62.5%","62","95","116","2.57","3.88","-1.31","4.74","4.71","24986","681882"
"Brady Basso","OAK","7.66","2.01","3.80","1.21","20.4%","5.4%","15.1%",".261","1.25",".303","75.6%","104","98","97","4.03","3.88","0.15","3.96","4.03","25582","669620"
"Zack Littell","TBR","8.12","1.78","4.55","1.27","21.5%","4.7%","16.8%",".265","1.25",".311","78.0%","94","97","98","3.63","3.88","-0.26","4.01","3.99","15823","641793"
"Scott Alexander","OAK","7.22","3.49","2.07","0.70","19.4%","9.4%","10.0%",".217","1.19",".257","77.6%","66","98","96","2.56","3.89","-1.33","3.94","3.83","10591","518397"
"Pedro Avila","- - -","8.93","3.92","2.28","0.87","23.2%","10.2%","13.0%",".233","1.32",".291","73.7%","96","96","98","3.81","3.89","-0.08","4.02","3.90","18864","658648"
"Ross Stripling","OAK","5.17","2.32","2.23","0.74","12.9%","5.8%","7.1%",".304","1.54",".338","54.8%","155","98","116","6.01","3.89","2.12","4.74","5.01","13273","548389"
"Sam Long","KCR","9.28","3.59","2.59","1.05","25.0%","9.7%","15.3%",".215","1.20",".266","77.8%","76","95","98","3.16","3.89","-0.73","4.00","3.69","25379","669674"
"Seth Halvorsen","COL","9.49","1.46","6.50","1.46","28.3%","4.3%","23.9%",".186","0.81",".214","97.6%","31","91","86","1.46","3.90","-2.44","3.50","2.75","33294","678020"
"Josh Walker","NYM","8.03","4.38","1.83","0.73","20.0%","10.9%","9.1%",".265","1.54",".324","68.2%","128","97","112","5.11","3.90","1.21","4.56","4.37","23617","677020"
"Tobias Myers","MIL","8.28","2.35","3.53","1.17","22.3%","6.3%","16.0%",".239","1.17",".282","81.1%","73","96","98","3.00","3.91","-0.91","3.97","3.99","22191","668964"
"Luis Castillo","SEA","8.98","2.41","3.72","1.28","24.3%","6.5%","17.8%",".237","1.17",".285","78.3%","97","100","93","3.64","3.91","-0.27","3.82","3.79","15689","622491"
"Kyle Farmer","MIN","0.00","2.25","0.00","0.00","0.0%","5.3%","-5.3%",".389","2.00",".389","62.5%","167","96","143","6.75","3.92","2.83","5.81","5.42","14813","571657"
"Ethan Roberts","CHC","8.78","3.38","2.60","1.01","22.0%","8.5%","13.6%",".290","1.54",".359","82.0%","92","98","113","3.71","3.92","-0.20","4.61","4.08","24930","681799"
"Yuki Matsui","SDP","9.91","3.88","2.56","1.15","26.8%","10.5%","16.3%",".200","1.16",".248","74.4%","94","97","99","3.73","3.92","-0.18","4.02","3.63","33826","673513"
"Jameson Taillon","CHC","6.80","1.80","3.79","1.14","18.5%","4.9%","13.6%",".240","1.13",".269","76.3%","81","98","102","3.27","3.92","-0.66","4.16","4.29","11674","592791"
"Richard Lovelady","- - -","6.82","2.88","2.36","0.79","17.7%","7.5%","10.2%",".254","1.31",".295","67.8%","114","98","104","4.46","3.92","0.53","4.24","4.06","19337","663992"
"Brady Singer","KCR","8.52","2.71","3.15","1.10","22.3%","7.1%","15.2%",".251","1.27",".302","77.8%","89","96","88","3.71","3.93","-0.23","3.62","3.89","25377","663903"
"Jorge Lopez","- - -","8.49","3.23","2.63","1.02","23.0%","8.8%","14.3%",".235","1.23",".286","81.9%","72","98","97","2.89","3.94","-1.05","3.95","3.70","14527","605347"
"Aaron Nola","PHI","8.89","2.26","3.94","1.35","24.0%","6.1%","17.9%",".246","1.20",".294","79.0%","85","95","85","3.57","3.94","-0.38","3.44","3.68","16149","605400"
"Tyler Duffey","KCR","10.00","8.00","1.25","0.00","23.8%","19.0%","4.8%",".212","1.67",".304","68.8%","121","97","142","5.00","3.94","1.06","5.79","5.30","13758","608648"
"Nick Lodolo","CIN","9.52","2.89","3.30","1.01","24.7%","7.5%","17.2%",".231","1.20",".290","68.2%","110","93","97","4.76","3.95","0.81","3.95","3.78","26378","666157"
"Paul Sewald","ARI","9.76","2.27","4.30","1.36","26.1%","6.1%","20.0%",".230","1.13",".282","73.2%","104","101","106","4.31","3.95","0.36","4.31","3.48","13892","623149"
"Casey Mize","DET","6.86","2.55","2.69","0.97","17.3%","6.4%","10.8%",".287","1.47",".331","69.5%","111","96","99","4.49","3.95","0.54","4.04","4.33","20492","663554"
"Tyler Jay","- - -","7.04","7.04","1.00","0.00","16.7%","16.7%","0.0%",".300","1.96",".375","66.7%","118","98","126","4.70","3.95","0.75","5.13","5.26","17952","664079"
"Ryan Pepiot","TBR","9.83","3.32","2.96","1.18","26.3%","8.9%","17.4%",".211","1.15",".262","74.3%","93","99","99","3.60","3.95","-0.35","4.05","3.88","26221","686752"
"Kyle Muller","OAK","6.57","1.82","3.60","1.09","17.8%","5.0%","12.9%",".251","1.18",".282","67.2%","104","100","98","4.01","3.96","0.06","4.03","3.93","20167","666205"
"Andrew Kittredge","STL","8.53","2.55","3.35","1.27","23.3%","7.0%","16.4%",".225","1.13",".263","81.8%","69","100","90","2.80","3.96","-1.16","3.64","3.50","12828","552640"
"Joe Musgrove","SDP","9.12","2.08","4.39","1.26","24.6%","5.6%","19.0%",".249","1.17",".305","77.3%","98","98","92","3.88","3.96","-0.08","3.74","3.62","12970","605397"
"J.T. Ginn","OAK","7.68","2.38","3.22","1.06","20.4%","6.3%","14.1%",".275","1.32",".327","74.9%","109","100","95","4.24","3.96","0.27","3.90","4.01","27889","669372"
"Angel Zerpa","KCR","8.22","3.19","2.58","1.01","20.5%","7.9%","12.6%",".271","1.45",".325","78.2%","93","97","90","3.86","3.97","-0.11","3.70","3.56","22717","672582"
"Alex Lange","DET","10.13","8.20","1.24","0.00","23.3%","18.9%","4.4%",".225","1.77",".320","54.3%","108","97","127","4.34","3.97","0.37","5.19","5.22","19883","656638"
"Tristan Beck","SFG","7.88","2.25","3.50","1.13","20.9%","6.0%","14.9%",".226","1.13",".261","98.8%","42","102","118","1.69","3.98","-2.29","4.81","4.09","21584","663941"
"Jeffrey Springs","TBR","10.09","3.00","3.36","1.36","26.1%","7.7%","18.3%",".262","1.36",".330","87.2%","85","100","93","3.27","3.98","-0.71","3.80","3.74","17677","605488"
"Tommy Nance","TOR","7.77","3.68","2.11","0.82","20.4%","9.7%","10.8%",".217","1.23",".258","63.5%","102","96","97","4.09","3.98","0.11","3.97","3.96","19178","667297"
"Nick Ramirez","LAD","3.38","4.73","0.71","0.00","7.9%","11.1%","-3.2%",".321","1.88",".353","56.0%","148","95","137","6.08","3.99","2.08","5.58","5.66","12575","598286"
"Ty Madden","DET","6.65","3.13","2.13","0.78","16.8%","7.9%","8.9%",".272","1.43",".315","70.5%","107","97","118","4.30","3.99","0.31","4.83","4.52","30140","680744"
"Jalen Beeks","- - -","7.07","3.47","2.04","0.77","17.6%","8.7%","9.0%",".273","1.49",".321","65.9%","99","95","114","4.50","4.00","0.50","4.65","4.38","17192","656222"
"Buck Farmer","CIN","8.87","3.68","2.41","0.89","23.4%","9.7%","13.7%",".213","1.20",".263","81.5%","70","94","109","3.04","4.00","-0.96","4.44","3.94","14814","571656"
"Garrett Cleavinger","TBR","10.65","4.65","2.29","0.90","26.7%","11.7%","15.0%",".228","1.38",".305","74.8%","97","100","105","3.75","4.00","-0.25","4.29","3.77","17897","664076"
"Scott Blewett","MIN","7.97","3.54","2.25","0.89","21.2%","9.4%","11.8%",".224","1.23",".268","90.5%","44","98","101","1.77","4.00","-2.23","4.14","4.05","16427","656240"
"Jared Jones","PIT","9.76","2.88","3.38","1.33","26.2%","7.7%","18.5%",".230","1.19",".284","72.1%","99","99","93","4.14","4.00","0.14","3.78","3.72","27863","683003"
"Phil Bickford","NYY","6.48","1.08","6.00","1.08","15.4%","2.6%","12.8%",".270","1.32",".300","28.3%","217","96","113","8.64","4.01","4.63","4.62","4.09","18519","641360"
"Prelander Berroa","CHW","12.32","6.16","2.00","0.95","31.3%","15.7%","15.7%",".217","1.47",".317","84.0%","82","95","103","3.32","4.01","-0.69","4.23","3.85","22932","672860"
"Tommy Kahnle","NYY","9.70","4.01","2.42","1.05","25.7%","10.6%","15.1%",".190","1.15",".234","79.5%","53","96","86","2.11","4.01","-1.90","3.55","3.46","11384","592454"
"Gavin Stone","LAD","7.44","2.37","3.14","1.15","20.0%","6.4%","13.6%",".246","1.21",".283","79.7%","86","96","99","3.53","4.01","-0.49","4.02","4.20","27792","694813"
"Scott Barlow","CLE","11.13","5.07","2.19","0.98","28.2%","12.9%","15.4%",".214","1.36",".288","73.7%","107","99","92","4.25","4.02","0.23","3.78","3.70","14993","605130"
"Michael Kopech","- - -","11.70","4.52","2.59","1.20","31.5%","12.2%","19.4%",".183","1.15",".245","79.5%","86","96","93","3.46","4.02","-0.57","3.81","3.34","17282","656629"
"Tucker Davidson","BAL","1.93","3.86","0.50","0.00","5.3%","10.5%","-5.3%",".235","1.29",".250","100.0%","0","99","139","0.00","4.02","-4.02","5.64","5.87","19871","656353"
"Kyle Nicolas","PIT","9.05","5.10","1.77","0.66","22.6%","12.8%","9.9%",".245","1.50",".315","69.7%","94","99","110","3.95","4.03","-0.08","4.49","4.32","27775","693312"
"Cody Poteet","NYY","5.92","2.96","2.00","0.74","16.7%","8.3%","8.3%",".207","1.07",".232","82.6%","56","97","106","2.22","4.03","-1.81","4.33","4.74","18769","547001"
"Andrew Heaney","TEX","8.94","2.31","3.88","1.29","22.9%","5.9%","17.0%",".248","1.25",".297","71.2%","108","98","102","4.28","4.04","0.23","4.18","3.95","15423","571760"
"Elvis Peguero","MIL","8.24","4.73","1.74","0.70","20.7%","11.9%","8.8%",".263","1.54",".327","78.2%","73","99","101","2.98","4.04","-1.06","4.12","4.12","21652","665625"
"Ronny Henriquez","MIN","6.98","2.33","3.00","0.93","18.3%","6.1%","12.2%",".267","1.29",".310","78.5%","80","99","96","3.26","4.05","-0.79","3.95","3.70","24094","678692"
"Luis Garcia","- - -","8.08","2.29","3.53","1.22","20.9%","5.9%","15.0%",".258","1.29",".303","63.4%","118","98","88","4.88","4.05","0.83","3.62","3.47","6984","472610"
"Luke Little","CHC","9.69","6.23","1.56","0.35","25.7%","16.5%","9.2%",".172","1.27",".241","73.0%","85","101","106","3.46","4.05","-0.59","4.31","4.20","28036","681432"
"Jake Cousins","NYY","12.55","4.74","2.65","1.18","34.2%","12.9%","21.3%",".154","1.05",".208","81.6%","60","97","86","2.37","4.06","-1.69","3.54","3.16","21620","664776"
"Nick Pivetta","BOS","10.63","2.22","4.78","1.73","28.9%","6.1%","22.9%",".229","1.13",".279","75.5%","99","99","85","4.14","4.07","0.07","3.50","3.31","15454","601713"
"Orlando Ribalta","WSN","8.10","5.40","1.50","0.00","13.0%","8.7%","4.3%",".500","3.60",".588","61.5%","327","100","155","13.50","4.07","9.43","6.33","5.06","26247","687377"
"Joey Cantillo","CLE","10.24","3.49","2.93","1.40","27.0%","9.2%","17.8%",".236","1.29",".296","67.3%","123","101","84","4.89","4.07","0.82","3.46","3.69","23335","676282"
"Shane Baz","TBR","7.83","3.06","2.56","1.02","21.6%","8.5%","13.2%",".198","1.06",".229","79.6%","79","102","107","3.06","4.07","-1.01","4.39","4.33","22264","669358"
"Mitch Keller","PIT","8.39","2.53","3.32","1.16","21.5%","6.5%","15.0%",".257","1.30",".306","73.1%","101","101","100","4.25","4.08","0.17","4.08","4.08","17594","656605"
"Chris Bassitt","TOR","8.84","3.68","2.40","0.95","22.2%","9.2%","12.9%",".268","1.46",".333","72.7%","104","98","105","4.16","4.08","0.08","4.28","4.31","12304","605135"
"Gordon Graceffo","STL","7.04","2.35","3.00","1.17","19.4%","6.5%","12.9%",".241","1.17",".273","65.8%","116","102","107","4.70","4.08","0.62","4.36","4.17","29519","700669"
"Yu Darvish","SDP","8.60","2.42","3.55","1.32","23.6%","6.6%","16.9%",".212","1.07",".245","79.2%","83","101","98","3.31","4.08","-0.78","3.99","3.91","13074","506433"
"Anthony Molina","COL","6.18","3.32","1.86","0.75","15.5%","8.3%","7.2%",".300","1.58",".345","56.2%","145","96","110","6.79","4.09","2.70","4.47","4.55","26952","683627"
"Taj Bradley","TBR","10.04","3.07","3.28","1.43","26.6%","8.1%","18.5%",".231","1.22",".284","73.7%","106","103","88","4.11","4.09","0.01","3.62","3.69","22543","671737"
"Caleb Thielbar","MIN","10.08","4.56","2.21","1.14","24.5%","11.1%","13.4%",".260","1.56",".331","62.5%","131","100","103","5.32","4.10","1.23","4.21","3.95","10078","573204"
"Jose Marte","LAA","6.52","4.66","1.40","0.47","17.5%","12.5%","5.0%",".203","1.24",".241","80.5%","57","99","113","2.33","4.10","-1.77","4.60","4.62","21761","665896"
"Chad Kuhl","CHW","9.11","4.22","2.16","0.84","22.5%","10.4%","12.1%",".268","1.52",".340","67.5%","126","97","105","5.06","4.10","0.96","4.30","4.04","14975","641771"
"Matthew Liberatore","STL","7.95","2.93","2.71","1.15","21.2%","7.8%","13.4%",".247","1.27",".290","70.1%","109","103","103","4.40","4.11","0.29","4.17","4.00","22294","669461"
"Ryan Weathers","MIA","8.31","2.49","3.33","1.14","21.8%","6.5%","15.3%",".234","1.18",".276","75.3%","87","101","99","3.63","4.11","-0.48","4.03","3.98","23796","677960"
"Simeon Woods Richardson","MIN","7.88","3.23","2.44","1.08","20.6%","8.4%","12.1%",".241","1.29",".283","73.6%","103","101","111","4.17","4.12","0.06","4.55","4.51","24494","680573"
"Austin Voth","SEA","9.00","2.66","3.39","1.33","24.6%","7.3%","17.3%",".203","1.05",".236","66.2%","98","105","96","3.69","4.12","-0.43","3.93","3.51","15047","608723"
"Tayler Scott","HOU","9.31","4.59","2.03","0.92","25.2%","12.4%","12.8%",".185","1.17",".230","84.9%","56","101","102","2.23","4.13","-1.90","4.17","4.04","13652","605463"
"Luis Gil","NYY","10.15","4.57","2.22","1.07","26.8%","12.1%","14.8%",".188","1.19",".237","78.8%","88","99","107","3.50","4.14","-0.63","4.36","4.22","21052","661563"
"Ryne Stanek","- - -","10.90","4.07","2.68","1.30","27.8%","10.4%","17.4%",".225","1.32",".290","67.9%","127","105","102","4.88","4.14","0.74","4.18","3.56","15947","592773"
"Jorge Alcala","MIN","8.95","3.09","2.90","1.23","24.7%","8.5%","16.2%",".189","1.03",".219","77.2%","80","101","107","3.24","4.14","-0.90","4.38","3.73","19459","660896"
"Ronel Blanco","HOU","8.93","3.66","2.44","1.18","24.6%","10.1%","14.5%",".188","1.09",".220","83.6%","70","102","100","2.80","4.15","-1.35","4.09","4.17","19407","669854"
"Brennan Bernardino","BOS","9.88","3.88","2.55","1.06","24.8%","9.7%","15.0%",".253","1.41",".324","76.1%","97","101","97","4.06","4.15","-0.09","3.98","3.69","16835","657514"
"Cooper Criswell","BOS","6.61","2.81","2.35","0.91","17.2%","7.3%","9.9%",".267","1.35",".307","70.1%","97","101","108","4.08","4.15","-0.08","4.43","4.45","24975","681867"
"Davis Daniel","LAA","8.31","1.78","4.67","1.48","20.9%","4.5%","16.4%",".307","1.48",".362","61.5%","153","100","102","6.23","4.16","2.08","4.16","4.02","27582","669721"
"Freddy Peralta","MIL","10.36","3.52","2.94","1.35","27.6%","9.4%","18.2%",".221","1.21",".278","79.6%","90","102","97","3.68","4.16","-0.48","3.93","3.78","18679","642547"
"Ryan Feltner","COL","7.65","2.88","2.65","1.11","19.9%","7.5%","12.4%",".261","1.34",".305","66.3%","96","97","103","4.49","4.16","0.33","4.17","4.31","21446","663372"
"Eddy Alvarez","NYM","9.00","0.00","1.00","0.00","20.0%","0.0%","20.0%",".250","1.00",".333","100.0%","0","103","139","0.00","4.17","-4.17","5.68","3.30","16959","657193"
"Anthony Misiewicz","NYY","9.00","9.00","1.00","0.00","16.7%","16.7%","0.0%",".400","3.00",".500","100.0%","0","100","177","0.00","4.17","-4.17","7.19","5.98","18152","664948"
"Caleb Boushley","MIN","2.25","4.50","0.50","0.00","5.0%","10.0%","-5.0%",".333","2.00",".353","75.0%","111","102","168","4.50","4.17","0.33","6.81","6.38","19736","676961"
"Dylan Coleman","HOU","9.00","9.00","1.00","0.00","25.0%","25.0%","0.0%",".000","1.00",".000","100.0%","0","102","139","0.00","4.17","-4.17","5.68","6.22","22276","669395"
"Raymond Burgos","SFG","9.00","9.00","1.00","0.00","14.3%","14.3%","0.0%",".500","4.00",".600","75.0%","224","106","139","9.00","4.17","4.83","5.68","4.38","22370","670103"
"Zac Kristofak","LAA","9.00","9.00","1.00","0.00","18.2%","18.2%","0.0%",".333","2.50",".429","60.0%","0","100","121","0.00","4.17","-4.17","4.92","5.28","27585","670219"
"Dominic Smith","BOS","0.00","3.00","0.00","0.00","0.0%","9.1%","-9.1%",".200","1.00",".200","100.0%","0","101","177","0.00","4.17","-4.17","7.19","8.37","15653","642086"
"Walter Pennington","- - -","8.50","5.50","1.55","0.50","20.2%","13.1%","7.1%",".268","1.67",".340","81.7%","76","101","119","3.00","4.17","-1.17","4.87","4.66","27624","679156"
"James McArthur","KCR","7.78","2.22","3.50","1.27","19.8%","5.7%","14.2%",".296","1.45",".347","66.4%","119","102","88","4.92","4.17","0.75","3.62","3.46","21527","663704"
"Craig Kimbrel","BAL","12.55","5.33","2.35","1.20","31.5%","13.4%","18.1%",".204","1.36",".284","61.9%","134","103","98","5.33","4.18","1.15","4.00","3.52","6655","518886"
"Spencer Arrighetti","HOU","10.61","4.03","2.63","1.30","27.1%","10.3%","16.8%",".248","1.41",".321","72.1%","113","103","98","4.53","4.18","0.35","4.01","3.93","29921","681293"
"Max Scherzer","TEX","8.31","2.08","4.00","1.45","22.6%","5.6%","16.9%",".241","1.15",".277","75.2%","100","101","99","3.95","4.18","-0.24","4.04","4.01","3137","453286"
"Daniel Hudson","LAD","9.00","2.71","3.32","1.43","24.9%","7.5%","17.4%",".197","1.03",".225","78.8%","73","100","100","3.00","4.18","-1.18","4.06","3.51","7146","543339"
"Victor Vodnik","COL","7.94","4.52","1.76","0.86","20.3%","11.6%","8.8%",".255","1.48",".310","72.9%","91","98","102","4.28","4.18","0.09","4.14","4.20","24614","680767"
"Chris Paddack","MIN","8.05","2.14","3.76","1.43","20.6%","5.5%","15.1%",".282","1.39",".327","70.9%","123","102","100","4.99","4.19","0.81","4.09","4.13","20099","663978"
"Brayan Bello","BOS","8.48","3.55","2.39","1.05","21.8%","9.1%","12.7%",".250","1.36",".303","72.1%","107","102","94","4.49","4.19","0.30","3.87","4.13","23920","678394"
"Max Lazar","PHI","5.93","1.32","4.50","1.32","16.7%","3.7%","13.0%",".250","1.10",".268","65.6%","110","101","89","4.61","4.19","0.42","3.62","3.83","23426","676661"
"Joey Wentz","- - -","9.76","4.41","2.21","1.07","24.0%","10.9%","13.2%",".247","1.47",".312","71.9%","116","103","104","4.68","4.19","0.49","4.24","3.95","19962","666214"
"Luis Severino","NYM","7.96","2.97","2.68","1.14","21.2%","7.9%","13.3%",".241","1.24",".283","73.7%","98","104","101","3.91","4.21","-0.30","4.12","4.22","15890","622663"
"Mitch Spence","OAK","7.49","2.62","2.86","1.19","19.4%","6.8%","12.6%",".275","1.38",".319","72.7%","118","107","101","4.58","4.21","0.37","4.12","4.18","27707","687765"
"Matt Manning","DET","7.48","3.90","1.92","0.98","18.7%","9.8%","8.9%",".279","1.55",".329","72.2%","121","103","128","4.88","4.21","0.66","5.21","5.04","20369","666159"
"Justin Anderson","CHW","9.62","5.40","1.78","0.84","23.6%","13.2%","10.3%",".232","1.50",".297","71.1%","109","100","116","4.39","4.22","0.17","4.76","4.36","16201","605121"
"Jose Ruiz","PHI","9.18","3.00","3.06","1.41","24.0%","7.8%","16.1%",".256","1.33",".309","79.6%","88","102","90","3.71","4.23","-0.52","3.67","3.52","14552","614179"
"Hogan Harris","OAK","7.59","4.11","1.85","0.87","20.0%","10.8%","9.2%",".242","1.35",".289","78.9%","74","107","115","2.86","4.23","-1.37","4.69","4.69","21520","663687"
"Albert Suarez","BAL","7.27","2.90","2.51","1.14","19.1%","7.6%","11.5%",".250","1.29",".287","78.8%","93","104","111","3.70","4.24","-0.53","4.53","4.56","6175","544150"
"Miles Mikolas","STL","6.40","1.31","4.88","1.36","16.9%","3.5%","13.5%",".281","1.28",".310","62.9%","133","106","100","5.35","4.24","1.11","4.08","4.28","9803","571945"
"Luke Jackson","- - -","10.02","4.42","2.27","1.19","25.1%","11.1%","14.0%",".251","1.47",".319","67.0%","125","108","94","5.09","4.24","0.85","3.81","3.73","11752","592426"
