"Name","Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA","playerid","mlbamid"
"Miguel Diaz","SDP","14.46","5.79","2.50","0.96","35.3%","14.1%","21.2%",".219","1.50",".341","67.5%","124","81","87","4.82","3.27","1.55","3.56","3.25","18815","622766"
"Jared Hughes","CIN","6.75","2.63","2.57","0.46","19.8%","7.7%","12.1%",".209","1.02",".252","85.1%","47","78","83","1.94","3.27","-1.33","3.39","3.25","9325","453172"
"Cory Mazzoni","CHC","7.27","5.19","1.40","0.00","19.4%","13.9%","5.6%",".161","1.15",".208","90.0%","26","81","109","1.04","3.28","-2.24","4.42","4.58","12537","543508"
"Miles Mikolas","STL","6.55","1.30","5.03","0.72","18.1%","3.6%","14.5%",".241","1.07",".279","76.2%","73","82","90","2.83","3.28","-0.45","3.67","3.93","9803","571945"
"Matt Festa","SEA","4.32","2.16","2.00","0.00","10.0%","5.0%","5.0%",".351","1.80",".394","87.5%","53","79","129","2.16","3.28","-1.12","5.46","5.12","19330","670036"
"Kevin Shackelford","CIN","7.87","4.50","1.75","0.00","17.1%","9.8%","7.3%",".361","2.12",".448","55.6%","191","78","127","7.87","3.29","4.59","5.14","4.63","11012","594992"
"Seunghwan Oh","- - -","10.40","2.24","4.65","1.05","28.8%","6.2%","22.6%",".206","1.01",".265","84.1%","60","77","93","2.63","3.29","-0.66","3.87","3.06","18719","493200"
"Anthony Banda","TBR","6.14","1.84","3.33","0.61","17.9%","5.4%","12.5%",".226","1.02",".262","66.2%","90","81","94","3.68","3.30","0.39","3.99","4.06","14706","607455"
"Diego Castillo","TBR","10.32","2.86","3.61","0.95","29.3%","8.1%","21.2%",".178","0.95",".229","73.5%","77","81","80","3.18","3.30","-0.13","3.38","3.14","17496","650895"
"Brandon Woodruff","MIL","9.99","2.98","3.36","0.85","26.7%","8.0%","18.8%",".225","1.18",".294","73.3%","89","81","83","3.61","3.30","0.31","3.36","3.26","16162","605540"
"Robbie Erlin","SDP","7.27","0.99","7.33","0.99","20.0%","2.7%","17.3%",".262","1.14",".306","62.5%","108","82","84","4.21","3.31","0.90","3.41","3.52","10354","572362"
"Taylor Cole","LAA","9.75","3.00","3.25","0.75","28.9%","8.9%","20.0%",".167","0.89",".218","77.9%","65","78","79","2.75","3.33","-0.58","3.34","3.11","11964","518566"
"Daniel Ponce de Leon","STL","8.45","3.55","2.38","0.55","23.5%","9.8%","13.6%",".203","1.12",".259","79.5%","70","84","107","2.73","3.34","-0.61","4.36","4.17","16110","594965"
"Matt Shoemaker","LAA","9.58","2.90","3.30","0.87","25.4%","7.7%","17.7%",".244","1.26",".313","64.2%","116","79","86","4.94","3.35","1.58","3.64","3.75","4776","533167"
"Matt Strahm","SDP","10.13","3.08","3.29","0.88","28.2%","8.6%","19.6%",".176","0.98",".226","86.1%","53","83","94","2.05","3.36","-1.30","3.83","3.36","13799","621381"
"Tim Mayza","TOR","10.09","3.53","2.86","0.76","26.5%","9.3%","17.2%",".244","1.32",".326","80.4%","76","79","94","3.28","3.36","-0.08","3.98","3.48","15042","641835"
"Andrew Vasquez","MIN","12.60","3.60","3.50","0.00","26.9%","7.7%","19.2%",".238","1.40",".357","60.0%","125","80","95","5.40","3.36","2.04","4.02","2.88","19482","607755"
"Victor Arano","PHI","9.10","2.58","3.53","0.91","24.4%","6.9%","17.5%",".237","1.20",".296","83.3%","68","80","97","2.73","3.36","-0.63","3.94","3.48","15915","644364"
"Mike Foltynewicz","ATL","9.93","3.34","2.97","0.84","27.2%","9.1%","18.0%",".194","1.08",".251","77.1%","69","84","93","2.85","3.37","-0.52","3.77","3.77","10811","592314"
"David Hernandez","CIN","9.14","2.39","3.82","0.84","25.6%","6.7%","18.9%",".198","0.98",".248","80.5%","61","81","101","2.53","3.38","-0.85","4.12","3.41","4259","456696"
"Mark Melancon","SFG","7.15","3.23","2.21","0.46","17.8%","8.0%","9.8%",".302","1.59",".365","74.8%","83","87","96","3.23","3.39","-0.16","3.91","3.93","4264","453343"
"Matt Grace","WSN","7.24","1.96","3.69","0.75","19.4%","5.3%","14.2%",".237","1.14",".279","76.2%","70","82","95","2.87","3.40","-0.53","3.88","3.66","11449","594840"
"German Marquez","COL","10.56","2.62","4.04","1.10","28.2%","7.0%","21.2%",".238","1.20",".311","73.2%","82","79","76","3.77","3.40","0.37","3.10","3.31","15038","608566"
"Rowan Wick","SDP","7.56","1.08","7.00","1.08","18.4%","2.6%","15.8%",".351","1.68",".414","63.5%","166","84","109","6.48","3.40","3.08","4.42","3.82","14646","592858"
"Tanner Scott","BAL","12.82","4.72","2.71","1.01","31.7%","11.7%","20.0%",".261","1.56",".380","67.5%","126","77","70","5.40","3.40","2.00","2.96","3.18","17586","656945"
"Ross Stripling","LAD","10.03","1.62","6.18","1.33","27.0%","4.4%","22.7%",".256","1.19",".322","86.1%","79","85","73","3.02","3.41","-0.39","2.99","3.13","13273","548389"
"Adam Cimber","- - -","7.64","2.24","3.41","0.66","20.4%","6.0%","14.4%",".261","1.24",".318","75.0%","84","82","85","3.42","3.42","0.00","3.51","3.27","15288","643256"
"Alex Claudio","TEX","5.40","1.71","3.15","0.53","13.7%","4.3%","9.4%",".322","1.52",".366","71.0%","96","78","85","4.48","3.42","1.05","3.58","3.38","12890","592222"
"Pedro Strop","CHC","8.60","3.17","2.71","0.60","23.8%","8.8%","15.0%",".178","0.99",".222","83.9%","57","85","100","2.26","3.43","-1.17","4.08","3.69","4070","467008"
"Marco Gonzales","SEA","7.83","1.73","4.53","0.92","21.1%","4.7%","16.5%",".265","1.22",".319","72.0%","97","82","85","4.00","3.43","0.57","3.59","3.81","15467","594835"
"Alex Colome","- - -","9.53","2.78","3.43","0.93","25.5%","7.4%","18.1%",".229","1.18",".291","77.9%","74","83","81","3.04","3.44","-0.40","3.44","3.27","6661","517008"
"Steve Cishek","CHC","9.98","3.58","2.79","0.64","27.1%","9.7%","17.4%",".179","1.04",".238","84.0%","55","86","96","2.18","3.44","-1.27","3.91","3.44","6483","518553"
"Jonny Venters","- - -","7.08","4.19","1.69","0.26","18.6%","11.0%","7.6%",".203","1.22",".250","67.3%","89","85","92","3.67","3.45","0.22","3.79","3.73","7175","458924"
"Tyler Olson","CLE","13.17","3.95","3.33","1.32","33.9%","10.2%","23.7%",".245","1.39",".355","67.9%","112","82","70","4.94","3.45","1.49","2.94","2.84","14741","621397"
"Darren O'Day","BAL","12.15","1.80","6.75","1.35","32.5%","4.8%","27.7%",".237","1.10",".326","76.9%","84","79","83","3.60","3.46","0.14","3.49","2.55","3321","503285"
"Jameson Taillon","PIT","8.43","2.17","3.89","0.94","22.8%","5.9%","16.9%",".244","1.18",".298","79.8%","81","85","88","3.20","3.46","-0.26","3.58","3.76","11674","592791"
"Clay Buchholz","ARI","7.41","2.01","3.68","0.82","20.6%","5.6%","15.0%",".217","1.04",".255","86.6%","49","87","99","2.01","3.47","-1.45","4.01","4.08","3543","453329"
"Brad Peacock","HOU","13.29","2.77","4.80","1.52","35.3%","7.4%","27.9%",".225","1.17",".317","83.3%","84","84","67","3.46","3.47","-0.01","2.82","2.40","5401","502748"
"Sam Dyson","SFG","7.17","2.56","2.80","0.64","20.5%","7.3%","13.2%",".224","1.08",".270","77.8%","69","89","89","2.69","3.47","-0.79","3.61","3.39","11710","473879"
"Wander Suero","WSN","8.87","2.83","3.13","0.76","23.5%","7.5%","16.0%",".238","1.22",".300","74.5%","88","84","106","3.59","3.48","0.11","4.32","3.69","15855","593833"
"Scott Barlow","KCR","9.00","1.80","5.00","1.20","23.1%","4.6%","18.5%",".258","1.27",".311","74.1%","83","84","86","3.60","3.49","0.11","3.63","3.36","14993","605130"
"Lance McCullers Jr.","HOU","9.96","3.51","2.84","0.84","26.9%","9.5%","17.5%",".213","1.17",".278","69.2%","94","85","81","3.86","3.50","0.36","3.43","3.62","14120","621121"
"Yonny Chirinos","TBR","7.53","2.51","3.00","0.70","20.3%","6.8%","13.5%",".247","1.22",".298","71.0%","86","86","95","3.51","3.51","0.01","4.04","3.96","16401","630023"
"Josh James","HOU","11.35","2.74","4.14","1.17","31.9%","7.7%","24.2%",".183","0.96",".240","90.9%","57","85","82","2.35","3.51","-1.16","3.46","3.00","16794","657624"
"Luis Garcia","PHI","9.98","3.52","2.83","0.78","25.0%","8.8%","16.2%",".269","1.46",".354","61.2%","151","84","89","6.07","3.51","2.56","3.63","3.46","6984","472610"
"Tim Hill","KCR","8.28","2.76","3.00","0.79","21.2%","7.1%","14.1%",".253","1.31",".309","60.3%","104","84","78","4.53","3.51","1.02","3.31","3.18","16814","657612"
"Andrew Miller","CLE","11.91","4.24","2.81","0.79","29.2%","10.4%","18.8%",".233","1.38",".329","75.3%","96","83","87","4.24","3.51","0.72","3.68","3.29","6785","453192"
"Mike Clevinger","CLE","9.31","3.01","3.09","0.94","25.6%","8.3%","17.3%",".222","1.15",".280","79.8%","69","83","91","3.01","3.52","-0.51","3.86","3.86","12808","605182"
"Chris Martin","TEX","7.99","1.08","7.40","1.08","20.9%","2.8%","18.1%",".272","1.22",".323","70.2%","97","80","86","4.54","3.52","1.02","3.63","3.37","11847","455119"
"Jonathan Loaisiga","NYY","12.04","4.38","2.75","1.09","30.6%","11.1%","19.4%",".271","1.54",".383","62.1%","120","81","70","5.11","3.53","1.58","2.95","3.44","19753","642528"
"Alex Wood","LAD","8.01","2.37","3.38","0.83","21.2%","6.3%","14.9%",".243","1.21",".293","70.6%","96","88","92","3.68","3.53","0.15","3.72","3.90","13781","622072"
"Carlos Martinez","STL","8.87","4.55","1.95","0.38","22.5%","11.5%","10.9%",".222","1.35",".290","75.0%","80","88","109","3.11","3.53","-0.42","4.42","4.45","11682","593372"
"Edubray Ramos","PHI","8.86","3.16","2.80","0.84","24.1%","8.6%","15.5%",".215","1.15",".268","81.1%","58","84","108","2.32","3.54","-1.22","4.37","3.79","16086","591693"
"Jesse Chavez","- - -","8.69","1.60","5.41","1.23","24.4%","4.5%","19.9%",".233","1.06",".278","88.2%","56","82","82","2.55","3.54","-0.99","3.41","3.15","5448","445926"
"Shane Carle","ATL","6.14","3.86","1.59","0.29","16.6%","10.4%","6.2%",".216","1.22",".258","74.5%","69","88","108","2.86","3.54","-0.68","4.39","4.59","15258","641438"
"Ryan Buchter","OAK","9.38","3.43","2.73","0.92","25.2%","9.2%","16.0%",".216","1.19",".272","72.5%","67","86","107","2.75","3.54","-0.80","4.53","3.91","9456","488748"
"Trevor Cahill","OAK","8.18","3.35","2.44","0.65","22.2%","9.1%","13.1%",".223","1.19",".277","67.3%","92","86","90","3.76","3.54","0.22","3.80","4.06","6249","502239"
"Brad Keller","KCR","6.16","3.21","1.92","0.45","16.5%","8.6%","7.9%",".250","1.30",".294","77.1%","71","85","101","3.08","3.55","-0.47","4.26","4.51","15734","641745"
"Ryne Stanek","TBR","10.99","3.66","3.00","1.09","30.8%","10.3%","20.5%",".191","1.09",".253","80.9%","73","87","94","2.98","3.55","-0.57","3.98","3.49","15947","592773"
"Luke Jackson","ATL","10.18","4.65","2.19","0.66","25.0%","11.4%","13.6%",".255","1.52",".339","70.2%","108","88","97","4.43","3.55","0.87","3.94","3.83","11752","592426"
"Ariel Miranda","SEA","9.00","7.20","1.25","0.00","20.8%","16.7%","4.2%",".300","2.00",".400","90.0%","44","85","115","1.80","3.56","-1.76","4.88","5.52","17526","664641"
"Shohei Ohtani","LAA","10.97","3.83","2.86","1.05","29.9%","10.4%","19.4%",".202","1.16",".269","79.8%","78","84","83","3.31","3.57","-0.26","3.53","3.65","19755","660271"
"Juan Minaya","CHW","11.19","5.59","2.00","0.58","27.8%","13.9%","13.9%",".220","1.46",".310","77.8%","78","83","102","3.28","3.57","-0.29","4.32","3.98","10341","573668"
"Scott Alexander","LAD","7.64","3.68","2.07","0.55","20.9%","10.1%","10.8%",".238","1.27",".296","72.1%","96","89","81","3.68","3.57","0.11","3.31","3.16","10591","518397"
"Joe Kelly","BOS","9.32","4.39","2.13","0.55","23.9%","11.2%","12.6%",".230","1.36",".301","67.9%","98","85","95","4.39","3.57","0.81","4.04","3.92","9761","523260"
"Edgar Santana","PIT","7.33","1.63","4.50","0.95","19.9%","4.4%","15.5%",".238","1.10",".277","77.0%","82","88","97","3.26","3.58","-0.33","3.93","3.60","17355","650828"
"Joe Musgrove","PIT","7.80","1.79","4.35","0.94","20.6%","4.7%","15.8%",".248","1.18",".294","69.2%","102","88","96","4.06","3.59","0.47","3.92","3.93","12970","605397"
"Charlie Morton","HOU","10.83","3.45","3.14","0.97","28.9%","9.2%","19.7%",".211","1.16",".283","79.5%","76","87","81","3.13","3.59","-0.47","3.42","3.52","4676","450203"
"Paul Blackburn","OAK","6.18","1.95","3.17","0.65","16.0%","5.0%","10.9%",".297","1.41",".344","47.1%","175","87","104","7.16","3.59","3.56","4.39","4.43","14739","621112"
"Wade Miley","MIL","5.58","3.01","1.85","0.33","14.8%","8.0%","6.8%",".232","1.21",".269","75.9%","63","88","106","2.57","3.59","-1.03","4.30","4.66","8779","489119"
"Adam Conley","MIA","8.88","3.20","2.78","0.89","24.8%","8.9%","15.8%",".202","1.09",".250","63.3%","107","91","94","4.09","3.59","0.49","3.84","3.61","14457","543045"
"James Pazos","SEA","8.10","2.70","3.00","0.72","21.3%","7.1%","14.2%",".246","1.24",".303","78.2%","70","86","98","2.88","3.60","-0.72","4.15","3.75","13323","572021"
"Nathan Eovaldi","- - -","8.19","1.62","5.05","1.14","22.2%","4.4%","17.8%",".243","1.13",".287","67.3%","90","87","87","3.81","3.60","0.21","3.67","3.71","9132","543135"
"Pat Neshek","PHI","5.55","1.85","3.00","0.74","14.9%","5.0%","9.9%",".240","1.15",".266","75.4%","64","86","123","2.59","3.61","-1.02","4.99","4.51","4682","450212"
"Aaron Loup","- - -","9.98","3.18","3.14","0.91","24.0%","7.7%","16.4%",".291","1.56",".376","71.2%","106","85","88","4.54","3.61","0.92","3.72","3.40","10343","571901"
"Dominic Leone","STL","9.75","3.00","3.25","1.13","24.5%","7.5%","17.0%",".276","1.46",".348","74.7%","116","91","93","4.50","3.62","0.88","3.78","3.57","13763","608678"
"Anibal Sanchez","ATL","8.89","2.77","3.21","0.99","24.4%","7.6%","16.8%",".209","1.08",".255","79.4%","69","90","94","2.83","3.62","-0.79","3.81","3.85","3284","434671"
"Stephen Strasburg","WSN","10.80","2.63","4.11","1.25","28.7%","7.0%","21.7%",".237","1.20",".309","75.6%","91","88","81","3.74","3.62","0.12","3.28","3.33","10131","544931"
"Josh Fields","LAD","7.24","2.41","3.00","0.88","21.4%","7.1%","14.3%",".196","0.95",".226","86.8%","57","90","114","2.20","3.62","-1.43","4.61","4.21","5070","451661"
"Drew Steckenrider","MIA","10.30","3.76","2.74","0.97","27.2%","9.9%","17.3%",".226","1.27",".296","74.1%","102","92","99","3.90","3.62","0.27","4.03","3.55","18806","608716"
"Tommy Hunter","PHI","7.17","2.11","3.40","0.84","18.9%","5.6%","13.3%",".258","1.25",".303","73.7%","94","87","99","3.80","3.63","0.17","4.01","3.69","1157","488984"
"Tyler Skaggs","LAA","9.26","2.87","3.23","1.01","24.2%","7.5%","16.7%",".260","1.33",".328","73.5%","95","85","90","4.02","3.63","0.39","3.79","3.86","10190","572140"
"T.J. McFarland","ARI","5.25","2.75","1.91","0.50","14.4%","7.5%","6.8%",".237","1.19",".268","84.6%","49","91","93","2.00","3.63","-1.63","3.78","3.54","3237","519008"
"Justin Wilson","CHC","11.36","5.43","2.09","0.82","29.2%","14.0%","15.3%",".222","1.43",".310","78.9%","87","90","100","3.46","3.64","-0.18","4.05","3.85","4301","458677"
"Eduardo Rodriguez","BOS","10.13","3.12","3.24","1.11","26.4%","8.1%","18.3%",".236","1.26",".301","76.9%","86","87","92","3.82","3.65","0.17","3.90","3.74","13164","593958"
"Wade Davis","COL","10.74","3.58","3.00","1.10","29.9%","10.0%","19.9%",".185","1.06",".238","66.9%","90","85","89","4.13","3.65","0.48","3.63","3.23","7441","451584"
"Sam Freeman","ATL","10.37","5.72","1.81","0.54","26.9%","14.8%","12.0%",".225","1.45",".314","69.2%","104","91","94","4.29","3.66","0.63","3.83","4.07","6832","518693"
"Drew Smith","NYM","5.79","1.93","3.00","0.64","15.0%","5.0%","10.0%",".304","1.43",".348","79.1%","93","92","121","3.54","3.66","-0.12","4.91","4.43","17755","622098"
"Max Fried","ATL","11.76","5.35","2.20","0.80","31.0%","14.1%","16.9%",".217","1.37",".315","82.2%","71","91","80","2.94","3.67","-0.72","3.24","3.76","13743","608331"
"Kyle Freeland","COL","7.70","3.11","2.47","0.76","20.5%","8.3%","12.2%",".237","1.25",".285","82.8%","62","86","104","2.85","3.67","-0.82","4.22","4.35","16256","607536"
"Brad Brach","- - -","8.62","4.02","2.14","0.72","20.8%","9.7%","11.1%",".277","1.60",".344","73.4%","85","86","101","3.59","3.67","-0.08","4.22","4.08","6627","542960"
"Austin Davis","PHI","9.87","3.12","3.17","1.04","25.2%","7.9%","17.2%",".255","1.36",".326","66.8%","103","88","95","4.15","3.68","0.47","3.85","3.48","17117","656354"
"Lou Trivino","OAK","9.97","3.77","2.65","0.97","27.4%","10.4%","17.1%",".199","1.14",".256","82.9%","71","90","84","2.92","3.69","-0.77","3.53","3.46","15043","642152"
"Yoshihisa Hirano","ARI","8.01","3.12","2.57","0.81","22.5%","8.8%","13.7%",".207","1.09",".250","79.3%","60","93","99","2.44","3.69","-1.25","4.01","3.76","19756","673633"
"Dallas Keuchel","HOU","6.73","2.55","2.64","0.79","17.5%","6.6%","10.9%",".259","1.31",".300","72.8%","91","89","91","3.74","3.69","0.05","3.84","4.15","9434","572971"
"Hunter Wood","TBR","9.22","3.95","2.33","0.88","23.5%","10.1%","13.4%",".261","1.46",".330","79.0%","91","91","93","3.73","3.70","0.03","3.92","3.98","15091","621056"
"Zack Greinke","ARI","8.62","1.86","4.63","1.21","23.7%","5.1%","18.6%",".229","1.08",".272","80.2%","79","93","84","3.21","3.70","-0.50","3.44","3.60","1943","425844"
"Archie Bradley","ARI","9.42","2.51","3.75","1.13","25.3%","6.8%","18.6%",".228","1.14",".282","76.3%","89","93","88","3.64","3.70","-0.06","3.57","3.22","12918","605151"
"Shawn Kelley","- - -","9.18","2.02","4.55","1.29","26.3%","5.8%","20.5%",".185","0.90",".215","82.4%","72","90","101","2.94","3.71","-0.77","4.15","3.36","7773","518875"
"Jacob Barnes","MIL","8.69","4.25","2.04","0.74","21.7%","10.6%","11.1%",".263","1.52",".329","73.1%","82","91","98","3.33","3.72","-0.39","4.00","4.03","12323","606930"
"Carson Smith","BOS","11.30","3.77","3.00","1.26","28.1%","9.4%","18.8%",".241","1.40",".316","81.4%","84","89","75","3.77","3.72","0.05","3.17","3.16","13172","605476"
"Freddy Peralta","MIL","11.03","4.60","2.40","0.92","29.9%","12.5%","17.4%",".177","1.14",".237","68.5%","105","92","107","4.25","3.72","0.53","4.33","3.99","18679","642547"
"Sam Tuivailala","- - -","7.30","2.92","2.50","0.73","18.2%","7.3%","10.9%",".272","1.43",".322","78.7%","87","93","101","3.41","3.73","-0.32","4.10","3.97","13485","592815"
"Bruce Rondon","CHW","12.13","8.19","1.48","0.30","26.0%","17.5%","8.4%",".294","2.16",".424","55.0%","202","87","112","8.49","3.73","4.76","4.74","4.74","5766","541652"
"Dereck Rodriguez","SFG","6.77","2.74","2.47","0.68","18.3%","7.4%","10.9%",".221","1.13",".257","76.3%","72","96","112","2.81","3.74","-0.92","4.56","4.58","14509","605446"
"Jordan Hicks","STL","8.11","5.21","1.56","0.23","20.6%","13.3%","7.4%",".206","1.34",".266","72.3%","92","94","105","3.59","3.74","-0.15","4.26","4.21","19618","663855"
"Jake Diekman","- - -","11.14","5.23","2.13","0.68","27.2%","12.8%","14.4%",".238","1.50",".331","65.9%","108","88","99","4.73","3.74","0.98","4.13","3.83","5003","518617"
"Luis Cessa","NYY","7.86","2.62","3.00","1.01","20.0%","6.7%","13.3%",".280","1.43",".333","64.9%","123","86","91","5.24","3.74","1.50","3.84","3.91","13345","570666"
"Adrian Houser","MIL","5.27","4.61","1.14","0.00","13.6%","11.9%","1.7%",".255","1.46",".302","76.2%","81","92","143","3.29","3.75","-0.45","5.80","5.44","12718","605288"
"Nick Vincent","SEA","8.95","2.40","3.73","1.12","23.4%","6.3%","17.2%",".226","1.15",".272","68.7%","97","90","106","3.99","3.75","0.25","4.51","3.72","7555","543883"
"Vince Velasquez","PHI","9.88","3.62","2.73","0.98","25.6%","9.4%","16.2%",".245","1.34",".316","66.8%","121","90","101","4.85","3.75","1.09","4.11","4.00","11189","592826"
"Chris Archer","- - -","9.83","2.97","3.31","1.15","25.4%","7.7%","17.7%",".266","1.38",".338","72.5%","106","92","86","4.31","3.75","0.55","3.59","3.73","6345","502042"
"Braden Shipley","ARI","5.40","3.60","1.50","0.00","14.3%","9.5%","4.8%",".222","1.20",".267","42.9%","177","95","133","7.20","3.76","3.44","5.41","4.88","15158","640463"
"Arodys Vizcaino","ATL","9.39","3.52","2.67","0.94","25.3%","9.5%","15.8%",".213","1.17",".268","91.8%","51","93","104","2.11","3.76","-1.65","4.21","3.72","5498","527055"
"Kyle Hendricks","CHC","7.28","1.99","3.66","0.99","19.8%","5.4%","14.4%",".242","1.15",".281","75.2%","86","94","95","3.44","3.78","-0.34","3.87","4.03","12049","543294"
"Touki Toussaint","ATL","9.93","6.52","1.52","0.31","26.0%","17.1%","8.9%",".180","1.34",".254","70.7%","98","94","104","4.03","3.78","0.25","4.24","4.91","16929","657053"
"Keynan Middleton","LAA","8.15","4.58","1.78","0.51","22.5%","12.7%","9.9%",".230","1.30",".295","88.5%","48","89","114","2.04","3.78","-1.75","4.82","4.46","15264","641871"
"Adam Morgan","PHI","9.12","4.01","2.27","0.91","23.4%","10.3%","13.1%",".255","1.44",".321","71.9%","95","90","94","3.83","3.79","0.04","3.81","3.77","12580","605388"
"Corbin Burnes","MIL","8.29","2.61","3.18","0.95","23.0%","7.2%","15.8%",".196","1.00",".232","84.7%","64","93","93","2.61","3.79","-1.19","3.77","3.49","19361","669203"
"Caleb Ferguson","LAD","10.84","2.20","4.92","1.47","29.2%","5.9%","23.3%",".230","1.12",".292","79.1%","91","94","72","3.49","3.79","-0.30","2.95","2.82","19349","657571"
"Nick Pivetta","PHI","10.32","2.80","3.69","1.32","27.1%","7.3%","19.7%",".255","1.30",".326","69.0%","119","91","84","4.77","3.79","0.98","3.42","3.51","15454","601713"
"Ryan Borucki","TOR","6.17","3.04","2.03","0.65","16.1%","8.0%","8.2%",".253","1.32",".291","68.5%","90","89","109","3.87","3.80","0.08","4.62","4.80","16350","621366"
"Zach Eflin","PHI","8.65","2.60","3.32","1.12","22.4%","6.8%","15.7%",".256","1.30",".309","68.4%","108","91","99","4.36","3.80","0.56","4.02","4.02","13774","621107"
"Drew Rucinski","MIA","6.88","3.31","2.08","0.51","17.5%","8.4%","9.1%",".248","1.33",".296","62.2%","114","97","117","4.33","3.81","0.52","4.76","4.31","12499","607968"
"Zack Godley","ARI","9.34","4.09","2.28","0.81","23.4%","10.2%","13.1%",".254","1.45",".324","67.4%","116","96","97","4.74","3.82","0.93","3.96","4.18","14862","643327"
"Justin Anderson","LAA","10.90","6.51","1.68","0.49","27.8%","16.6%","11.2%",".213","1.48",".307","74.6%","96","90","101","4.07","3.83","0.24","4.29","4.33","16201","605121"
"Greg Holland","- - -","9.13","6.22","1.47","0.39","22.2%","15.1%","7.1%",".240","1.62",".315","62.8%","119","95","120","4.66","3.83","0.83","4.87","4.79","7196","518813"
"Ty Blach","SFG","5.69","3.11","1.83","0.61","14.6%","8.0%","6.6%",".283","1.47",".323","69.0%","109","99","103","4.25","3.83","0.41","4.18","4.45","14361","621389"
"Drew VerHagen","DET","8.47","3.04","2.79","0.96","22.7%","8.2%","14.6%",".218","1.15",".263","65.4%","107","89","102","4.63","3.83","0.80","4.33","3.78","13424","572403"
"Lance Lynn","- - -","9.25","4.37","2.12","0.80","23.0%","10.9%","12.1%",".264","1.53",".336","70.1%","111","90","94","4.77","3.84","0.93","3.98","4.26","2520","458681"
"Chad Bell","DET","8.59","2.45","3.50","1.23","19.4%","5.6%","13.9%",".412","2.18",".500","61.6%","198","89","86","8.59","3.84","4.75","3.65","3.66","10297","518445"
"Casey Sadler","PIT","6.23","6.23","1.00","0.00","12.0%","12.0%","0.0%",".409","2.77",".474","41.7%","209","95","123","8.31","3.85","4.45","5.00","4.43","11209","594987"
"Dakota Hudson","STL","6.26","5.93","1.06","0.00","16.1%","15.3%","0.8%",".192","1.35",".238","76.3%","68","97","117","2.63","3.86","-1.22","4.76","5.00","19206","641712"
"Jack Flaherty","STL","10.85","3.52","3.08","1.19","29.6%","9.6%","20.0%",".198","1.11",".257","79.3%","86","97","88","3.34","3.86","-0.52","3.58","3.57","17479","656427"
"Trevor Williams","PIT","6.64","2.90","2.29","0.79","18.0%","7.8%","10.1%",".227","1.18",".261","76.6%","78","95","112","3.11","3.86","-0.75","4.54","4.68","16977","592866"
"Ryan Dull","OAK","7.46","2.49","3.00","1.07","21.0%","7.0%","14.0%",".237","1.14",".275","68.5%","104","94","101","4.26","3.87","0.39","4.29","3.95","13974","623430"
"JT Chargois","LAD","11.13","4.18","2.67","1.11","29.6%","11.1%","18.5%",".220","1.27",".297","80.2%","87","96","73","3.34","3.87","-0.53","2.98","3.05","13767","608638"
"Derek Holland","SFG","8.88","3.52","2.52","1.00","23.2%","9.2%","14.0%",".235","1.29",".288","76.1%","92","100","100","3.57","3.87","-0.30","4.07","4.20","4141","502706"
"Pat Venditte","LAD","5.79","1.93","3.00","0.64","15.8%","5.3%","10.5%",".212","1.00",".238","82.2%","67","97","128","2.57","3.87","-1.30","5.19","4.38","7108","519381"
"Jeanmar Gomez","CHW","9.72","3.60","2.70","1.08","23.7%","8.8%","14.9%",".282","1.56",".356","69.8%","111","90","100","4.68","3.88","0.80","4.24","3.77","9033","491646"
"Jesse Biddle","ATL","9.47","4.38","2.16","0.85","25.2%","11.7%","13.5%",".216","1.27",".277","76.7%","76","96","88","3.11","3.88","-0.77","3.57","3.66","11437","592145"
"Amir Garrett","CIN","10.14","3.57","2.84","1.14","26.9%","9.5%","17.4%",".237","1.29",".306","74.2%","104","93","94","4.29","3.89","0.40","3.81","3.49","14375","607237"
"Erik Goeddel","- - -","10.80","4.91","2.20","0.98","28.4%","12.9%","15.5%",".194","1.25",".256","84.5%","76","97","97","2.95","3.90","-0.95","3.97","3.76","11712","592340"
"Frankie Montas","OAK","5.95","2.91","2.05","0.69","15.2%","7.4%","7.8%",".285","1.46",".325","70.0%","95","95","109","3.88","3.90","-0.02","4.60","4.86","14309","593423"
"Jose Berrios","MIN","9.45","2.85","3.31","1.17","25.3%","7.7%","17.7%",".220","1.14",".270","75.8%","89","92","92","3.84","3.90","-0.07","3.89","3.80","14168","621244"
"Cody Reed","CIN","8.79","3.14","2.80","1.05","22.3%","8.0%","14.4%",".263","1.40",".323","74.5%","96","93","86","3.98","3.90","0.07","3.51","3.56","15232","642003"
"Rob Whalen","SEA","0.00","2.25","0.00","0.00","0.0%","7.1%","-7.1%",".077","0.50",".077","100.0%","0","94","131","0.00","3.91","-3.91","5.56","6.42","14165","547007"
"Marcus Stroman","TOR","6.77","3.17","2.14","0.79","17.1%","8.0%","9.1%",".280","1.48",".326","60.5%","129","92","91","5.54","3.91","1.63","3.83","4.04","13431","573186"
"Yusmeiro Petit","OAK","7.35","1.74","4.22","1.26","20.7%","4.9%","15.8%",".217","1.01",".241","81.8%","73","95","99","3.00","3.92","-0.92","4.20","3.77","4020","433589"
