"Name","Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA","playerid","mlbamid"
"Colin Holderman","PIT","9.32","3.21","2.90","0.64","24.2%","8.3%","15.8%",".252","1.34",".327","72.8%","87","75","85","3.86","3.29","0.57","3.72","3.63","22361","670059"
"Lucas Erceg","OAK","11.13","5.89","1.89","0.16","27.1%","14.3%","12.7%",".244","1.58",".357","65.5%","115","80","106","4.75","3.31","1.44","4.55","4.29","19360","668674"
"Isaiah Campbell","SEA","10.36","4.08","2.54","0.63","27.5%","10.8%","16.7%",".208","1.22",".282","81.3%","71","81","97","2.83","3.32","-0.50","4.15","3.80","25551","663462"
"Yerry Rodriguez","TEX","9.88","3.95","2.50","0.66","22.7%","9.1%","13.6%",".333","1.90",".432","56.9%","187","77","109","7.90","3.33","4.57","4.68","4.28","21955","666720"
"Pablo Lopez","MIN","10.86","2.23","4.88","1.11","29.2%","6.0%","23.2%",".237","1.15",".313","76.2%","85","78","77","3.66","3.33","0.33","3.28","3.37","17085","641154"
"Colin Poche","TBR","9.05","3.56","2.54","0.59","24.8%","9.8%","15.0%",".190","1.09",".244","81.4%","54","80","106","2.23","3.34","-1.11","4.55","4.06","19403","621363"
"Caleb Ferguson","LAD","10.44","3.43","3.04","0.60","25.9%","8.5%","17.4%",".268","1.44",".364","72.7%","79","74","84","3.43","3.34","0.09","3.68","3.55","19349","657571"
"George Kirby","SEA","8.12","0.90","9.05","1.04","22.7%","2.5%","20.2%",".245","1.04",".292","75.1%","84","81","85","3.35","3.34","0.01","3.63","3.71","25436","669923"
"Gabe Speier","SEA","10.54","1.81","5.82","1.15","29.6%","5.1%","24.5%",".233","1.06",".305","72.3%","95","82","63","3.79","3.35","0.44","2.71","2.62","17170","642100"
"Will Smith","TEX","8.63","2.67","3.24","0.78","24.3%","7.5%","16.8%",".211","1.06",".262","55.6%","104","78","100","4.40","3.36","1.04","4.30","3.90","8048","519293"
"Ryan Pressly","HOU","10.19","2.20","4.63","1.10","27.6%","6.0%","21.6%",".215","1.07",".272","63.5%","84","79","73","3.58","3.36","0.22","3.14","2.99","7005","519151"
"Yimi Garcia","TOR","10.77","2.05","5.27","1.09","28.0%","5.3%","22.7%",".257","1.24",".339","69.0%","96","78","73","4.09","3.39","0.70","3.14","2.99","12095","554340"
"Victor Gonzalez","LAD","8.02","2.67","3.00","0.53","22.2%","7.4%","14.8%",".221","1.10",".278","67.2%","92","76","86","4.01","3.40","0.61","3.76","3.62","16408","624647"
"Brennan Bernardino","BOS","10.30","3.20","3.22","0.71","26.9%","8.3%","18.5%",".250","1.30",".338","79.8%","72","79","83","3.20","3.41","-0.22","3.56","3.45","16835","657514"
"Scott Barlow","- - -","10.46","4.50","2.32","0.53","26.4%","11.4%","15.1%",".235","1.40",".322","64.6%","100","79","93","4.37","3.42","0.95","4.04","3.94","14993","605130"
"Andrew Kittredge","TBR","7.71","1.54","5.00","0.77","20.0%","4.0%","16.0%",".255","1.20",".306","80.9%","75","82","97","3.09","3.43","-0.34","4.15","3.85","12828","552640"
"Tyler Gilbert","ARI","9.87","2.60","3.80","1.04","26.4%","6.9%","19.4%",".313","1.50",".413","69.0%","118","81","70","5.19","3.43","1.76","3.07","3.32","17964","656457"
"Blake Snell","SDP","11.70","4.95","2.36","0.75","31.5%","13.3%","18.2%",".180","1.19",".256","86.7%","54","79","83","2.25","3.44","-1.19","3.62","4.06","13543","605483"
"Brent Suter","COL","7.14","3.25","2.20","0.39","18.8%","8.6%","10.3%",".246","1.30",".301","64.2%","68","75","102","3.38","3.44","-0.07","4.48","4.41","13942","608718"
"Jackson Wolf","SDP","1.80","1.80","1.00","0.00","4.5%","4.5%","0.0%",".286","1.40",".300","57.1%","128","80","117","5.40","3.46","1.94","5.11","5.29","29832","680232"
"Lane Ramsey","CHW","8.10","4.05","2.00","0.45","19.6%","9.8%","9.8%",".301","1.70",".375","64.4%","136","78","118","5.85","3.46","2.39","5.04","4.62","25071","682010"
"Jordan Romano","TOR","10.98","3.66","3.00","0.92","29.0%","9.7%","19.4%",".216","1.22",".292","82.3%","68","80","94","2.90","3.46","-0.56","4.01","3.52","16122","605447"
"Mason Miller","OAK","10.26","4.32","2.38","0.54","27.3%","11.5%","15.8%",".200","1.20",".275","69.7%","92","84","111","3.78","3.47","0.31","4.77","4.34","31757","695243"
"Joel Payamps","MIL","9.81","2.17","4.53","1.02","26.8%","5.9%","20.9%",".215","1.05",".272","81.1%","59","79","83","2.55","3.48","-0.93","3.65","3.24","14332","606303"
"Enyel De Los Santos","CLE","8.50","3.43","2.48","0.55","23.7%","9.5%","14.1%",".215","1.14",".275","72.2%","78","82","103","3.29","3.48","-0.19","4.40","4.06","18403","660853"
"Framber Valdez","HOU","9.09","2.59","3.51","0.86","24.8%","7.1%","17.7%",".224","1.13",".282","71.2%","81","82","79","3.45","3.50","-0.04","3.39","3.70","17295","664285"
"Ryan Borucki","PIT","7.36","0.89","8.25","0.89","21.7%","2.6%","19.1%",".181","0.74",".206","81.0%","55","80","90","2.45","3.50","-1.05","3.94","3.49","16350","621366"
"Erik Swanson","TOR","10.13","2.84","3.57","1.08","28.6%","8.0%","20.6%",".216","1.10",".278","82.5%","70","81","89","2.97","3.51","-0.54","3.81","3.35","16587","657024"
"Bobby Miller","LAD","8.61","2.32","3.72","0.87","23.6%","6.3%","17.2%",".225","1.10",".277","71.3%","87","78","86","3.76","3.51","0.25","3.75","3.93","27483","676272"
"Tanner Bibee","CLE","8.94","2.85","3.13","0.82","24.1%","7.7%","16.4%",".228","1.18",".286","80.0%","70","83","99","2.98","3.52","-0.54","4.22","4.19","30134","676440"
"Julian Merryweather","CHC","12.25","4.50","2.72","1.00","32.3%","11.9%","20.5%",".218","1.31",".313","80.0%","79","82","83","3.38","3.52","-0.14","3.61","3.43","16703","657240"
"Jose Quintana","NYM","7.14","2.85","2.50","0.59","18.8%","7.5%","11.3%",".255","1.31",".306","72.0%","84","81","102","3.57","3.52","0.05","4.47","4.71","11423","500779"
"Angel Felipe","OAK","11.40","7.80","1.46","0.00","29.7%","20.3%","9.4%",".120","1.27",".194","65.0%","102","85","108","4.20","3.52","0.68","4.62","4.99","21163","665734"
"Joe Musgrove","SDP","8.97","1.94","4.62","0.92","24.3%","5.3%","19.0%",".244","1.14",".305","80.2%","73","81","84","3.05","3.52","-0.47","3.70","3.77","12970","605397"
"Alexis Diaz","CIN","11.50","4.81","2.39","0.53","30.1%","12.6%","17.5%",".183","1.19",".267","71.1%","67","77","96","3.07","3.52","-0.45","4.20","3.76","21132","664747"
"Chris Stratton","- - -","8.82","2.72","3.24","0.87","24.0%","7.4%","16.6%",".222","1.14",".275","67.2%","92","82","100","3.92","3.53","0.39","4.36","3.82","13761","608717"
"Robert Garcia","- - -","9.28","3.38","2.75","0.84","26.0%","9.4%","16.5%",".226","1.19",".291","65.1%","84","80","81","3.66","3.54","0.12","3.56","3.69","23363","676395"
"Braden Bristo","- - -","6.43","5.14","1.25","0.00","16.7%","13.3%","3.3%",".192","1.29",".238","66.7%","60","83","143","2.57","3.54","-0.97","6.14","5.57","20494","668754"
"David Robertson","- - -","10.74","3.44","3.12","0.96","29.0%","9.3%","19.7%",".220","1.19",".295","74.4%","70","81","88","3.03","3.55","-0.52","3.85","3.44","8241","502085"
"Jake Bird","COL","7.76","2.72","2.85","0.60","20.2%","7.1%","13.1%",".271","1.35",".333","67.7%","87","77","91","4.33","3.55","0.79","4.01","3.85","21267","656234"
"Jesus Luzardo","MIA","10.48","2.77","3.78","1.11","28.1%","7.4%","20.6%",".238","1.21",".311","74.9%","81","81","85","3.58","3.55","0.02","3.72","3.69","19959","666200"
"Tyler Holton","DET","7.80","1.90","4.11","0.95","22.8%","5.6%","17.3%",".184","0.87",".212","86.5%","49","83","88","2.11","3.56","-1.45","3.76","3.62","26231","663947"
"Trevor Stephan","CLE","9.83","3.41","2.88","0.79","25.5%","8.8%","16.7%",".240","1.30",".313","68.9%","96","84","99","4.06","3.56","0.50","4.25","3.77","19932","663986"
"Jordan Montgomery","- - -","7.92","2.29","3.46","0.86","21.4%","6.2%","15.2%",".244","1.19",".294","75.6%","75","83","92","3.20","3.56","-0.37","4.01","4.23","16511","656756"
"Aaron Civale","- - -","8.53","2.43","3.52","0.88","23.0%","6.5%","16.5%",".234","1.16",".287","76.8%","83","85","96","3.46","3.57","-0.11","4.10","4.15","19479","650644"
"Paul Sewald","- - -","11.87","3.56","3.33","1.19","32.1%","9.6%","22.5%",".205","1.15",".279","80.3%","75","86","87","3.12","3.57","-0.45","3.76","3.23","13892","623149"
"Marcus Stroman","CHC","7.84","3.42","2.29","0.59","20.7%","9.0%","11.7%",".231","1.26",".283","65.9%","92","83","86","3.95","3.58","0.37","3.79","4.21","13431","573186"
"Aaron Bummer","CHW","12.03","5.55","2.17","0.62","29.2%","13.5%","15.7%",".235","1.53",".340","55.4%","158","81","82","6.79","3.58","3.21","3.51","3.72","16258","607481"
"Gregory Soto","PHI","9.70","3.28","2.95","0.90","26.0%","8.8%","17.2%",".208","1.14",".265","59.1%","104","80","87","4.62","3.59","1.04","3.83","3.60","19677","642397"
"Shawn Dubin","HOU","11.00","3.00","3.67","1.00","26.2%","7.1%","19.0%",".316","1.67",".423","61.6%","164","84","93","7.00","3.59","3.41","3.98","3.64","24977","681869"
"Nick Burdi","CHC","12.00","9.00","1.33","0.00","26.7%","20.0%","6.7%",".250","2.00",".375","50.0%","210","83","145","9.00","3.59","5.41","6.34","5.50","16074","595897"
"Jose Rodriguez","SEA","3.00","3.00","1.00","0.00","8.3%","8.3%","0.0%",".273","1.33",".300","25.0%","225","87","109","9.00","3.59","5.41","4.69","4.86","17860","642578"
"A.J. Puk","MIA","12.39","2.06","6.00","1.59","32.2%","5.4%","26.9%",".238","1.18",".317","72.7%","90","82","69","3.97","3.59","0.38","3.02","2.66","19343","640462"
"Joe Jimenez","ATL","11.66","2.24","5.21","1.44","30.7%","5.9%","24.8%",".230","1.15",".300","82.7%","69","84","82","3.04","3.59","-0.56","3.60","3.02","15761","641729"
"Brandon Woodruff","MIL","9.94","2.01","4.93","1.21","29.2%","5.9%","23.3%",".170","0.82",".204","90.3%","53","82","83","2.28","3.60","-1.31","3.63","3.45","16162","605540"
"Andrew Nardi","MIA","11.46","3.30","3.48","1.10","30.8%","8.9%","21.9%",".212","1.15",".288","86.4%","60","82","79","2.67","3.60","-0.94","3.46","3.18","25942","677053"
"Jose Leclerc","TEX","10.58","4.42","2.39","0.79","28.8%","12.0%","16.7%",".182","1.14",".244","80.0%","64","84","110","2.68","3.62","-0.94","4.72","3.99","14524","600917"
"Luis Garcia","HOU","10.33","3.33","3.10","1.00","27.0%","8.7%","18.3%",".240","1.30",".314","75.5%","94","85","97","4.00","3.63","0.37","4.14","4.08","23735","677651"
"Kodai Senga","NYM","10.93","4.17","2.62","0.92","29.1%","11.1%","18.0%",".206","1.22",".277","80.3%","70","84","86","2.98","3.63","-0.66","3.77","4.00","31838","673540"
"Darren McCaughan","SEA","18.00","5.40","3.33","1.80","37.0%","11.1%","25.9%",".292","2.00",".462","58.1%","135","89","63","5.40","3.66","1.74","2.71","2.78","20038","670766"
"Alex Vesia","LAD","11.60","3.08","3.76","1.27","29.5%","7.8%","21.7%",".263","1.39",".354","71.9%","100","81","94","4.35","3.66","0.69","4.12","3.38","25007","681911"
"Kenley Jansen","BOS","10.48","3.43","3.06","1.01","27.7%","9.0%","18.6%",".237","1.28",".313","73.1%","81","85","108","3.63","3.66","-0.03","4.61","3.86","3096","445276"
"Eduardo Rodriguez","DET","8.43","2.83","2.98","0.88","23.0%","7.7%","15.3%",".225","1.15",".274","75.9%","77","85","95","3.30","3.66","-0.36","4.06","4.26","13164","593958"
"Pedro Avila","SDP","9.66","4.47","2.16","0.54","24.5%","11.4%","13.2%",".226","1.35",".301","72.7%","77","85","89","3.22","3.67","-0.45","3.88","4.05","18864","658648"
"Brooks Raley","NYM","10.04","4.12","2.44","0.66","25.8%","10.6%","15.3%",".215","1.26",".286","80.7%","66","84","100","2.80","3.68","-0.88","4.39","3.93","10061","548384"
"Ryan Walker","SFG","11.45","3.52","3.25","1.17","29.7%","9.1%","20.5%",".257","1.39",".351","81.8%","76","87","79","3.23","3.68","-0.45","3.47","3.45","20423","676254"
"Braxton Garrett","MIA","8.79","1.63","5.38","1.13","23.7%","4.4%","19.3%",".249","1.15",".302","75.9%","83","84","78","3.66","3.68","-0.02","3.42","3.62","21844","666129"
"Shelby Miller","LAD","9.00","4.07","2.21","0.64","25.8%","11.7%","14.1%",".134","0.90",".165","89.4%","39","82","102","1.71","3.68","-1.97","4.49","4.14","10197","571946"
"John King","- - -","4.82","2.41","2.00","0.48","12.7%","6.4%","6.4%",".306","1.47",".344","76.6%","85","86","90","3.62","3.68","-0.07","3.92","3.75","22051","667463"
"Chris Murphy","BOS","9.25","3.21","2.88","0.94","23.1%","8.0%","15.1%",".258","1.41",".321","67.2%","110","86","95","4.91","3.70","1.21","4.07","3.88","26214","669684"
"Tom Cosgrove","SDP","7.71","3.33","2.32","0.53","21.5%","9.3%","12.2%",".171","0.97",".209","84.6%","42","85","112","1.75","3.70","-1.95","4.91","4.32","23443","676680"
"Thomas Hatch","- - -","8.16","3.77","2.17","0.63","20.2%","9.3%","10.9%",".284","1.57",".352","64.8%","93","85","103","4.08","3.71","0.37","4.47","4.32","19264","641672"
"Austin Adams","ARI","11.42","4.15","2.75","0.52","27.2%","9.9%","17.3%",".235","1.38",".333","61.6%","129","88","107","5.71","3.72","1.99","4.68","3.72","13801","613534"
"Dylan Cease","CHW","10.88","4.02","2.71","0.97","27.3%","10.1%","17.2%",".247","1.42",".330","69.4%","107","85","95","4.58","3.72","0.85","4.08","4.10","18525","656302"
"Sam Bachman","LAA","7.41","5.82","1.27","0.00","18.2%","14.3%","3.9%",".262","1.65",".333","75.9%","73","86","110","3.18","3.73","-0.55","4.70","4.87","29754","696147"
"Matt Moore","- - -","10.25","2.56","4.00","1.20","27.5%","6.9%","20.6%",".230","1.16",".293","88.6%","59","86","92","2.56","3.73","-1.17","3.95","3.38","1890","519043"
"Austin Cox","KCR","8.33","4.29","1.94","0.50","22.1%","11.4%","10.7%",".215","1.26",".274","61.1%","103","87","111","4.54","3.73","0.81","4.76","4.60","24604","680735"
"Phil Maton","HOU","10.09","3.41","2.96","0.82","27.0%","9.1%","17.9%",".204","1.12",".269","75.1%","70","88","99","3.00","3.74","-0.74","4.24","3.63","18064","664208"
"Jakob Junis","SFG","10.05","2.20","4.57","1.26","26.2%","5.7%","20.4%",".264","1.29",".335","74.6%","91","89","84","3.87","3.74","0.13","3.66","3.36","13619","596001"
"Jake Diekman","- - -","10.16","6.04","1.68","0.48","26.3%","15.6%","10.7%",".181","1.32",".248","65.5%","79","88","105","3.34","3.75","-0.41","4.52","4.58","5003","518617"
"Steven Matz","STL","8.40","2.74","3.06","0.94","21.8%","7.1%","14.7%",".261","1.33",".318","74.5%","90","87","91","3.86","3.75","0.11","3.96","4.19","13361","571927"
"Josh Sborz","TEX","11.35","2.92","3.88","1.38","30.7%","7.9%","22.8%",".218","1.15",".285","56.2%","130","87","74","5.50","3.75","1.75","3.19","3.05","18323","622250"
"Josh Rojas","ARI","4.50","4.50","1.00","0.00","7.7%","7.7%","0.0%",".500","3.50",".545","42.9%","408","89","161","18.00","3.76","14.24","7.06","6.27","19734","668942"
"Eduard Bazardo","- - -","8.44","2.25","3.75","1.13","22.4%","6.0%","16.4%",".238","1.19",".283","67.9%","110","91","91","4.50","3.76","0.74","3.89","3.77","20997","660825"
"Jackson Stephens","ATL","8.25","3.75","2.20","0.75","21.2%","9.6%","11.5%",".277","1.50",".343","84.3%","68","87","92","3.00","3.76","-0.76","4.05","4.28","14420","623451"
"Josh Staumont","KCR","10.80","5.85","1.85","0.45","27.0%","14.6%","12.4%",".216","1.45",".306","64.2%","122","88","105","5.40","3.76","1.64","4.51","4.36","18335","622251"
"Tyler Rogers","SFG","7.30","2.31","3.16","0.85","19.4%","6.1%","13.3%",".230","1.15",".268","78.0%","71","89","94","3.04","3.76","-0.71","4.13","3.96","15541","643511"
"Zach Muckenhirn","NYM","4.50","3.00","1.50","0.00","9.7%","6.5%","3.2%",".393","2.17",".440","71.4%","142","86","149","6.00","3.76","2.24","6.51","5.48","20209","669105"
"Justin Lawrence","COL","9.36","4.32","2.17","0.60","23.9%","11.0%","12.9%",".230","1.35",".300","70.3%","75","82","97","3.72","3.76","-0.04","4.26","4.11","17639","664875"
"Mark Leiter Jr.","CHC","10.77","3.36","3.21","0.98","28.6%","8.9%","19.7%",".203","1.12",".268","75.5%","82","88","84","3.50","3.77","-0.27","3.66","3.37","15551","643410"
"Drew Carlton","SDP","7.84","2.61","3.00","0.87","21.2%","7.1%","14.1%",".231","1.16",".276","58.6%","104","87","94","4.35","3.79","0.57","4.13","3.99","19868","656290"
"JT Chargois","MIA","7.44","3.83","1.94","0.64","20.1%","10.3%","9.8%",".224","1.25",".271","73.8%","82","87","98","3.61","3.80","-0.18","4.28","4.36","13767","608638"
"Chris Sale","BOS","10.96","2.54","4.31","1.31","29.4%","6.8%","22.6%",".224","1.13",".290","69.9%","96","88","87","4.30","3.80","0.49","3.72","3.50","10603","519242"
"Mitch Keller","PIT","9.73","2.55","3.82","1.16","25.5%","6.7%","18.8%",".247","1.25",".310","71.7%","95","87","85","4.21","3.80","0.41","3.70","3.83","17594","656605"
"Craig Kimbrel","PHI","12.26","3.65","3.36","1.30","33.8%","10.1%","23.7%",".179","1.04",".239","77.4%","73","85","82","3.26","3.81","-0.54","3.58","3.08","6655","518886"
"Luis Castillo","SEA","10.01","2.56","3.91","1.28","27.3%","7.0%","20.3%",".216","1.10",".267","77.0%","83","93","89","3.34","3.81","-0.47","3.81","3.74","15689","622491"
"Elvis Peguero","MIL","7.92","3.82","2.08","0.59","21.4%","10.3%","11.1%",".221","1.22",".274","73.6%","78","87","93","3.38","3.81","-0.43","4.09","4.07","21652","665625"
"Kyle Hendricks","CHC","6.11","1.77","3.44","0.85","16.1%","4.7%","11.4%",".252","1.20",".283","67.0%","87","88","101","3.74","3.81","-0.07","4.42","4.63","12049","543294"
"Bryan Baker","BAL","10.20","4.80","2.13","0.80","27.4%","12.9%","14.5%",".205","1.27",".274","74.4%","85","89","107","3.60","3.81","-0.21","4.60","4.14","19804","641329"
"Corbin Burnes","MIL","9.29","3.07","3.03","1.02","25.5%","8.4%","17.1%",".199","1.07",".244","74.9%","78","87","87","3.39","3.81","-0.42","3.80","4.02","19361","669203"
"Tayler Saucedo","SEA","8.12","4.34","1.87","0.38","20.8%","11.1%","9.7%",".230","1.34",".293","74.4%","90","93","97","3.59","3.82","-0.23","4.14","4.13","17888","642048"
"Jalen Beeks","TBR","9.99","4.46","2.24","0.85","24.5%","10.9%","13.5%",".247","1.49",".319","61.6%","144","92","103","5.95","3.82","2.13","4.43","4.26","17192","656222"
"Jovani Moran","MIN","10.20","5.74","1.78","0.64","26.1%","14.7%","11.4%",".223","1.46",".302","60.6%","123","89","104","5.31","3.82","1.49","4.46","4.48","20422","663558"
"Hector Neris","HOU","10.14","4.08","2.48","0.92","28.2%","11.4%","16.8%",".172","1.05",".219","90.5%","40","90","104","1.71","3.83","-2.11","4.45","3.89","11804","593576"
"Kutter Crawford","BOS","9.39","2.51","3.75","1.18","25.6%","6.8%","18.8%",".220","1.11",".269","71.7%","90","89","101","4.04","3.83","0.21","4.32","3.93","20531","676710"
"Seth Lugo","SDP","8.61","2.21","3.89","1.17","23.2%","6.0%","17.2%",".248","1.20",".298","76.8%","85","88","86","3.57","3.83","-0.26","3.76","3.97","12447","607625"
"Jose De Leon","MIN","8.83","2.60","3.40","1.04","24.3%","7.1%","17.1%",".250","1.21",".311","62.5%","108","89","94","4.67","3.83","0.84","4.05","3.72","15463","592254"
"Cionel Perez","BAL","7.43","4.56","1.63","0.34","17.8%","10.9%","6.9%",".259","1.56",".318","67.7%","84","90","106","3.54","3.84","-0.29","4.53","4.40","19614","672335"
"Joe Mantiply","ARI","6.46","2.08","3.11","0.92","17.8%","5.7%","12.1%",".236","1.13",".267","57.3%","105","91","96","4.62","3.84","0.77","4.21","4.06","14857","573009"
"Brendan White","DET","9.74","3.32","2.93","0.89","24.9%","8.5%","16.4%",".255","1.35",".330","64.3%","119","90","90","5.09","3.85","1.24","3.87","3.62","26024","686839"
"Merrill Kelly","ARI","9.47","3.50","2.71","1.01","25.9%","9.6%","16.3%",".220","1.19",".278","77.1%","75","91","88","3.29","3.85","-0.55","3.83","4.12","11156","518876"
"Justin Verlander","- - -","7.98","2.49","3.20","1.00","21.5%","6.7%","14.8%",".225","1.13",".265","76.9%","76","89","105","3.22","3.85","-0.63","4.56","4.43","8700","434378"
"Freddy Peralta","MIL","11.41","2.93","3.89","1.41","30.9%","7.9%","22.9%",".211","1.12",".273","73.7%","89","88","78","3.86","3.85","0.01","3.42","3.45","18679","642547"
"Logan Gilbert","SEA","8.92","1.70","5.25","1.37","24.5%","4.7%","19.9%",".231","1.08",".272","75.1%","93","94","88","3.73","3.85","-0.12","3.76","3.78","22250","669302"
"Carl Edwards Jr.","WSN","6.82","4.83","1.41","0.28","16.9%","12.0%","4.9%",".250","1.52",".303","73.5%","85","88","114","3.69","3.86","-0.16","5.01","5.05","13607","605218"
"Bowden Francis","TOR","8.67","1.98","4.38","1.24","25.7%","5.9%","19.9%",".173","0.83",".195","100.0%","41","89","97","1.73","3.86","-2.13","4.16","3.53","20548","670102"
"Bryan Shaw","CHW","7.88","3.35","2.35","0.59","21.1%","8.9%","12.1%",".234","1.23",".290","70.9%","96","88","114","4.14","3.87","0.27","4.90","4.30","8110","543766"
"Tim Herrin","CLE","10.41","3.90","2.67","0.98","26.4%","9.9%","16.5%",".271","1.48",".361","64.4%","131","91","94","5.53","3.87","1.66","4.01","3.76","25139","682120"
"Vince Velasquez","PIT","8.92","3.38","2.64","0.96","22.8%","8.6%","14.2%",".238","1.31",".292","76.6%","87","89","104","3.86","3.87","-0.01","4.56","4.51","11189","592826"
"Shane Bieber","CLE","7.52","2.39","3.15","0.98","20.1%","6.4%","13.7%",".250","1.23",".293","74.3%","90","91","92","3.80","3.87","-0.08","3.96","4.29","19427","669456"
"Zack Thompson","STL","9.77","3.39","2.88","1.09","25.1%","8.7%","16.4%",".265","1.42",".339","71.9%","105","90","87","4.48","3.87","0.60","3.83","3.98","25918","668868"
"Charlie Morton","ATL","10.08","4.57","2.20","0.77","25.6%","11.6%","14.0%",".242","1.43",".321","77.6%","83","90","97","3.64","3.87","-0.24","4.27","4.44","4676","450203"
"Eli Morgan","CLE","10.02","3.21","3.13","1.20","25.1%","8.0%","17.1%",".266","1.44",".337","71.4%","95","92","91","4.01","3.88","0.13","3.88","3.68","20203","669212"
"Nathan Eovaldi","TEX","8.25","2.94","2.81","0.94","22.9%","8.1%","14.7%",".223","1.14",".271","74.5%","86","90","92","3.63","3.88","-0.26","3.96","4.18","9132","543135"
"Nick Robertson","- - -","10.48","3.63","2.89","1.21","24.5%","8.5%","16.0%",".309","1.75",".397","57.5%","137","89","91","6.04","3.88","2.16","3.91","3.76","26226","687798"
"Michael Wacha","SDP","8.31","2.88","2.88","1.00","22.4%","7.8%","14.6%",".223","1.16",".266","79.7%","76","90","102","3.22","3.89","-0.67","4.47","4.43","14078","608379"
"Pierce Johnson","- - -","12.93","4.31","3.00","1.44","32.5%","10.8%","21.7%",".255","1.48",".361","74.7%","82","86","75","4.02","3.89","0.13","3.27","3.27","13435","572955"
"Sean Manaea","SFG","9.79","3.21","3.05","1.07","25.7%","8.4%","17.2%",".232","1.24",".293","64.0%","104","92","92","4.44","3.90","0.54","4.01","3.83","15873","640455"
"Ranger Suarez","PHI","8.57","3.46","2.48","0.94","22.0%","8.9%","13.1%",".263","1.42",".324","74.6%","94","88","92","4.18","3.90","0.27","4.05","4.38","17277","624133"
"Reynaldo Lopez","- - -","11.32","4.64","2.44","1.09","29.9%","12.2%","17.6%",".206","1.27",".276","81.3%","76","89","95","3.27","3.91","-0.63","4.06","3.74","16400","625643"
"Josh Winckowski","BOS","8.75","3.31","2.65","0.96","22.3%","8.4%","13.9%",".267","1.42",".331","80.6%","65","91","91","2.88","3.91","-1.03","3.89","3.84","22387","670174"
"Taylor Rogers","SFG","11.15","4.35","2.56","1.05","29.6%","11.6%","18.1%",".207","1.24",".280","68.3%","90","93","91","3.83","3.91","-0.08","4.00","3.67","13449","573124"
"Jacob Barnes","STL","5.27","1.98","2.67","0.66","13.1%","4.9%","8.2%",".316","1.54",".354","53.4%","139","91","126","5.93","3.91","2.01","5.50","4.84","12323","606930"
"Shane McClanahan","TBR","9.47","3.21","2.95","1.17","25.8%","8.7%","17.1%",".222","1.18",".274","81.7%","80","94","90","3.29","3.92","-0.63","3.84","4.06","21483","663556"
"Nick Martinez","SDP","8.65","3.26","2.65","0.98","23.0%","8.7%","14.3%",".237","1.26",".290","77.5%","81","90","87","3.43","3.92","-0.49","3.79","3.91","12730","607259"
"Zack Short","DET","1.50","1.50","1.00","0.00","3.1%","3.1%","0.0%",".400","2.17",".414","71.4%","140","91","162","6.00","3.92","2.08","6.95","6.51","19562","670097"
"Grayson Rodriguez","BAL","9.52","3.10","3.07","1.18","25.0%","8.2%","16.9%",".257","1.34",".322","72.2%","103","92","88","4.35","3.93","0.43","3.78","4.01","24492","680570"
"Peter Strzelecki","- - -","9.00","2.92","3.08","0.73","22.7%","7.4%","15.3%",".231","1.22",".291","71.7%","101","90","109","4.38","3.93","0.45","4.75","3.93","21367","657265"
"John Brebbia","SFG","11.03","3.29","3.36","1.41","29.2%","8.7%","20.5%",".211","1.17",".266","65.6%","94","93","97","3.99","3.93","0.06","4.23","3.64","12777","605154"
"Huascar Brazoban","MIA","9.97","4.76","2.10","0.77","25.3%","12.1%","13.2%",".239","1.43",".316","74.1%","94","90","94","4.14","3.94","0.21","4.10","4.06","6107","623211"
"Carlos Estevez","LAA","11.26","4.48","2.52","1.01","27.8%","11.0%","16.7%",".253","1.49",".344","72.6%","90","91","106","3.90","3.94","-0.05","4.55","3.88","14542","608032"
"Paul Blackburn","OAK","9.03","3.73","2.42","0.95","22.4%","9.3%","13.1%",".280","1.54",".350","73.8%","107","96","101","4.43","3.96","0.47","4.33","4.50","14739","621112"
"Trey Wingenter","DET","11.65","3.71","3.14","1.06","28.9%","9.2%","19.7%",".242","1.35",".333","64.7%","136","92","98","5.82","3.96","1.86","4.18","3.43","17793","622259"
"Bailey Ober","MIN","9.10","1.81","5.03","1.37","25.3%","5.0%","20.3%",".231","1.07",".276","79.1%","79","92","98","3.43","3.96","-0.53","4.20","3.87","21224","641927"
"Nick Pivetta","BOS","11.54","3.15","3.66","1.45","31.2%","8.5%","22.7%",".207","1.12",".268","72.5%","90","92","83","4.04","3.96","0.07","3.55","3.36","15454","601713"
"Chris Devenski","- - -","8.93","2.34","3.82","1.28","24.3%","6.4%","17.9%",".224","1.11",".265","60.6%","104","92","93","4.46","3.96","0.50","4.00","3.63","12763","606965"
"Tommy Kahnle","NYY","10.62","4.20","2.53","1.11","29.1%","11.5%","17.6%",".179","1.11",".228","82.1%","63","91","89","2.66","3.97","-1.31","3.79","3.67","11384","592454"
"Jose Soriano","LAA","12.00","4.93","2.43","0.86","30.3%","12.4%","17.8%",".213","1.33",".305","71.4%","84","91","89","3.64","3.97","-0.33","3.79","3.62","22100","667755"
"Josh Winder","MIN","7.27","3.63","2.00","0.78","19.0%","9.5%","9.5%",".263","1.41",".314","73.7%","96","93","117","4.15","3.98","0.18","5.00","4.63","24606","680739"
