"Name","Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA","playerid","mlbamid"
"Trevor Megill","MIL","13.50","3.12","4.33","0.52","35.1%","8.1%","27.0%",".259","1.36",".407","75.2%","84","49","72","3.63","2.13","1.50","3.14","2.75","17722","656730"
"Tanner Scott","MIA","12.00","2.77","4.33","0.35","33.9%","7.8%","26.1%",".190","0.99",".291","76.8%","52","49","61","2.31","2.17","0.14","2.66","2.66","17586","656945"
"Brock Stewart","MIN","12.69","3.58","3.55","0.33","35.8%","10.1%","25.7%",".196","1.08",".316","98.0%","15","51","74","0.65","2.21","-1.56","3.17","2.87","16727","592779"
"JoJo Romero","STL","10.31","2.45","4.20","0.25","28.6%","6.8%","21.8%",".213","1.06",".301","59.6%","86","52","61","3.68","2.22","1.46","2.68","2.76","19574","668941"
"Ryan Helsley","STL","12.76","4.17","3.06","0.25","35.6%","11.6%","24.0%",".172","1.06",".280","75.1%","57","52","74","2.45","2.25","0.21","3.24","3.08","18138","664854"
"Alan Busenitz","CIN","6.43","1.29","5.00","0.00","17.2%","3.4%","13.8%",".286","1.29",".348","77.8%","56","49","95","2.57","2.26","0.32","4.14","4.11","15239","641427"
"Zack Burdi","TBR","11.25","4.50","2.50","0.00","25.0%","10.0%","15.0%",".333","2.00",".462","25.0%","273","54","101","11.25","2.26","8.99","4.32","3.93","19159","641420"
"Ryder Ryan","SEA","18.00","9.00","2.00","0.00","50.0%","25.0%","25.0%",".000","1.00",".000","100.0%","0","55","53","0.00","2.26","-2.26","2.26","4.02","19891","656924"
"Matt Brash","SEA","13.63","3.69","3.69","0.38","34.7%","9.4%","25.3%",".238","1.33",".380","77.2%","76","55","71","3.06","2.26","0.79","3.05","2.86","25756","666374"
"Jose Alvarado","PHI","13.94","3.92","3.56","0.65","37.2%","10.5%","26.7%",".195","1.16",".310","75.3%","39","54","54","1.74","2.41","-0.67","2.34","2.68","17780","621237"
"Danny Young","ATL","11.88","2.16","5.50","0.00","31.4%","5.7%","25.7%",".233","1.08",".368","91.7%","25","56","82","1.08","2.42","-1.34","3.61","2.72","18439","664849"
"Vinny Nittoli","NYM","7.36","0.00","3.00","0.00","20.0%","0.0%","20.0%",".286","1.09",".364","80.0%","58","56","128","2.45","2.44","0.02","5.59","4.21","16754","657697"
"Chris Martin","BOS","8.06","1.40","5.75","0.35","23.1%","4.0%","19.1%",".236","1.03",".301","93.6%","24","57","68","1.05","2.44","-1.38","2.90","3.08","11847","455119"
"Heath Hembree","TBR","13.50","6.75","2.00","0.00","50.0%","25.0%","25.0%",".000","0.75",".000","100.0%","0","60","58","0.00","2.51","-2.51","2.51","4.07","11632","592390"
"John McMillon","KCR","18.00","0.00","8.00","2.25","61.5%","0.0%","61.5%",".077","0.25",".000","100.0%","51","59","21","2.25","2.51","-0.26","0.91","0.23","27942","669111"
"Aroldis Chapman","- - -","15.89","5.55","2.86","0.62","41.4%","14.5%","26.9%",".175","1.25",".314","73.1%","72","59","60","3.09","2.52","0.57","2.59","2.95","10233","547973"
"David Bednar","PIT","10.69","2.81","3.81","0.40","28.9%","7.6%","21.3%",".209","1.10",".294","75.5%","45","58","88","2.00","2.53","-0.52","3.86","3.28","19569","670280"
"Drew Rasmussen","TBR","9.47","2.22","4.27","0.40","26.6%","6.2%","20.3%",".218","1.05",".293","77.4%","64","61","72","2.62","2.54","0.08","3.10","3.46","25385","656876"
"Shawn Armstrong","TBR","9.35","1.90","4.91","0.35","26.1%","5.3%","20.8%",".188","0.90",".250","80.9%","34","61","89","1.38","2.54","-1.16","3.82","3.41","12857","542888"
"Will Vest","DET","10.43","2.42","4.31","0.56","28.1%","6.5%","21.6%",".215","1.10",".291","71.7%","69","59","78","2.98","2.55","0.43","3.35","3.19","19769","676684"
"Jeff Hoffman","PHI","11.87","3.27","3.63","0.52","33.2%","9.1%","24.0%",".155","0.92",".226","74.2%","54","58","74","2.41","2.57","-0.16","3.24","2.99","17432","656546"
"Tim Mayza","TOR","8.94","2.53","3.53","0.34","24.7%","7.0%","17.7%",".250","1.22",".331","88.4%","36","60","69","1.52","2.60","-1.08","2.98","3.11","15042","641835"
"Kris Bubic","KCR","9.00","1.13","8.00","0.56","23.5%","2.9%","20.6%",".292","1.31",".375","72.8%","89","62","83","3.94","2.63","1.31","3.57","3.55","21455","663460"
"Sam Hentges","CLE","9.63","3.10","3.11","0.34","25.1%","8.1%","17.0%",".259","1.36",".347","68.9%","85","62","70","3.61","2.64","0.97","3.00","3.19","18548","656529"
"Clay Holmes","NYY","10.14","3.29","3.09","0.29","27.1%","8.8%","18.3%",".216","1.17",".301","74.1%","67","61","69","2.86","2.65","0.21","2.97","2.97","13649","605280"
"Gregory Santos","CHW","8.95","2.31","3.88","0.27","22.8%","5.9%","17.0%",".258","1.30",".337","70.3%","79","60","77","3.39","2.65","0.74","3.31","3.32","21894","666619"
"Devin Williams","MIL","13.35","4.30","3.11","0.61","37.7%","12.1%","25.5%",".129","0.92",".198","85.0%","35","61","64","1.53","2.66","-1.12","2.79","2.93","15816","642207"
"Chad Green","TOR","12.00","3.00","4.00","0.75","30.8%","7.7%","23.1%",".250","1.33",".355","41.1%","123","61","76","5.25","2.67","2.58","3.24","3.11","15552","643338"
"Kody Funderburk","MIN","14.25","3.75","3.80","0.75","40.4%","10.6%","29.8%",".146","0.92",".238","100.0%","17","62","60","0.75","2.67","-1.92","2.55","2.49","24993","681892"
"Josh Hader","SDP","13.58","4.79","2.83","0.48","36.8%","13.0%","23.8%",".162","1.10",".264","88.8%","30","62","80","1.28","2.69","-1.41","3.52","3.15","14212","623352"
"Pete Fairbanks","TBR","13.50","3.97","3.40","0.60","37.0%","10.9%","26.1%",".163","1.01",".258","78.6%","63","65","66","2.58","2.70","-0.12","2.83","2.82","17998","664126"
"Andres Munoz","SEA","12.31","4.04","3.05","0.37","31.8%","10.4%","21.3%",".217","1.27",".330","73.2%","73","66","73","2.94","2.70","0.23","3.12","3.08","20373","662253"
"Joe Kelly","- - -","13.73","4.12","3.33","0.69","35.7%","10.7%","25.0%",".196","1.19",".306","60.3%","96","62","61","4.12","2.72","1.40","2.61","2.79","9761","523260"
"Jason Foley","DET","7.17","1.96","3.67","0.26","19.9%","5.4%","14.5%",".250","1.16",".310","76.7%","61","64","82","2.61","2.73","-0.12","3.51","3.47","19531","671345"
"Isiah Kiner-Falefa","NYY","2.25","0.00","1.00","0.00","6.3%","0.0%","6.3%",".250","1.00",".267","75.0%","53","63","161","2.25","2.76","-0.51","6.89","7.13","16512","643396"
"Konnor Pilkington","CLE","9.00","4.50","2.00","0.00","25.0%","12.5%","12.5%",".143","1.00",".200","100.0%","0","65","122","0.00","2.76","-2.76","5.24","4.43","21453","663455"
"Jose Lopez","TBR","9.00","4.50","2.00","0.00","20.0%","10.0%","10.0%",".333","2.00",".429","75.0%","109","66","122","4.50","2.76","1.74","5.24","4.69","22982","673111"
"Abner Uribe","MIL","11.45","5.87","1.95","0.00","30.7%","15.7%","15.0%",".151","1.17",".239","78.4%","41","63","84","1.76","2.77","-1.01","3.68","4.05","25327","682842"
"Camilo Doval","SFG","11.57","3.46","3.35","0.40","31.0%","9.3%","21.7%",".206","1.14",".306","65.6%","69","66","77","2.93","2.77","0.16","3.36","3.12","21992","666808"
"James McArthur","KCR","8.87","0.77","11.50","0.77","25.6%","2.2%","23.3%",".230","0.94",".290","54.5%","105","65","65","4.63","2.78","1.84","2.80","2.65","21527","663704"
"Ian Hamilton","NYY","10.71","4.03","2.65","0.31","28.9%","10.9%","18.0%",".214","1.22",".309","77.2%","62","65","76","2.64","2.82","-0.19","3.26","3.43","19261","641656"
"Sonny Gray","MIN","8.95","2.69","3.33","0.39","24.3%","7.3%","17.0%",".225","1.15",".295","76.8%","65","66","85","2.79","2.83","-0.04","3.64","3.95","12768","543243"
"Danny Coulombe","BAL","10.17","2.10","4.83","0.70","27.6%","5.7%","21.9%",".230","1.11",".306","78.7%","66","66","81","2.81","2.83","-0.02","3.46","3.15","13293","543056"
"Fernando Cruz","CIN","13.36","3.82","3.50","0.82","35.1%","10.0%","25.1%",".209","1.21",".317","58.4%","107","62","80","4.91","2.83","2.08","3.50","2.98","7048","518585"
"Yennier Cano","BAL","8.05","1.61","5.00","0.50","23.0%","4.6%","18.4%",".225","1.00",".283","81.0%","50","67","70","2.11","2.84","-0.74","3.01","2.98","25911","666974"
"Spencer Strider","ATL","13.55","2.80","4.84","1.06","36.8%","7.6%","29.2%",".210","1.09",".316","70.3%","88","66","67","3.86","2.85","1.00","2.92","2.86","27498","675911"
"Kevin Ginkel","ARI","9.64","3.17","3.04","0.41","27.6%","9.1%","18.5%",".179","0.98",".244","68.0%","56","68","82","2.48","2.86","-0.38","3.60","3.46","19876","656464"
"A.J. Minter","ATL","11.41","2.92","3.90","0.84","31.5%","8.1%","23.5%",".234","1.19",".331","71.4%","86","68","77","3.76","2.90","0.86","3.38","3.06","18655","621345"
"Emmanuel Clase","CLE","7.93","1.98","4.00","0.50","21.2%","5.3%","15.9%",".239","1.16",".295","60.5%","76","69","80","3.22","2.91","0.31","3.45","3.43","21032","661403"
"Tyler Glasnow","TBR","12.15","2.78","4.38","0.98","33.4%","7.6%","25.8%",".208","1.08",".294","70.0%","86","70","64","3.53","2.91","0.61","2.75","3.08","14374","607192"
"Daniel Hudson","LAD","15.00","9.00","1.67","0.00","35.7%","21.4%","14.3%",".182","1.67",".333","100.0%","0","65","104","0.00","2.92","-2.92","4.58","4.59","7146","543339"
"Thyago Vieira","MIL","6.00","3.00","2.00","0.00","20.0%","10.0%","10.0%",".000","0.33",".000","0.0%","0","67","130","0.00","2.92","-2.92","5.68","5.67","14510","600986"
"Dauri Moreta","PIT","11.79","3.72","3.17","0.62","31.8%","10.0%","21.8%",".184","1.09",".265","66.2%","84","67","86","3.72","2.93","0.80","3.77","3.26","21101","664294"
"Jacob Lopez","TBR","5.84","1.46","4.00","0.00","14.8%","3.7%","11.1%",".280","1.30",".333","61.1%","106","70","106","4.38","2.93","1.45","4.54","4.56","25098","682052"
"Nick Ramirez","NYY","6.20","1.99","3.11","0.22","16.3%","5.2%","11.0%",".253","1.23",".301","68.5%","63","67","104","2.66","2.94","-0.28","4.45","4.28","12575","598286"
"Michael Kelly","CLE","8.64","4.86","1.78","0.00","22.5%","12.7%","9.9%",".210","1.32",".283","63.6%","89","70","106","3.78","2.96","0.82","4.54","4.58","12791","547184"
"Dylan Floro","- - -","9.21","2.70","3.41","0.48","23.4%","6.9%","16.5%",".307","1.54",".401","65.3%","109","68","76","4.76","2.96","1.81","3.29","3.34","13394","571670"
"Keegan Akin","BAL","10.27","2.66","3.86","0.76","24.1%","6.3%","17.9%",".333","1.77",".434","51.0%","162","69","91","6.85","2.96","3.89","3.89","3.67","19362","669211"
"Kevin Gausman","TOR","11.53","2.68","4.31","0.92","31.1%","7.2%","23.9%",".231","1.18",".321","76.6%","74","68","75","3.16","2.97","0.19","3.22","3.34","14107","592332"
"J.B. Bukauskas","- - -","9.00","3.86","2.33","0.00","23.3%","10.0%","13.3%",".231","1.29",".316","80.0%","32","69","68","1.29","2.97","-1.68","2.97","2.61","20491","656266"
"Bryan Abreu","HOU","12.50","3.88","3.23","0.75","34.8%","10.8%","24.0%",".174","1.04",".259","87.6%","41","70","77","1.75","2.98","-1.23","3.29","3.04","16609","650556"
"DL Hall","BAL","10.71","2.33","4.60","0.93","28.4%","6.2%","22.2%",".237","1.19",".314","74.3%","77","70","72","3.26","3.00","0.26","3.11","3.05","22207","669084"
"Zach Eflin","TBR","9.42","1.22","7.75","0.96","26.5%","3.4%","23.0%",".234","1.02",".295","73.2%","85","72","73","3.50","3.01","0.49","3.12","3.30","13774","621107"
"Angel Perdomo","PIT","13.66","3.41","4.00","0.93","37.6%","9.4%","28.2%",".204","1.10",".321","68.2%","84","69","72","3.72","3.01","0.71","3.15","2.62","17759","622780"
"Justin Steele","CHC","9.14","1.87","4.89","0.73","24.6%","5.0%","19.6%",".248","1.17",".317","73.0%","71","70","76","3.06","3.02","0.04","3.32","3.61","17312","657006"
"Adbert Alzolay","CHC","9.42","1.83","5.15","0.70","26.5%","5.1%","21.3%",".221","1.02",".288","74.6%","62","70","81","2.67","3.02","-0.35","3.56","3.21","17859","640470"
"Brusdar Graterol","LAD","6.42","1.60","4.00","0.40","18.7%","4.7%","14.0%",".218","0.97",".260","84.4%","28","67","81","1.20","3.03","-1.83","3.53","3.31","20367","660813"
"Luis F. Ortiz","PHI","7.58","2.37","3.20","0.47","20.0%","6.3%","13.8%",".307","1.47",".379","78.9%","75","68","86","3.32","3.04","0.27","3.75","3.79","16942","656814"
"Jesse Chavez","ATL","10.13","3.12","3.25","0.52","27.1%","8.3%","18.8%",".202","1.10",".273","81.2%","35","71","78","1.56","3.05","-1.50","3.40","3.35","5448","445926"
"Jimmy Cordero","NYY","9.37","2.76","3.40","0.55","25.8%","7.6%","18.2%",".208","1.07",".274","67.3%","91","70","77","3.86","3.07","0.79","3.29","3.26","15690","622772"
"Nick Anderson","ATL","9.17","2.29","4.00","0.76","25.5%","6.4%","19.1%",".227","1.10",".290","71.8%","70","72","86","3.06","3.09","-0.03","3.76","3.47","18337","623433"
"Zach Jackson","OAK","11.50","5.00","2.30","0.50","28.8%","12.5%","16.3%",".257","1.56",".370","78.9%","61","75","105","2.50","3.09","-0.59","4.48","4.01","19493","667427"
"Kevin Kelly","TBR","7.52","2.01","3.73","0.27","20.3%","5.4%","14.9%",".211","1.01",".264","67.8%","75","74","100","3.09","3.09","0.00","4.28","3.83","25679","687330"
"Jacob Latz","TEX","7.11","4.26","1.67","0.00","22.7%","13.6%","9.1%",".053","0.63",".071","100.0%","0","72","121","0.00","3.10","-3.10","5.19","4.89","21306","656641"
"Ryan Sherriff","BOS","6.75","2.70","2.50","0.00","17.2%","6.9%","10.3%",".231","1.20",".286","77.8%","61","72","125","2.70","3.11","-0.41","5.34","4.69","12249","595411"
"Easton McGee","SEA","2.70","1.35","2.00","0.00","9.1%","4.5%","4.5%",".048","0.30",".053","100.0%","0","76","113","0.00","3.11","-3.11","4.84","5.51","22176","668834"
"Joe Boyle","OAK","8.44","2.81","3.00","0.56","25.0%","8.3%","16.7%",".145","0.81",".179","77.6%","41","76","107","1.69","3.13","-1.44","4.59","4.37","29608","671212"
"Hoby Milner","MIL","8.25","1.82","4.54","0.70","23.4%","5.2%","18.3%",".207","0.96",".254","84.2%","42","71","84","1.82","3.13","-1.31","3.66","3.43","13346","571948"
"Michael King","NYY","10.92","2.75","3.97","0.86","29.5%","7.4%","22.0%",".223","1.15",".304","81.1%","65","72","79","2.75","3.13","-0.38","3.37","3.29","19853","650633"
"Ryan Brasier","- - -","8.45","2.87","2.95","0.45","23.5%","8.0%","15.5%",".194","1.02",".248","66.9%","68","71","93","3.02","3.14","-0.12","4.04","3.83","5615","518489"
"Max Fried","ATL","9.27","2.09","4.44","0.81","25.7%","5.8%","19.9%",".241","1.13",".309","82.3%","58","73","71","2.55","3.14","-0.59","3.10","3.38","13743","608331"
"Bennett Sousa","- - -","10.00","2.00","5.00","1.00","29.4%","5.9%","23.5%",".188","0.89",".238","60.6%","92","72","82","4.00","3.14","0.86","3.54","3.01","21345","656986"
"Jose Quijada","LAA","8.00","3.00","2.67","0.00","19.5%","7.3%","12.2%",".222","1.22",".286","46.2%","138","72","121","6.00","3.14","2.86","5.16","4.29","19200","650671"
"Zack Wheeler","PHI","9.94","1.83","5.44","0.94","26.9%","5.0%","22.0%",".227","1.08",".292","71.3%","81","71","81","3.61","3.15","0.46","3.54","3.53","10310","554430"
"Justin Topa","SEA","7.96","2.35","3.39","0.52","21.9%","6.5%","15.4%",".236","1.14",".295","73.3%","65","77","83","2.61","3.15","-0.54","3.55","3.47","15145","623437"
"Sawyer Gipson-Long","DET","11.70","3.60","3.25","0.90","31.7%","9.8%","22.0%",".189","1.10",".261","78.1%","63","74","88","2.70","3.16","-0.46","3.76","3.63","26048","687830"
"Evan Phillips","LAD","9.68","1.91","5.08","0.88","28.2%","5.6%","22.6%",".174","0.83",".219","76.8%","47","70","77","2.05","3.16","-1.10","3.37","3.08","17734","623465"
"Logan Webb","SFG","8.08","1.29","6.26","0.83","22.8%","3.6%","19.2%",".247","1.07",".302","73.7%","76","75","67","3.25","3.16","0.09","2.95","3.16","17995","657277"
"Gerrit Cole","NYY","9.56","2.07","4.63","0.86","27.0%","5.8%","21.2%",".205","0.98",".261","80.4%","62","72","84","2.63","3.16","-0.54","3.60","3.63","13125","543037"
"Cole Ragans","- - -","10.59","3.84","2.76","0.66","28.8%","10.5%","18.4%",".201","1.16",".275","70.7%","80","74","87","3.47","3.19","0.28","3.71","3.85","21846","666142"
"Francisco Perez","OAK","7.56","4.32","1.75","0.00","18.9%","10.8%","8.1%",".262","1.50",".333","53.8%","144","77","119","5.94","3.20","2.74","5.08","4.82","21018","660906"
"Trevor Gott","- - -","9.62","2.95","3.26","0.62","23.8%","7.3%","16.5%",".265","1.41",".343","64.7%","102","76","96","4.19","3.20","0.99","4.16","3.77","15046","641627"
"Jhoan Duran","MIN","12.13","3.61","3.36","0.87","32.9%","9.8%","23.1%",".204","1.14",".294","75.1%","57","75","64","2.45","3.21","-0.75","2.75","2.78","21029","661395"
"Robert Stephenson","- - -","13.24","2.75","4.81","1.38","38.3%","8.0%","30.3%",".162","0.88",".220","74.7%","73","76","66","3.10","3.22","-0.12","2.84","2.40","13594","596112"
"Griffin Jax","MIN","9.37","2.62","3.58","0.69","24.8%","6.9%","17.9%",".231","1.18",".298","68.9%","89","75","83","3.86","3.22","0.63","3.57","3.36","20253","643377"
"Jordan Hicks","- - -","11.10","4.39","2.53","0.55","28.4%","11.2%","17.2%",".229","1.36",".323","72.1%","77","75","78","3.29","3.22","0.06","3.36","3.45","19618","663855"
"Dustin May","LAD","6.38","3.00","2.13","0.19","18.2%","8.6%","9.6%",".172","0.94",".209","72.4%","60","72","105","2.63","3.23","-0.61","4.58","4.87","19716","669160"
"Matt Strahm","PHI","11.09","2.16","5.14","1.13","30.8%","6.0%","24.8%",".208","1.02",".274","75.7%","74","73","80","3.29","3.24","0.04","3.52","3.10","13799","621381"
"Josh Donaldson","NYY","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".000","0.00",".000","100.0%","0","75","153","0.00","3.26","-3.26","6.56","7.57","5038","518626"
"Chris Owings","PIT","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".333","2.00",".333","100.0%","0","75","188","0.00","3.26","-3.26","8.22","7.57","10030","572008"
"Tucker Barnhart","CHC","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".368","1.75",".368","85.7%","52","76","131","2.25","3.26","-1.01","5.74","5.77","10200","571466"
"James McCann","BAL","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".400","2.00",".400","100.0%","0","76","76","0.00","3.26","-3.26","3.26","3.11","12859","543510"
"Jake Lamb","LAA","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".250","1.00",".250","100.0%","0","75","192","0.00","3.26","-3.26","8.22","10.75","13329","571875"
"Brandon Dixon","SDP","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".000","0.00",".000","100.0%","0","75","150","0.00","3.26","-3.26","6.56","7.57","15214","641525"
"Luis Guillorme","NYM","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".250","1.00",".250","100.0%","0","75","188","0.00","3.26","-3.26","8.22","10.75","16451","641645"
"Jason Vosler","CIN","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".455","2.50",".455","80.0%","98","71","188","4.50","3.26","1.24","8.22","6.84","16686","613564"
"Jose Herrera","ARI","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".400","2.00",".400","50.0%","204","77","131","9.00","3.26","5.74","5.74","5.98","17040","645444"
"Yonny Hernandez","LAD","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".250","1.00",".250","100.0%","0","72","150","0.00","3.26","-3.26","6.56","7.14","19432","660634"
"Ryan McKenna","BAL","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".667","4.00",".667","50.0%","426","76","115","18.00","3.26","14.74","4.91","3.88","19928","663630"
"Luke Williams","LAD","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".000","0.00",".000","100.0%","0","72","150","0.00","3.26","-3.26","6.56","7.57","19931","663897"
"Chris Paddack","MIN","14.40","1.80","8.00","1.80","36.4%","4.5%","31.8%",".286","1.40",".417","71.4%","125","76","46","5.40","3.26","2.14","1.98","2.20","20099","663978"
"Blair Calvo","COL","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".000","0.00",".000","100.0%","0","71","74","0.00","3.26","-3.26","3.26","2.54","25416","663971"
"Andrew Saalfrank","ARI","5.23","3.48","1.50","0.00","14.6%","9.8%","4.9%",".189","1.06",".226","81.8%","0","77","85","0.00","3.26","-3.26","3.74","3.64","26203","685314"
"Scott Alexander","SFG","5.77","2.05","2.82","0.37","14.9%","5.3%","9.6%",".281","1.37",".325","57.6%","109","77","86","4.66","3.26","1.40","3.78","3.75","10591","518397"
"Shane Greene","CHC","9.00","6.00","1.50","0.00","25.0%","16.7%","8.3%",".200","1.33",".286","100.0%","0","76","100","0.00","3.26","-3.26","4.36","4.75","10756","572888"
"Alex Claudio","MIL","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".667","6.00",".667","100.0%","0","74","74","0.00","3.26","-3.26","3.26","6.26","12890","592222"
"Raisel Iglesias","ATL","10.99","2.43","4.53","1.13","29.4%","6.5%","22.9%",".236","1.19",".312","76.5%","63","76","76","2.75","3.26","-0.51","3.31","3.06","17130","628452"
"Seby Zavala","ARI","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".000","0.00",".000","100.0%","0","77","188","0.00","3.26","-3.26","8.22","13.48","18887","664874"
"Hagen Danner","TOR","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".000","0.00",".000","100.0%","0","75","76","0.00","3.26","-3.26","3.26","6.26","22116","668470"
"Zac Gallen","ARI","9.43","2.01","4.68","0.94","26.0%","5.6%","20.4%",".237","1.12",".301","73.1%","79","77","80","3.47","3.26","0.21","3.49","3.67","19291","668678"
"Kyle Bradish","BAL","8.96","2.35","3.82","0.75","25.0%","6.6%","18.5%",".213","1.04",".270","79.1%","67","77","82","2.83","3.27","-0.44","3.53","3.76","24586","680694"
"Emilio Pagan","MIN","8.44","2.73","3.10","0.65","23.8%","7.7%","16.1%",".179","0.95",".221","68.3%","69","76","107","2.99","3.27","-0.28","4.57","4.01","14771","641941"
"Sam Moll","- - -","9.82","4.33","2.27","0.29","25.4%","11.2%","14.2%",".203","1.24",".280","76.4%","73","76","98","3.03","3.27","-0.24","4.23","3.97","14874","594580"
"Luke Jackson","SFG","11.61","4.05","2.87","0.81","30.1%","10.5%","19.6%",".205","1.23",".284","74.1%","70","78","80","2.97","3.29","-0.32","3.50","3.40","11752","592426"
"Hunter Harvey","WSN","9.94","1.93","5.15","1.04","28.5%","5.5%","23.0%",".200","0.94",".253","77.2%","65","75","76","2.82","3.29","-0.47","3.34","3.04","15507","640451"
