"Name","Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA","playerid","mlbamid"
"Drew Anderson","TEX","3.68","2.45","1.50","0.41","9.9%","6.6%","3.3%",".238","1.18",".257","74.2%","75","90","137","3.27","3.90","-0.62","5.87","5.55","15130","623454"
"Yu Darvish","SDP","10.77","2.38","4.52","1.52","29.2%","6.5%","22.8%",".219","1.09",".274","72.3%","106","93","88","4.22","3.90","0.32","3.75","3.49","13074","506433"
"Brent Suter","MIL","8.47","2.95","2.88","1.10","22.0%","7.7%","14.4%",".250","1.31",".300","74.6%","73","91","89","3.07","3.91","-0.84","3.80","3.76","13942","608718"
"Jeffrey Springs","TBR","12.69","2.82","4.50","1.81","35.2%","7.8%","27.4%",".212","1.10",".280","76.9%","83","95","69","3.43","3.91","-0.48","2.95","2.66","17677","605488"
"Ian Krol","DET","8.68","3.86","2.25","0.96","20.9%","9.3%","11.6%",".295","1.66",".362","74.5%","100","92","99","4.34","3.92","0.42","4.23","4.23","10066","571871"
"Joe Smith","- - -","7.71","1.82","4.25","1.13","19.7%","4.6%","15.0%",".290","1.39",".341","68.6%","117","93","93","4.99","3.93","1.07","3.98","3.82","3281","501925"
"Huascar Ynoa","ATL","9.89","2.47","4.00","1.38","26.9%","6.7%","20.2%",".222","1.11",".271","73.8%","95","94","80","4.05","3.93","0.13","3.40","3.62","20468","660623"
"Phil Bickford","- - -","10.34","3.33","3.11","1.23","28.5%","9.2%","19.3%",".195","1.07",".244","83.0%","68","91","86","2.81","3.93","-1.12","3.67","3.42","18519","641360"
"Paul Fry","BAL","11.41","6.65","1.71","0.57","27.9%","16.3%","11.6%",".210","1.52",".301","58.5%","138","86","101","6.08","3.93","2.15","4.34","4.46","15832","643316"
"Dinelson Lamet","SDP","10.91","4.21","2.59","1.15","27.3%","10.5%","16.7%",".259","1.49",".344","75.5%","111","94","99","4.40","3.94","0.47","4.19","4.00","17186","659275"
"Dane Dunning","TEX","8.72","3.29","2.65","0.99","22.3%","8.4%","13.9%",".273","1.44",".338","72.9%","104","91","90","4.51","3.94","0.57","3.87","4.12","19409","641540"
"Brusdar Graterol","LAD","7.29","3.51","2.08","0.54","18.0%","8.7%","9.3%",".258","1.41",".311","69.1%","112","92","98","4.59","3.95","0.64","4.18","4.01","20367","660813"
"Tyler Chatwood","- - -","10.69","5.91","1.81","0.56","26.2%","14.5%","11.7%",".217","1.47",".300","60.2%","127","94","95","5.63","3.95","1.67","4.08","4.26","4338","543022"
"Derek Holland","DET","9.24","3.62","2.55","1.09","22.7%","8.9%","13.8%",".284","1.57",".354","70.8%","117","93","96","5.07","3.96","1.12","4.13","4.00","4141","502706"
"Adam Ottavino","BOS","10.31","5.08","2.03","0.73","25.7%","12.7%","13.0%",".235","1.45",".316","73.3%","92","92","110","4.21","3.96","0.25","4.70","4.23","1247","493603"
"Deolis Guerra","OAK","8.50","2.74","3.10","1.10","23.0%","7.4%","15.6%",".216","1.11",".257","65.3%","100","95","112","4.11","3.96","0.15","4.80","4.01","8410","500610"
"Erik Swanson","SEA","8.92","2.55","3.50","1.27","24.3%","6.9%","17.4%",".211","1.08",".247","65.6%","80","95","110","3.31","3.96","-0.65","4.72","3.93","16587","657024"
"Fernando Abad","BAL","5.09","3.57","1.43","0.51","12.2%","8.5%","3.7%",".307","1.70",".344","62.9%","127","87","122","5.60","3.96","1.64","5.22","5.14","4994","472551"
"Wade Miley","CIN","6.90","2.76","2.50","0.94","18.1%","7.2%","10.9%",".261","1.33",".301","79.4%","76","89","96","3.37","3.97","-0.60","4.07","4.52","8779","489119"
"Juan Minaya","MIN","9.68","4.50","2.15","0.90","25.7%","12.0%","13.8%",".186","1.18",".235","85.3%","58","94","95","2.48","3.97","-1.50","4.08","4.00","10341","573668"
"Daulton Jefferies","OAK","4.80","2.40","2.00","0.60","13.8%","6.9%","6.9%",".208","1.00",".227","68.5%","87","95","113","3.60","3.97","-0.37","4.87","4.94","19345","641726"
"Codi Heuer","- - -","7.49","3.07","2.43","0.94","19.9%","8.2%","11.7%",".254","1.31",".301","69.8%","100","92","103","4.28","3.97","0.31","4.40","4.26","23293","676051"
"Justin Bruihl","LAD","5.30","3.38","1.57","0.48","15.1%","9.6%","5.5%",".200","1.07",".226","71.4%","71","92","117","2.89","3.97","-1.08","4.98","4.99","23779","677865"
"Jose Ruiz","CHW","8.72","3.46","2.52","1.11","23.2%","9.2%","14.0%",".207","1.17",".246","77.2%","70","89","99","3.05","3.99","-0.94","4.26","4.04","14552","614179"
"Aroldis Chapman","NYY","15.50","6.07","2.55","1.44","39.9%","15.6%","24.3%",".178","1.31",".281","83.9%","79","92","73","3.36","3.99","-0.63","3.13","3.24","10233","547973"
"Sonny Gray","CIN","10.31","3.33","3.10","1.26","27.0%","8.7%","18.3%",".222","1.22",".280","72.4%","95","89","86","4.19","3.99","0.20","3.66","3.85","12768","543243"
"Patrick Murphy","- - -","9.32","3.21","2.90","0.96","22.7%","7.8%","14.8%",".272","1.46",".341","66.2%","120","93","92","5.14","3.99","1.15","3.92","3.76","19712","641907"
"Ryan Helsley","STL","8.94","5.13","1.74","0.76","22.8%","13.1%","9.7%",".223","1.42",".281","70.0%","111","96","105","4.56","3.99","0.57","4.46","4.58","18138","664854"
"Josh Sborz","TEX","10.53","4.88","2.16","1.07","26.8%","12.5%","14.4%",".231","1.42",".302","74.1%","91","92","98","3.97","4.00","-0.03","4.19","4.06","18323","622250"
"Framber Valdez","HOU","8.35","3.88","2.16","0.80","21.9%","10.1%","11.7%",".219","1.25",".268","78.3%","73","95","84","3.14","4.01","-0.87","3.58","3.79","17295","664285"
"Hyun-Jin Ryu","TOR","7.62","1.97","3.86","1.28","20.4%","5.3%","15.1%",".257","1.22",".295","70.7%","97","94","92","4.37","4.02","0.35","3.94","4.17","14444","547943"
"Anthony Castro","TOR","11.68","2.92","4.00","1.46","29.4%","7.3%","22.0%",".235","1.26",".306","66.9%","106","94","87","4.74","4.02","0.72","3.70","3.12","19789","621593"
"Miguel Aguilar","ARI","3.86","5.14","0.75","0.00","10.3%","13.8%","-3.4%",".240","1.43",".273","40.0%","153","98","137","6.43","4.03","2.40","5.79","6.26","19246","620396"
"Carlos Estevez","COL","8.76","3.06","2.86","1.17","22.2%","7.8%","14.4%",".287","1.49",".352","74.9%","91","90","99","4.38","4.03","0.35","4.20","3.95","14542","608032"
"Patrick Sandoval","LAA","9.72","3.72","2.61","1.14","25.9%","9.9%","16.0%",".214","1.21",".266","75.9%","82","92","89","3.62","4.03","-0.41","3.79","4.03","19447","663776"
"Trevor Bauer","LAD","11.45","3.09","3.70","1.59","31.7%","8.6%","23.1%",".181","1.00",".220","88.9%","63","94","87","2.59","4.03","-1.44","3.69","3.48","12703","545333"
"Eric Lauer","MIL","8.87","3.11","2.85","1.21","23.9%","8.4%","15.5%",".211","1.14",".249","79.4%","76","94","100","3.19","4.04","-0.85","4.26","4.24","19316","641778"
"Matt Andriese","- - -","9.31","2.42","3.85","1.30","22.5%","5.9%","16.7%",".317","1.61",".392","65.1%","115","94","94","5.21","4.04","1.17","4.02","3.66","12022","542882"
"Richard Rodriguez","- - -","5.88","1.40","4.20","1.12","16.7%","4.0%","12.7%",".209","0.93",".222","80.7%","69","96","126","2.94","4.04","-1.10","5.36","4.66","13549","593144"
"Brady Singer","KCR","9.19","3.72","2.47","0.98","22.4%","9.0%","13.3%",".280","1.55",".350","67.8%","109","95","96","4.91","4.04","0.87","4.11","4.30","25377","663903"
"Jay Jackson","SFG","11.63","4.98","2.33","1.25","31.1%","13.3%","17.8%",".192","1.25",".255","78.9%","93","100","103","3.74","4.05","-0.31","4.36","3.86","7432","543351"
"Aaron Sanchez","SFG","6.62","3.82","1.73","0.51","16.7%","9.6%","7.1%",".234","1.33",".275","80.9%","76","100","118","3.06","4.05","-0.99","5.01","4.96","11490","592717"
"Chris Mazza","TBR","6.91","2.30","3.00","0.99","18.8%","6.3%","12.5%",".252","1.21",".291","68.2%","112","98","117","4.61","4.05","0.56","5.01","4.34","14151","607391"
"Johnny Cueto","SFG","7.69","2.35","3.27","1.18","20.0%","6.1%","13.9%",".279","1.37",".327","74.3%","101","100","101","4.08","4.05","0.03","4.27","4.43","6893","456501"
"Jorge Alcala","MIN","9.20","1.96","4.69","1.51","26.6%","5.7%","21.0%",".210","0.97",".245","67.4%","92","96","83","3.92","4.06","-0.14","3.54","3.23","19459","660896"
"Trevor Cahill","PIT","7.78","3.41","2.29","0.97","19.3%","8.4%","10.8%",".278","1.51",".330","54.5%","154","96","97","6.57","4.06","2.51","4.13","4.41","6249","502239"
"Blake Parker","CLE","7.63","2.89","2.64","1.03","20.0%","7.6%","12.4%",".254","1.31",".299","84.6%","73","96","109","3.09","4.06","-0.97","4.68","4.26","5224","453284"
"Cal Quantrill","CLE","7.28","2.83","2.57","0.96","19.6%","7.6%","12.0%",".230","1.18",".267","80.0%","68","96","103","2.89","4.07","-1.18","4.43","4.52","19312","615698"
"Jordan Yamamoto","NYM","4.05","2.70","1.50","0.00","9.1%","6.1%","3.0%",".345","1.80",".385","57.1%","101","97","159","4.05","4.07","-0.02","6.72","5.91","17585","657141"
"Shane Baz","TBR","12.15","2.03","6.00","2.03","36.7%","6.1%","30.6%",".130","0.68",".120","100.0%","49","99","67","2.03","4.07","-2.05","2.87","2.68","22264","669358"
"Brandon Bielak","HOU","8.28","3.78","2.19","0.90","21.1%","9.6%","11.5%",".247","1.38",".301","66.2%","105","96","104","4.50","4.07","0.43","4.46","4.32","19866","656232"
"Jacob Webb","ATL","8.65","3.67","2.36","1.05","21.6%","9.2%","12.4%",".275","1.51",".337","65.4%","99","97","109","4.19","4.07","0.12","4.61","4.28","19274","657097"
"Nick Nelson","NYY","13.81","10.05","1.38","0.00","28.2%","20.5%","7.7%",".254","2.16",".405","52.9%","207","94","124","8.79","4.08","4.71","5.31","5.23","20153","656793"
"Carlos Hernandez","KCR","7.77","4.31","1.80","0.74","20.7%","11.5%","9.2%",".220","1.28",".267","74.9%","82","96","116","3.68","4.08","-0.40","5.00","4.91","22713","672578"
"Hector Neris","PHI","11.87","3.87","3.06","1.45","31.6%","10.3%","21.3%",".201","1.17",".262","76.8%","86","94","86","3.63","4.08","-0.45","3.65","3.27","11804","593576"
"Adam Conley","TBR","7.32","2.75","2.67","0.92","21.1%","7.9%","13.2%",".206","1.02",".240","88.5%","55","99","100","2.29","4.09","-1.80","4.29","4.02","14457","543045"
"J.B. Wendelken","- - -","8.04","4.53","1.77","0.82","20.1%","11.3%","8.8%",".256","1.51",".310","69.5%","104","99","110","4.33","4.09","0.24","4.67","4.62","14506","605525"
"Matthew Boyd","DET","7.67","2.63","2.91","1.03","19.9%","6.8%","13.1%",".251","1.27",".294","74.2%","90","97","112","3.89","4.10","-0.21","4.79","4.56","15440","571510"
"Kenta Maeda","MIN","9.56","2.71","3.53","1.35","24.9%","7.1%","17.9%",".256","1.30",".316","69.3%","109","97","93","4.66","4.10","0.55","3.99","3.98","18498","628317"
"Joel Payamps","- - -","6.79","2.50","2.71","1.07","18.5%","6.8%","11.7%",".232","1.15",".260","73.1%","76","96","110","3.40","4.10","-0.71","4.73","4.33","14332","606303"
"Nick Ramirez","SDP","6.20","3.10","2.00","0.89","15.4%","7.7%","7.7%",".274","1.48",".309","55.1%","145","98","110","5.75","4.10","1.65","4.65","4.63","12575","598286"
"Sean Guenther","MIA","6.64","4.43","1.50","0.44","14.6%","9.7%","4.9%",".341","2.02",".400","50.5%","220","98","127","9.30","4.10","5.19","5.37","5.01","20045","674944"
"Ryne Stanek","HOU","10.93","4.87","2.24","1.05","28.6%","12.8%","15.9%",".185","1.21",".242","72.9%","80","97","106","3.42","4.11","-0.68","4.55","3.97","15947","592773"
"Merrill Kelly","ARI","7.41","2.34","3.17","1.20","19.5%","6.1%","13.3%",".262","1.29",".301","70.5%","106","100","100","4.44","4.11","0.34","4.24","4.43","11156","518876"
"Andre Jackson","LAD","7.71","4.63","1.67","0.77","20.0%","12.0%","8.0%",".227","1.37",".273","89.0%","57","96","128","2.31","4.11","-1.80","5.42","5.01","21298","656578"
"Jose Suarez","LAA","7.78","3.29","2.36","1.01","20.6%","8.7%","11.9%",".228","1.23",".267","73.0%","85","94","101","3.75","4.12","-0.36","4.33","4.44","19911","660761"
"Ian Anderson","ATL","8.70","3.72","2.34","1.12","23.2%","9.9%","13.3%",".218","1.23",".261","79.1%","84","98","93","3.58","4.12","-0.54","3.96","4.38","19951","666120"
"Jose Cisnero","DET","9.05","4.52","2.00","0.88","23.4%","11.7%","11.7%",".222","1.33",".278","67.0%","84","97","104","3.65","4.13","-0.48","4.44","4.30","6399","542585"
"Jose Urquidy","HOU","7.57","1.60","4.74","1.43","21.3%","4.5%","16.8%",".216","0.99",".237","77.2%","84","98","102","3.62","4.14","-0.53","4.39","4.27","18413","664353"
"Gregory Soto","DET","10.74","5.65","1.90","0.99","27.5%","14.5%","13.0%",".196","1.35",".257","73.8%","78","98","101","3.39","4.14","-0.75","4.32","4.27","19677","642397"
"Joakim Soria","- - -","9.64","2.89","3.33","1.45","25.2%","7.5%","17.6%",".267","1.37",".330","71.1%","118","100","98","5.06","4.16","0.90","4.15","3.71","6941","465657"
"Blaine Hardy","MIL","9.00","9.00","1.00","0.00","14.3%","14.3%","0.0%",".500","4.00",".600","25.0%","428","98","140","18.00","4.17","13.83","5.93","5.66","6499","543278"
"Will Smith","ATL","11.51","3.71","3.11","1.46","30.7%","9.9%","20.8%",".196","1.13",".250","82.6%","81","100","96","3.44","4.17","-0.73","4.06","3.39","8048","519293"
"Danny Mendick","CHW","9.00","0.00","1.00","0.00","20.0%","0.0%","20.0%",".250","1.00",".333","100.0%","0","93","138","0.00","4.17","-4.17","5.93","3.06","18889","664901"
"Kyle Dohy","PHI","9.00","9.00","1.00","0.00","20.0%","20.0%","0.0%",".250","2.00",".333","100.0%","0","96","140","0.00","4.17","-4.17","5.93","5.82","20334","675971"
"Seth Martinez","HOU","9.00","9.00","1.00","0.00","18.8%","18.8%","0.0%",".385","2.67",".500","37.5%","350","99","152","15.00","4.17","10.83","6.52","6.08","21045","661527"
"Tommy Milone","TOR","10.93","1.93","5.67","1.93","26.2%","4.6%","21.5%",".323","1.64",".405","69.1%","143","98","77","6.43","4.17","2.26","3.27","3.21","7608","543548"
"Michael Lorenzen","CIN","6.52","4.34","1.50","0.62","16.8%","11.2%","5.6%",".236","1.38",".276","60.2%","127","93","116","5.59","4.17","1.42","4.92","4.98","14843","547179"
"Jordan Hicks","STL","9.00","9.00","1.00","0.00","22.7%","22.7%","0.0%",".147","1.50",".208","60.0%","132","100","115","5.40","4.17","1.23","4.88","5.80","19618","663855"
"Will Vest","SEA","6.94","4.63","1.50","0.51","17.3%","11.5%","5.8%",".281","1.60",".340","60.5%","149","100","117","6.17","4.17","2.00","5.04","4.97","19769","676684"
"Hunter Strickland","- - -","8.90","3.38","2.64","1.23","24.0%","9.1%","14.9%",".211","1.16",".250","83.3%","61","98","110","2.61","4.19","-1.58","4.71","4.06","7836","519326"
"Reynaldo Lopez","CHW","8.58","2.03","4.23","1.56","24.8%","5.9%","18.9%",".201","0.95",".222","68.3%","79","94","88","3.43","4.19","-0.76","3.77","3.74","16400","625643"
"Trevor Richards","- - -","10.91","3.08","3.55","1.68","31.1%","8.8%","22.3%",".175","0.96",".201","79.6%","81","99","89","3.50","4.20","-0.70","3.80","3.28","19309","670950"
"Nick Vincent","MIN","6.39","3.55","1.80","0.71","19.1%","10.6%","8.5%",".146","0.87",".161","100.0%","17","99","135","0.71","4.20","-3.49","5.82","5.34","7555","543883"
"Nabil Crismatt","SDP","7.86","2.66","2.96","1.11","20.2%","6.8%","13.4%",".273","1.36",".324","75.2%","95","100","102","3.76","4.20","-0.44","4.32","3.94","17732","622503"
"J.P. Feyereisen","- - -","8.52","5.30","1.61","0.80","22.6%","14.1%","8.5%",".179","1.23",".217","74.2%","66","101","121","2.73","4.21","-1.47","5.19","4.85","16610","656420"
"Burch Smith","OAK","5.82","2.28","2.55","1.04","14.9%","5.9%","9.0%",".278","1.38",".308","63.0%","131","101","120","5.40","4.21","1.19","5.15","4.74","12784","572143"
"Michael Pineda","MIN","7.24","1.73","4.19","1.40","19.2%","4.6%","14.6%",".262","1.23",".294","77.7%","85","100","100","3.62","4.21","-0.59","4.29","4.36","5372","501381"
"Jack Flaherty","STL","9.77","2.99","3.27","1.38","26.4%","8.1%","18.3%",".197","1.06",".233","74.8%","79","101","93","3.22","4.22","-1.00","3.96","3.92","17479","656427"
"Alex Vesia","LAD","12.15","4.95","2.45","1.35","33.5%","13.7%","19.9%",".124","0.98",".143","73.6%","55","98","109","2.25","4.22","-1.97","4.61","3.73","25007","681911"
"Jon Gray","COL","9.48","3.50","2.71","1.27","24.4%","9.0%","15.4%",".242","1.33",".298","69.6%","95","94","95","4.59","4.22","0.37","4.04","4.17","14916","592351"
"Jordan Sheffield","COL","6.14","3.99","1.54","0.61","17.2%","11.2%","6.0%",".188","1.09",".215","73.7%","70","94","124","3.38","4.23","-0.85","5.27","5.02","19682","642068"
"Sam Long","SFG","8.41","3.32","2.53","1.11","21.6%","8.5%","13.1%",".234","1.28",".278","58.3%","137","104","116","5.53","4.23","1.31","4.93","4.40","25379","669674"
"David Price","LAD","7.09","3.18","2.23","0.98","17.8%","8.0%","9.8%",".267","1.43",".309","75.7%","98","98","106","4.03","4.23","-0.20","4.49","4.52","3184","456034"
"Alex Colome","MIN","8.03","3.18","2.52","1.11","20.0%","7.9%","12.1%",".259","1.40",".305","64.4%","97","100","98","4.15","4.23","-0.08","4.21","3.98","6661","517008"
"Jake Brentz","KCR","10.69","5.20","2.05","0.98","27.3%","13.3%","14.0%",".191","1.28",".250","71.6%","81","99","100","3.66","4.23","-0.58","4.30","4.09","17783","641394"
"Ryan Burr","CHW","8.10","5.15","1.57","0.74","21.9%","13.9%","7.9%",".217","1.34",".269","85.2%","56","95","102","2.45","4.23","-1.78","4.37","4.61","17536","621114"
"Sergio Romo","OAK","8.76","3.06","2.86","1.31","23.2%","8.1%","15.1%",".237","1.25",".281","69.3%","113","102","107","4.67","4.24","0.43","4.57","3.98","9817","489265"
"Zac Gallen","ARI","10.31","3.63","2.84","1.41","26.6%","9.4%","17.2%",".230","1.29",".286","74.6%","102","103","93","4.30","4.25","0.05","3.96","4.04","19291","668678"
"Chris Archer","TBR","9.78","3.72","2.63","1.40","25.3%","9.6%","15.7%",".240","1.34",".294","68.8%","113","103","112","4.66","4.26","0.40","4.79","4.36","6345","502042"
"Kyle Funkhouser","DET","8.30","5.00","1.66","0.79","21.1%","12.8%","8.4%",".226","1.40",".277","74.0%","79","100","107","3.42","4.27","-0.84","4.57","4.60","19456","608335"
"Tyler Gilbert","ARI","5.63","2.93","1.92","0.90","15.9%","8.3%","7.6%",".196","1.03",".211","68.7%","75","104","120","3.15","4.27","-1.12","5.09","5.21","17964","656457"
"Duane Underwood Jr.","PIT","8.05","3.34","2.41","1.11","20.3%","8.4%","11.9%",".266","1.43",".316","71.3%","102","101","102","4.33","4.27","0.06","4.34","4.20","14677","621249"
"Josh Fleming","TBR","5.61","2.67","2.10","0.95","14.5%","6.9%","7.6%",".266","1.35",".293","65.3%","123","104","102","5.09","4.27","0.82","4.36","4.51","20418","676596"
"Victor Gonzalez","LAD","8.41","4.84","1.74","0.76","21.3%","12.3%","9.0%",".241","1.44",".299","80.3%","87","99","98","3.57","4.27","-0.71","4.17","4.32","16408","624647"
"Nick Pivetta","BOS","10.16","3.77","2.69","1.39","26.5%","9.8%","16.6%",".232","1.30",".288","73.2%","99","99","100","4.53","4.28","0.25","4.28","4.15","15454","601713"
"Daniel Bard","COL","10.96","4.93","2.22","1.10","26.3%","11.8%","14.5%",".264","1.60",".353","70.4%","108","96","99","5.21","4.28","0.93","4.20","4.00","7115","453268"
"Robert Gsellman","NYM","5.34","2.20","2.43","0.94","14.3%","5.9%","8.4%",".245","1.19",".267","69.2%","94","102","105","3.77","4.29","-0.52","4.46","4.45","13696","607229"
"Mike Minor","KCR","8.45","2.33","3.63","1.47","22.3%","6.1%","16.1%",".250","1.24",".290","66.4%","112","101","101","5.05","4.29","0.76","4.32","4.20","10021","501985"
"Erasmo Ramirez","DET","6.75","1.69","4.00","1.35","18.3%","4.6%","13.8%",".233","1.09",".253","53.3%","132","101","115","5.74","4.30","1.44","4.93","4.24","10314","541640"
"Hansel Robles","- - -","9.91","4.83","2.05","1.04","25.6%","12.5%","13.1%",".227","1.38",".292","68.7%","102","101","106","4.43","4.30","0.13","4.56","4.21","11801","570663"
"Caleb Baragar","SFG","6.26","4.70","1.33","0.39","16.3%","12.2%","4.1%",".229","1.35",".273","82.8%","39","106","157","1.57","4.30","-2.74","6.65","5.80","19231","670056"
"Mitch Keller","PIT","8.23","4.38","1.88","0.89","19.6%","10.4%","9.1%",".316","1.79",".388","68.2%","145","101","116","6.17","4.30","1.87","4.90","4.98","17594","656605"
"Cole Irvin","OAK","6.31","2.12","2.98","1.16","16.3%","5.5%","10.8%",".272","1.33",".302","71.1%","103","103","112","4.24","4.30","-0.06","4.82","4.85","19244","608344"
"Andrew Wantz","LAA","12.51","3.62","3.45","1.65","31.7%","9.2%","22.5%",".217","1.24",".286","66.7%","112","98","99","4.94","4.30","0.63","4.25","3.26","24933","681806"
"Wandy Peralta","- - -","7.59","3.71","2.05","1.06","19.6%","9.6%","10.0%",".249","1.37",".291","75.1%","80","100","93","3.35","4.31","-0.95","3.99","4.06","14295","593974"
"James Karinchak","CLE","12.69","5.20","2.44","1.46","33.2%","13.6%","19.6%",".174","1.21",".228","74.5%","96","102","88","4.07","4.31","-0.24","3.76","3.57","20151","675916"
"Domingo German","NYY","8.97","2.47","3.63","1.56","23.9%","6.6%","17.3%",".234","1.18",".271","70.1%","108","100","100","4.58","4.31","0.27","4.27","4.03","17149","593334"
"Jakob Junis","KCR","9.38","2.75","3.42","1.60","24.4%","7.1%","17.3%",".276","1.40",".333","68.6%","117","101","91","5.26","4.31","0.95","3.88","3.90","13619","596001"
"Lucas Gilbreath","COL","9.28","4.85","1.91","1.05","23.8%","12.4%","11.4%",".205","1.31",".250","78.0%","70","96","108","3.38","4.32","-0.94","4.57","4.40","21290","656458"
"Hunter Harvey","BAL","6.23","3.12","2.00","1.04","16.7%","8.3%","8.3%",".242","1.27",".269","72.9%","94","95","104","4.15","4.32","-0.17","4.45","4.52","15507","640451"
"Adrian Houser","MIL","6.64","4.05","1.64","0.76","17.5%","10.7%","6.8%",".224","1.28",".259","74.6%","77","101","102","3.22","4.33","-1.10","4.31","4.73","12718","605288"
"James Kaprielian","OAK","9.28","3.09","3.00","1.43","24.5%","8.2%","16.3%",".230","1.22",".274","77.2%","99","104","106","4.07","4.33","-0.26","4.56","4.22","18331","621076"
"Steven Okert","MIA","10.00","3.75","2.67","1.25","28.2%","10.6%","17.6%",".179","1.03",".218","85.3%","65","104","108","2.75","4.34","-1.59","4.59","3.78","13580","595345"
"Kwang-hyun Kim","STL","6.75","3.29","2.05","1.01","17.7%","8.6%","9.1%",".240","1.28",".271","76.5%","84","104","111","3.46","4.34","-0.88","4.70","4.85","27458","547942"
"Rich Hill","- - -","8.51","3.12","2.73","1.19","22.7%","8.3%","14.4%",".232","1.21",".277","77.3%","95","105","110","3.86","4.34","-0.49","4.70","4.43","4806","448179"
"Heath Hembree","- - -","12.88","3.72","3.46","1.86","34.2%","9.9%","24.3%",".207","1.19",".270","59.0%","129","99","90","5.59","4.34","1.24","3.84","3.11","11632","592390"
"Adonis Medina","PHI","7.04","4.70","1.50","0.00","16.7%","11.1%","5.6%",".310","1.70",".391","81.3%","83","100","124","3.52","4.34","-0.82","5.26","4.90","19903","658431"
"Archie Bradley","PHI","7.06","3.88","1.82","0.88","17.9%","9.8%","8.0%",".256","1.43",".299","75.4%","88","100","107","3.71","4.35","-0.64","4.56","4.41","12918","605151"
"Wyatt Mills","SEA","7.82","4.97","1.57","0.71","17.2%","10.9%","6.3%",".339","2.05",".409","50.8%","240","104","104","9.95","4.35","5.59","4.44","4.54","20010","670090"
"Rafael Dolis","TOR","10.97","7.59","1.44","0.56","25.0%","17.3%","7.7%",".230","1.75",".318","67.6%","125","102","124","5.63","4.36","1.27","5.31","5.01","4185","503569"
"Dennis Santana","- - -","7.57","5.27","1.44","0.66","19.4%","13.5%","5.9%",".238","1.46",".289","67.2%","101","101","115","4.28","4.36","-0.08","4.89","4.93","17878","642701"
"Miguel Castro","NYM","9.85","5.50","1.79","0.90","25.4%","14.2%","11.2%",".189","1.29",".241","76.8%","86","104","105","3.45","4.36","-0.91","4.48","4.39","15684","612434"
"Joe Ross","WSN","9.08","2.83","3.21","1.42","23.7%","7.4%","16.3%",".234","1.22",".277","71.4%","99","102","97","4.17","4.36","-0.20","4.12","4.10","12972","605452"
"Bryan Abreu","HOU","9.00","4.50","2.00","1.00","22.4%","11.2%","11.2%",".250","1.47",".310","59.5%","134","103","106","5.75","4.36","1.39","4.54","4.30","16609","650556"
"Tyler Anderson","- - -","7.22","2.05","3.53","1.46","19.1%","5.4%","13.7%",".256","1.25",".284","71.3%","108","104","108","4.53","4.37","0.16","4.60","4.57","12880","542881"
"Braxton Garrett","MIA","8.47","5.29","1.60","0.79","20.1%","12.6%","7.5%",".307","1.82",".382","73.6%","119","105","109","5.03","4.38","0.65","4.63","5.15","21844","666129"
"Sean Doolittle","- - -","9.60","4.17","2.30","1.27","23.8%","10.3%","13.5%",".253","1.47",".312","73.6%","104","99","124","4.53","4.38","0.15","5.28","4.52","1581","448281"
"Brett Anderson","MIL","5.44","2.63","2.07","1.03","14.2%","6.8%","7.3%",".269","1.35",".294","68.6%","100","103","96","4.22","4.39","-0.17","4.09","4.53","8223","474463"
"Drew Hutchison","DET","4.22","4.64","0.91","0.42","11.0%","12.1%","-1.1%",".250","1.45",".275","67.6%","49","103","138","2.11","4.39","-2.28","5.93","5.98","10732","571800"
"Tyler Alexander","DET","7.36","2.37","3.11","1.35","19.3%","6.2%","13.1%",".253","1.26",".285","78.7%","88","103","113","3.81","4.39","-0.58","4.86","4.47","17735","641302"
"Dillon Tate","BAL","6.52","3.06","2.13","0.93","17.1%","8.0%","9.1%",".237","1.24",".269","69.0%","99","97","103","4.39","4.40","-0.01","4.41","4.11","17796","622253"
"Luis Gil","NYY","11.66","5.83","2.00","1.23","29.5%","14.7%","14.7%",".183","1.33",".239","84.3%","72","102","113","3.07","4.40","-1.33","4.85","4.55","21052","661563"
"Edwin Uceta","LAD","11.07","5.31","2.08","1.33","27.2%","13.0%","14.1%",".238","1.52",".308","48.5%","162","102","114","6.64","4.40","2.24","4.82","4.25","20539","670955"
"Jeurys Familia","NYM","10.92","4.10","2.67","1.52","27.5%","10.3%","17.2%",".245","1.42",".311","76.4%","99","105","82","3.94","4.40","-0.46","3.49","3.56","5114","544727"
"Alex Reyes","STL","11.82","6.47","1.83","1.12","30.0%","16.4%","13.6%",".175","1.35",".233","77.8%","79","105","108","3.24","4.40","-1.17","4.56","4.33","15015","621052"
"Grant Dayton","ATL","9.69","4.15","2.33","1.38","23.0%","9.8%","13.1%",".273","1.62",".333","60.4%","146","105","111","6.23","4.40","1.83","4.71","4.32","11203","594795"
"Miles Mikolas","STL","6.25","2.22","2.82","1.21","16.7%","5.9%","10.8%",".249","1.21",".272","67.2%","103","105","101","4.23","4.40","-0.17","4.27","4.55","9803","571945"
"Kyle Crick","PIT","7.77","7.03","1.11","0.00","19.6%","17.8%","1.9%",".169","1.36",".226","63.2%","104","104","143","4.44","4.40","0.04","6.07","5.75","13182","605195"
