"Name","Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA","playerid","mlbamid"
"Merrill Kelly","ARI","7.95","2.74","2.90","0.94","22.0%","7.6%","14.4%",".225","1.14",".269","76.3%","82","95","97","3.37","3.65","-0.28","3.86","4.01","11156","518876"
"Jeff Brigham","MIA","10.50","3.75","2.80","1.13","27.7%","9.9%","17.8%",".242","1.33",".317","79.1%","82","92","97","3.38","3.65","-0.28","3.88","3.54","16631","656257"
"Chris Bassitt","NYM","8.27","2.43","3.41","0.94","22.4%","6.6%","15.8%",".233","1.14",".282","77.2%","88","92","93","3.42","3.66","-0.24","3.72","3.75","12304","605135"
"Connor Overton","CIN","3.82","3.00","1.27","0.27","11.3%","8.9%","2.4%",".186","0.97",".204","71.9%","63","86","124","2.73","3.66","-0.93","4.97","5.44","18376","656818"
"Justin Topa","MIL","4.91","4.91","1.00","0.00","11.4%","11.4%","0.0%",".290","1.77",".333","53.8%","121","91","107","4.91","3.66","1.25","4.26","4.12","15145","623437"
"Adam Wainwright","STL","6.71","2.54","2.65","0.75","17.8%","6.7%","11.1%",".259","1.28",".302","75.0%","94","93","103","3.71","3.66","0.05","4.10","4.34","2233","425794"
"Tanner Scott","MIA","12.93","6.61","1.96","0.72","31.1%","15.9%","15.2%",".230","1.61",".347","72.4%","104","92","89","4.31","3.67","0.64","3.53","3.74","17586","656945"
"Jose Cisnero","DET","8.28","6.84","1.21","0.00","21.9%","18.1%","3.8%",".176","1.36",".242","88.6%","28","94","130","1.08","3.67","-2.59","5.09","5.19","6399","542585"
"Luis L. Ortiz","PIT","9.56","5.63","1.70","0.56","24.6%","14.5%","10.1%",".136","1.13",".171","54.2%","109","92","111","4.50","3.67","0.83","4.44","4.65","27646","682847"
"Nick Sandlin","CLE","8.39","4.91","1.71","0.41","22.8%","13.3%","9.4%",".176","1.16",".227","80.1%","59","94","107","2.25","3.68","-1.43","4.23","4.14","20517","680704"
"Diego Castillo","SEA","8.78","3.64","2.41","0.83","23.9%","9.9%","14.0%",".202","1.14",".250","64.9%","100","97","98","3.64","3.68","-0.04","3.85","3.67","17496","650895"
"A.J. Puk","OAK","10.31","3.12","3.30","0.95","27.0%","8.2%","18.9%",".214","1.15",".279","77.4%","83","97","93","3.12","3.69","-0.56","3.67","3.15","19343","640462"
"Luis Severino","NYY","9.88","2.65","3.73","1.24","27.7%","7.4%","20.2%",".194","1.00",".237","79.9%","82","91","86","3.18","3.70","-0.52","3.38","3.37","15890","622663"
"Victor Arano","WSN","9.43","2.57","3.67","1.07","23.5%","6.4%","17.1%",".275","1.40",".344","58.9%","112","92","87","4.50","3.71","0.79","3.46","3.14","15915","644364"
"Tommy Nance","MIA","11.75","4.33","2.71","1.03","29.1%","10.7%","18.4%",".263","1.51",".367","76.2%","105","93","85","4.33","3.71","0.62","3.37","3.24","19178","667297"
"Julio Urias","LAD","8.54","2.11","4.05","1.18","24.1%","6.0%","18.1%",".198","0.96",".229","86.6%","55","92","95","2.16","3.71","-1.55","3.81","3.66","14765","628711"
"Pablo Lopez","MIA","8.70","2.65","3.28","1.05","23.6%","7.2%","16.4%",".233","1.17",".283","74.2%","91","93","89","3.75","3.71","0.04","3.56","3.71","17085","641154"
"Alex Claudio","NYM","5.40","5.40","1.00","0.00","15.4%","15.4%","0.0%",".091","0.90",".111","100.0%","0","94","115","0.00","3.71","-3.71","4.60","4.87","12890","592222"
"Matt Strahm","BOS","10.48","3.43","3.06","1.01","26.9%","8.8%","18.1%",".222","1.23",".289","67.9%","93","94","102","3.83","3.72","0.11","4.02","3.30","13799","621381"
"Jose Leclerc","TEX","10.20","3.97","2.57","0.94","27.3%","10.6%","16.7%",".190","1.13",".243","80.0%","73","93","111","2.83","3.72","-0.89","4.38","3.62","14524","600917"
"Mauricio Llovera","SFG","11.02","4.41","2.50","1.10","27.8%","11.1%","16.7%",".219","1.35",".286","72.9%","112","97","90","4.41","3.72","0.68","3.58","3.45","20080","661440"
"Johan Oviedo","- - -","8.68","3.70","2.35","0.80","22.3%","9.5%","12.8%",".227","1.29",".280","79.4%","79","94","104","3.21","3.74","-0.52","4.14","4.01","22487","670912"
"Andrew Heaney","LAD","13.62","2.35","5.79","1.73","35.5%","6.1%","29.4%",".213","1.09",".291","78.9%","78","92","71","3.10","3.75","-0.65","2.83","2.46","15423","571760"
"Kyle Finnegan","WSN","9.45","2.97","3.18","1.22","26.1%","8.2%","17.9%",".220","1.14",".269","75.7%","87","94","81","3.51","3.76","-0.25","3.22","3.16","15009","640448"
"Seth Lugo","NYM","9.55","2.49","3.83","1.25","25.4%","6.6%","18.8%",".231","1.17",".283","79.8%","93","95","88","3.60","3.76","-0.16","3.51","3.14","12447","607625"
"Aaron Loup","LAA","7.98","3.38","2.36","0.61","20.0%","8.5%","11.5%",".235","1.30",".287","58.7%","97","93","104","3.84","3.76","0.08","4.11","3.79","10343","571901"
"Marcus Stroman","CHC","7.72","2.34","3.31","1.04","20.9%","6.3%","14.6%",".233","1.15",".272","72.5%","89","96","88","3.50","3.76","-0.26","3.49","3.74","13431","573186"
"Alex Wood","SFG","9.02","2.07","4.37","1.17","23.6%","5.4%","18.2%",".257","1.24",".315","63.9%","129","98","86","5.10","3.76","1.33","3.41","3.45","13781","622072"
"Ryne Nelson","ARI","7.85","2.95","2.67","0.98","23.2%","8.7%","14.5%",".143","0.82",".156","90.2%","36","98","117","1.47","3.77","-2.29","4.69","4.55","26253","669194"
"Tylor Megill","NYM","9.70","2.47","3.92","1.33","25.5%","6.5%","19.0%",".247","1.25",".305","65.7%","132","95","84","5.13","3.77","1.37","3.35","3.45","21318","656731"
"Daulton Jefferies","OAK","6.41","1.83","3.50","0.92","16.3%","4.7%","11.6%",".284","1.37",".323","59.5%","153","99","110","5.72","3.77","1.95","4.33","4.31","19345","641726"
"Matt Manning","DET","6.86","2.71","2.53","0.86","18.3%","7.2%","11.0%",".226","1.17",".259","72.1%","89","97","111","3.43","3.78","-0.35","4.37","4.45","20369","666159"
"Bryce Elder","ATL","7.83","3.83","2.04","0.67","20.7%","10.1%","10.6%",".219","1.24",".267","79.2%","78","97","104","3.17","3.78","-0.61","4.16","4.34","27779","693821"
"Steven Matz","STL","10.13","1.88","5.40","1.50","26.1%","4.8%","21.3%",".256","1.25",".316","66.9%","132","96","79","5.25","3.78","1.47","3.15","3.22","13361","571927"
"Frankie Montas","- - -","8.85","2.68","3.30","1.12","23.4%","7.1%","16.3%",".245","1.25",".298","70.9%","106","97","91","4.05","3.78","0.27","3.61","3.74","14309","593423"
"Gabe Speier","KCR","6.52","2.33","2.80","0.93","18.2%","6.5%","11.7%",".222","1.09",".250","87.9%","57","96","107","2.33","3.78","-1.46","4.20","4.01","17170","642100"
"Reid Detmers","LAA","8.51","3.21","2.65","0.91","22.6%","8.5%","14.1%",".227","1.21",".277","74.1%","95","94","107","3.77","3.79","-0.02","4.20","4.12","27468","672282"
"Adrian Sampson","CHC","6.30","2.33","2.70","0.86","17.1%","6.3%","10.7%",".253","1.23",".288","77.6%","79","97","110","3.11","3.79","-0.69","4.39","4.48","13339","592716"
"Johnny Cueto","CHW","5.80","1.88","3.09","0.85","15.7%","5.1%","10.6%",".263","1.23",".295","74.9%","86","93","111","3.35","3.79","-0.44","4.38","4.49","6893","456501"
"Dean Kremer","BAL","6.25","2.44","2.56","0.79","17.0%","6.6%","10.4%",".260","1.25",".299","77.8%","84","97","112","3.23","3.80","-0.57","4.43","4.54","19350","665152"
"Jon Gray","TEX","9.47","2.76","3.44","1.20","25.7%","7.5%","18.2%",".221","1.13",".271","70.5%","102","95","88","3.96","3.80","0.15","3.46","3.56","14916","592351"
"Walker Buehler","LAD","8.03","2.35","3.41","1.11","21.2%","6.2%","15.0%",".263","1.29",".312","74.9%","101","94","91","4.02","3.80","0.21","3.64","3.82","19374","621111"
"Cade Cavalli","WSN","12.46","4.15","3.00","0.00","26.1%","8.7%","17.4%",".333","1.85",".500","36.4%","362","95","138","14.54","3.80","10.73","5.51","3.66","27473","676917"
"Lance Lynn","CHW","9.17","1.41","6.53","1.41","24.2%","3.7%","20.5%",".246","1.13",".294","68.4%","102","94","87","3.99","3.82","0.18","3.44","3.35","2520","458681"
"Ryan Hendrix","CIN","9.72","6.48","1.50","0.00","23.7%","15.8%","7.9%",".300","1.80",".429","70.6%","126","90","127","5.40","3.83","1.57","5.08","4.51","19535","641682"
"Noah Syndergaard","- - -","6.35","2.07","3.06","0.94","16.8%","5.5%","11.3%",".260","1.25",".295","72.4%","99","94","108","3.94","3.83","0.11","4.28","4.39","11762","592789"
"Nick Wittgren","STL","5.28","3.10","1.70","0.31","12.7%","7.5%","5.2%",".292","1.55",".333","63.0%","149","98","128","5.90","3.84","2.06","5.12","4.73","15594","621295"
"Miguel Castro","NYY","9.62","4.66","2.07","0.62","23.7%","11.5%","12.2%",".241","1.45",".316","69.4%","104","95","107","4.03","3.84","0.20","4.22","3.87","15684","612434"
"Danny Coulombe","MIN","6.57","6.57","1.00","0.00","17.0%","17.0%","0.0%",".159","1.30",".200","81.3%","38","98","141","1.46","3.84","-2.38","5.52","5.64","13293","543056"
"Luke Bard","- - -","4.80","4.20","1.14","0.00","13.6%","11.9%","1.7%",".140","0.93",".167","81.3%","48","100","128","1.80","3.85","-2.05","5.03","5.20","14288","572703"
"Jose Quijada","LAA","11.51","4.65","2.48","1.11","30.8%","12.4%","18.3%",".171","1.13",".225","70.7%","101","95","105","3.98","3.85","0.13","4.14","3.41","19200","650671"
"Ty Blach","COL","5.89","2.23","2.64","0.81","15.0%","5.7%","9.3%",".283","1.40",".320","59.9%","129","92","115","5.89","3.86","2.03","4.59","4.30","14361","621389"
"Aaron Civale","CLE","9.09","2.04","4.45","1.30","24.1%","5.4%","18.7%",".246","1.19",".297","62.5%","128","99","92","4.92","3.87","1.05","3.62","3.55","19479","650644"
"Ranger Suarez","PHI","7.47","3.36","2.22","0.87","19.5%","8.8%","10.7%",".248","1.33",".293","71.8%","90","95","96","3.65","3.87","-0.22","3.82","4.11","17277","624133"
"Tyler Mahle","- - -","9.40","3.21","2.93","1.19","25.0%","8.5%","16.5%",".227","1.22",".278","69.5%","104","93","101","4.40","3.87","0.53","4.03","3.88","16358","641816"
"Matt Barnes","BOS","7.71","4.76","1.62","0.45","19.3%","11.9%","7.4%",".237","1.44",".293","66.4%","105","97","126","4.31","3.87","0.44","4.97","4.53","12863","598264"
"Mike Baumann","BAL","6.03","2.36","2.56","0.79","15.4%","6.0%","9.4%",".312","1.51",".357","70.3%","123","99","109","4.72","3.87","0.85","4.29","4.22","20206","657508"
"Mitch White","- - -","7.09","3.18","2.23","0.82","17.7%","8.0%","9.8%",".274","1.46",".321","63.5%","140","97","111","5.45","3.87","1.58","4.42","4.47","19225","669952"
"Trevor May","NYM","10.80","3.24","3.33","1.44","27.0%","8.1%","18.9%",".265","1.44",".338","72.4%","130","98","94","5.04","3.87","1.17","3.75","3.29","6398","543507"
"Miles Mikolas","STL","6.81","1.73","3.92","1.11","19.0%","4.8%","14.2%",".224","1.03",".249","74.4%","83","99","95","3.29","3.87","-0.58","3.80","3.99","9803","571945"
"Adrian Morejon","SDP","7.41","2.38","3.11","1.06","19.9%","6.4%","13.5%",".237","1.18",".273","65.0%","109","98","114","4.24","3.88","0.36","4.57","4.01","20039","670970"
"Dylan Coleman","KCR","9.40","4.90","1.92","0.66","24.6%","12.8%","11.8%",".191","1.24",".247","77.1%","68","98","111","2.78","3.88","-1.10","4.38","4.04","22276","669395"
"Paul Sewald","SEA","10.13","2.39","4.24","1.41","29.8%","7.0%","22.7%",".145","0.77",".158","82.1%","73","102","91","2.67","3.88","-1.21","3.58","2.89","13892","623149"
"Mitch Keller","PIT","7.81","3.40","2.30","0.79","20.1%","8.7%","11.4%",".263","1.40",".320","73.2%","94","97","100","3.91","3.88","0.03","3.99","4.18","17594","656605"
"David Price","LAD","8.26","2.01","4.11","1.34","22.2%","5.4%","16.8%",".241","1.17",".278","93.3%","62","96","81","2.45","3.88","-1.43","3.23","3.06","3184","456034"
"Matt Gage","TOR","8.31","4.15","2.00","0.69","24.0%","12.0%","12.0%",".140","0.92",".167","77.6%","36","98","105","1.38","3.88","-2.50","4.13","3.93","17381","657424"
"Trevor Williams","NYM","8.43","2.31","3.65","1.20","22.6%","6.2%","16.4%",".252","1.23",".301","82.3%","83","98","99","3.21","3.88","-0.67","3.94","3.66","16977","592866"
"Zack Thompson","STL","7.01","3.63","1.93","0.78","19.9%","10.3%","9.6%",".164","0.98",".185","83.9%","52","99","99","2.08","3.89","-1.81","3.96","4.05","25918","668868"
"Nick Lodolo","CIN","11.41","3.40","3.36","1.13","29.7%","8.8%","20.9%",".235","1.25",".322","80.1%","85","92","88","3.66","3.90","-0.24","3.49","3.29","26378","666157"
"Jimmy Lambert","CHW","8.62","4.60","1.88","0.77","22.1%","11.8%","10.3%",".223","1.36",".277","79.1%","83","96","117","3.26","3.90","-0.64","4.62","4.29","19541","669424"
"Phillips Valdez","BOS","7.16","3.86","1.86","0.00","18.1%","9.7%","8.3%",".203","1.16",".261","56.0%","107","98","129","4.41","3.91","0.50","5.09","4.06","15605","570488"
"Jose Suarez","LAA","8.50","2.72","3.12","1.16","22.3%","7.1%","15.2%",".242","1.25",".289","75.6%","100","97","98","3.96","3.91","0.05","3.86","3.91","19911","660761"
"Blake Treinen","LAD","10.80","1.80","6.00","1.80","35.3%","5.9%","29.4%",".063","0.40",".000","100.0%","45","97","48","1.80","3.91","-2.11","1.90","1.77","12572","595014"
"Rich Hill","BOS","7.89","2.68","2.95","1.09","20.7%","7.0%","13.7%",".258","1.30",".305","68.3%","104","99","105","4.27","3.92","0.35","4.12","4.13","4806","448179"
"JT Brubaker","PIT","9.19","3.38","2.72","1.06","22.8%","8.4%","14.4%",".269","1.47",".334","68.8%","113","98","97","4.69","3.92","0.77","3.87","3.97","17578","664141"
"Luis Garcia","HOU","8.98","2.69","3.34","1.32","24.4%","7.3%","17.1%",".220","1.13",".260","74.3%","97","101","97","3.72","3.93","-0.21","3.82","3.77","23735","677651"
"Brad Hand","PHI","7.60","4.60","1.65","0.40","19.2%","11.6%","7.6%",".219","1.33",".271","75.9%","69","96","122","2.80","3.93","-1.13","4.90","4.51","9111","543272"
"Jameson Taillon","NYY","7.66","1.62","4.72","1.32","20.7%","4.4%","16.3%",".243","1.13",".276","75.3%","100","97","96","3.91","3.94","-0.03","3.79","3.84","11674","592791"
"Wade Miley","CHC","6.81","3.41","2.00","0.73","17.6%","8.8%","8.8%",".217","1.22",".250","63.1%","81","101","110","3.16","3.95","-0.79","4.42","4.48","8779","489119"
"Joel Kuhnel","CIN","8.69","2.17","4.00","1.24","22.0%","5.5%","16.5%",".284","1.40",".343","60.2%","148","93","88","6.36","3.96","2.40","3.52","3.19","19995","669270"
"Mychal Givens","- - -","10.42","3.67","2.84","1.17","27.3%","9.6%","17.7%",".243","1.32",".318","78.9%","86","101","92","3.38","3.96","-0.59","3.66","3.30","10430","571710"
"Ronny Henriquez","MIN","6.94","2.31","3.00","0.77","18.0%","6.0%","12.0%",".178","0.94",".200","77.6%","60","101","118","2.31","3.97","-1.66","4.63","3.83","24094","678692"
"Jonathan Hernandez","TEX","8.01","5.04","1.59","0.59","20.6%","13.0%","7.6%",".230","1.42",".286","72.8%","76","99","101","2.97","3.97","-1.00","3.99","4.02","17464","642546"
"Jorge Alcala","MIN","7.71","7.71","1.00","0.00","20.0%","20.0%","0.0%",".250","1.71",".333","100.0%","0","101","133","0.00","3.97","-3.97","5.24","5.67","19459","660896"
"Tim Mayza","TOR","8.14","2.22","3.67","1.29","22.8%","6.2%","16.6%",".233","1.11",".271","79.6%","82","101","74","3.14","3.98","-0.83","2.93","2.88","15042","641835"
"Taylor Hearn","TEX","8.73","3.87","2.26","0.99","21.6%","9.6%","12.0%",".266","1.50",".325","67.6%","132","99","106","5.13","3.98","1.15","4.20","4.18","18325","621368"
"Andre Pallante","STL","6.08","3.33","1.83","0.75","16.0%","8.8%","7.2%",".272","1.42",".311","81.3%","80","101","93","3.17","3.98","-0.82","3.71","3.78","26108","669467"
"Huascar Brazoban","MIA","11.25","5.91","1.90","0.84","28.4%","14.9%","13.5%",".220","1.47",".307","80.4%","75","100","98","3.09","3.99","-0.89","3.93","3.87","6107","623211"
"Joe Ryan","MIN","9.24","2.88","3.21","1.22","25.0%","7.8%","17.2%",".210","1.10",".253","77.8%","92","101","110","3.55","3.99","-0.44","4.35","3.98","21390","657746"
"Yerry De Los Santos","PIT","9.12","3.86","2.36","1.05","23.2%","9.8%","13.4%",".220","1.29",".268","53.7%","119","100","98","4.91","4.01","0.90","3.93","3.67","21420","660787"
"Tyler Cyr","- - -","10.80","3.38","3.20","1.35","29.1%","9.1%","20.0%",".224","1.20",".290","91.5%","71","103","74","2.70","4.01","-1.31","2.95","2.90","18421","664202"
"Domingo Acevedo","OAK","7.71","2.26","3.41","1.20","21.8%","6.4%","15.4%",".203","0.99",".229","76.7%","89","105","98","3.33","4.01","-0.69","3.88","3.56","17092","642758"
"Austin Davis","- - -","10.29","5.30","1.94","0.80","24.2%","12.5%","11.7%",".252","1.61",".331","63.6%","141","101","118","5.79","4.02","1.76","4.66","4.13","17117","656354"
"Zack Greinke","KCR","4.80","1.77","2.70","0.92","12.5%","4.6%","7.9%",".283","1.34",".306","72.9%","91","102","115","3.68","4.03","-0.35","4.54","4.84","1943","425844"
"Darren O'Day","ATL","10.80","4.15","2.60","1.25","27.7%","10.6%","17.0%",".229","1.34",".296","69.8%","102","103","104","4.15","4.04","0.12","4.15","3.46","3321","503285"
"Adonis Medina","NYM","6.46","2.28","2.83","0.76","15.5%","5.5%","10.0%",".300","1.52",".346","59.1%","157","102","110","6.08","4.04","2.04","4.38","3.89","19903","658431"
"Dominic Leone","SFG","9.49","4.38","2.17","1.09","23.4%","10.8%","12.6%",".278","1.60",".350","77.9%","102","105","103","4.01","4.04","-0.03","4.11","3.91","13763","608678"
"Ryan Weber","NYY","2.53","0.84","3.00","0.84","8.1%","2.7%","5.4%",".167","0.66",".156","100.0%","22","100","96","0.84","4.05","-3.21","3.80","3.74","10160","543901"
"Erasmo Ramirez","WSN","6.36","1.46","4.36","1.15","17.6%","4.0%","13.5%",".242","1.08",".267","81.3%","73","101","99","2.92","4.05","-1.13","3.94","3.72","10314","541640"
"Josh Sborz","TEX","12.90","4.43","2.91","1.61","32.0%","11.0%","21.0%",".281","1.61",".396","65.8%","166","101","82","6.45","4.05","2.40","3.25","3.05","18323","622250"
"Antonio Senzatela","COL","5.26","2.24","2.35","0.88","13.1%","5.6%","7.5%",".344","1.69",".383","70.4%","111","97","102","5.07","4.05","1.01","4.07","4.48","15488","622608"
"Lucas Giolito","CHW","9.85","3.40","2.90","1.34","25.4%","8.7%","16.6%",".270","1.44",".340","71.1%","125","100","93","4.90","4.06","0.84","3.66","3.79","15474","608337"
"Kyle Dowdy","CIN","4.26","4.26","1.00","0.00","11.1%","11.1%","0.0%",".217","1.26",".250","100.0%","0","96","148","0.00","4.06","-4.06","5.93","5.41","19285","664871"
"Aaron Ashby","MIL","10.57","3.94","2.68","1.26","26.5%","9.9%","16.6%",".251","1.43",".324","70.3%","110","101","83","4.44","4.06","0.38","3.29","3.48","23550","676879"
"Trevor Richards","TOR","11.53","4.92","2.34","1.27","29.2%","12.5%","16.7%",".233","1.44",".312","64.7%","139","103","101","5.34","4.07","1.28","4.00","3.56","19309","670950"
"Dinelson Lamet","- - -","12.53","5.29","2.37","1.11","30.2%","12.8%","17.4%",".238","1.52",".338","63.3%","148","100","98","6.12","4.07","2.05","3.93","3.43","17186","659275"
"Carlos Estevez","COL","8.53","3.63","2.35","1.11","23.0%","9.8%","13.2%",".209","1.18",".247","70.4%","76","97","107","3.47","4.08","-0.60","4.27","3.88","14542","608032"
"Wily Peralta","DET","7.51","5.63","1.33","0.47","19.0%","14.3%","4.8%",".238","1.51",".294","83.6%","67","105","122","2.58","4.08","-1.50","4.79","4.85","7738","503449"
"Anthony Misiewicz","- - -","8.38","3.10","2.70","1.24","22.3%","8.3%","14.0%",".243","1.28",".288","70.1%","113","105","107","4.34","4.08","0.27","4.22","3.78","18152","664948"
"Tony Santillan","CIN","9.61","5.49","1.75","0.46","21.9%","12.5%","9.4%",".288","1.78",".379","66.5%","128","96","129","5.49","4.08","1.41","5.15","4.38","19926","663574"
"Matt Bush","- - -","11.16","2.72","4.11","1.66","30.3%","7.4%","23.0%",".193","1.02",".232","67.9%","88","101","83","3.47","4.08","-0.62","3.28","2.78","1246","456713"
"John King","TEX","5.26","2.45","2.14","0.88","13.5%","6.3%","7.2%",".295","1.46",".326","71.0%","104","102","93","4.03","4.09","-0.05","3.66","3.40","22051","667463"
"Ehire Adrianza","WSN","9.00","9.00","1.00","0.00","25.0%","25.0%","0.0%",".000","1.00",".000","100.0%","0","102","176","0.00","4.11","-4.11","7.07","7.26","8418","501303"
"Franmil Reyes","CHC","9.00","0.00","1.00","0.00","33.3%","0.0%","33.3%",".000","0.00",".000","100.0%","0","105","103","0.00","4.11","-4.11","4.11","1.02","14566","614177"
"Harold Castro","DET","2.25","2.25","1.00","0.00","5.6%","5.6%","0.0%",".375","1.75",".400","75.0%","117","106","171","4.50","4.11","0.39","6.70","6.06","14691","605612"
"Jose Castillo","SDP","9.00","9.00","1.00","0.00","20.0%","20.0%","0.0%",".250","2.00",".333","50.0%","232","104","139","9.00","4.11","4.89","5.59","5.49","17169","620454"
"Conner Menez","CHC","9.00","0.00","1.00","0.00","20.0%","0.0%","20.0%",".250","1.00",".333","100.0%","0","105","139","0.00","4.11","-4.11","5.59","3.18","19199","669214"
"Riley O'Brien","SEA","9.00","9.00","1.00","0.00","20.0%","20.0%","0.0%",".250","2.00",".333","100.0%","0","108","104","0.00","4.11","-4.11","4.11","3.77","20348","676617"
"Mike Brosseau","MIL","0.00","3.00","0.00","0.00","0.0%","7.7%","-7.7%",".167","1.00",".167","100.0%","0","102","127","0.00","4.11","-4.11","5.10","5.67","19683","670712"
"MacKenzie Gore","SDP","9.26","4.76","1.95","0.90","23.3%","12.0%","11.3%",".246","1.47",".312","74.1%","116","104","111","4.50","4.11","0.39","4.42","4.43","22201","669022"
"Matt Foster","CHW","8.40","3.40","2.47","1.20","21.8%","8.8%","13.0%",".244","1.33",".289","67.8%","112","101","111","4.40","4.11","0.29","4.39","3.99","19647","641582"
"Cal Quantrill","CLE","6.18","2.27","2.72","1.01","16.6%","6.1%","10.5%",".250","1.21",".278","76.4%","88","106","111","3.38","4.12","-0.74","4.39","4.49","19312","615698"
"Steven Wilson","SDP","9.00","3.40","2.65","1.19","24.8%","9.3%","15.4%",".188","1.06",".221","79.3%","79","104","116","3.06","4.13","-1.07","4.62","3.95","20353","621051"
"Austin Voth","- - -","7.97","2.74","2.90","1.24","20.4%","7.0%","13.3%",".272","1.40",".319","74.2%","111","105","110","4.34","4.14","0.20","4.33","4.16","15047","608723"
"Michael Wacha","BOS","7.35","2.19","3.35","1.27","20.2%","6.0%","14.2%",".231","1.12",".260","80.3%","81","104","101","3.32","4.14","-0.82","3.99","4.07","14078","608379"
"Hirokazu Sawamura","BOS","7.11","4.80","1.48","0.71","18.1%","12.2%","5.9%",".232","1.42",".273","73.8%","91","105","114","3.73","4.16","-0.43","4.51","4.56","27515","617228"
"Zack Weiss","LAA","12.15","4.73","2.57","1.35","32.1%","12.5%","19.6%",".146","1.05",".179","73.8%","85","103","95","3.38","4.16","-0.79","3.77","3.22","15444","592848"
"Robbie Ray","SEA","10.10","2.95","3.42","1.52","27.4%","8.0%","19.4%",".231","1.19",".284","81.2%","102","110","91","3.71","4.17","-0.45","3.58","3.50","11486","592662"
"Mason Thompson","WSN","5.47","3.28","1.67","0.73","14.9%","8.9%","5.9%",".209","1.14",".230","80.2%","73","104","114","2.92","4.17","-1.25","4.55","4.43","21850","666168"
"Jeremiah Estrada","CHC","12.71","4.76","2.67","1.59","32.0%","12.0%","20.0%",".273","1.59",".385","92.1%","81","107","86","3.18","4.17","-0.99","3.44","3.17","22210","669093"
"Greg Weissert","NYY","8.74","3.97","2.20","0.79","22.9%","10.4%","12.5%",".146","0.97",".172","51.7%","143","103","120","5.56","4.17","1.39","4.72","3.94","20375","669711"
"Jordan Hicks","STL","9.24","5.14","1.80","0.73","24.0%","13.3%","10.6%",".208","1.32",".268","67.9%","122","106","101","4.84","4.17","0.67","4.03","4.06","19618","663855"
"Tanner Rainey","WSN","10.80","3.90","2.77","1.50","28.1%","10.2%","18.0%",".226","1.30",".284","71.9%","82","104","100","3.30","4.18","-0.88","3.99","3.41","17610","663432"
"Rowan Wick","CHC","9.70","4.08","2.38","1.27","23.5%","9.9%","13.6%",".299","1.69",".376","74.7%","108","107","93","4.22","4.19","0.03","3.70","3.68","14646","592858"
"Mark Melancon","ARI","5.63","3.38","1.67","0.80","14.2%","8.5%","5.7%",".280","1.50",".314","61.5%","114","109","116","4.66","4.20","0.46","4.63","4.62","4264","453343"
"Cole Irvin","OAK","6.36","1.79","3.56","1.24","17.3%","4.9%","12.4%",".249","1.16",".273","71.4%","106","111","110","3.98","4.21","-0.23","4.35","4.37","19244","608344"
"Emilio Pagan","MIN","12.00","3.71","3.23","1.71","30.7%","9.5%","21.2%",".243","1.37",".318","72.6%","115","107","82","4.43","4.21","0.22","3.26","2.95","14771","641941"
"Graham Ashcraft","CIN","6.09","2.57","2.37","0.94","15.3%","6.5%","8.8%",".279","1.42",".314","67.8%","114","99","102","4.89","4.21","0.68","4.09","4.22","27552","668933"
"Paul Blackburn","OAK","7.19","2.43","2.97","1.21","19.1%","6.4%","12.6%",".255","1.26",".290","74.2%","114","111","99","4.28","4.21","0.08","3.89","4.09","14739","621112"
"Ryan Tepera","LAA","7.38","3.14","2.35","1.10","20.3%","8.6%","11.6%",".200","1.08",".224","68.3%","91","104","108","3.61","4.21","-0.60","4.25","4.00","10291","572193"
"Kyle Freeland","COL","6.75","2.73","2.47","0.98","17.1%","6.9%","10.2%",".277","1.41",".318","70.5%","99","101","112","4.53","4.21","0.32","4.48","4.51","16256","607536"
"Casey Mize","DET","3.60","1.80","2.00","0.90","8.9%","4.4%","4.4%",".302","1.50",".316","66.2%","140","108","142","5.40","4.21","1.19","5.58","5.58","20492","663554"
"JP Sears","- - -","6.56","2.96","2.22","1.03","17.7%","8.0%","9.7%",".255","1.29",".289","75.5%","102","109","116","3.86","4.21","-0.36","4.57","4.53","23429","676664"
"Adrian Houser","MIL","6.05","4.12","1.47","0.70","15.2%","10.3%","4.8%",".254","1.46",".289","61.1%","117","105","116","4.73","4.21","0.52","4.64","5.03","12718","605288"
"Tyler Thornburg","- - -","6.63","5.21","1.27","0.47","16.1%","12.6%","3.4%",".213","1.42",".250","67.7%","83","108","150","3.32","4.22","-0.90","5.95","5.26","10688","592804"
"Danny Young","- - -","8.53","2.84","3.00","1.42","18.8%","6.3%","12.5%",".367","2.05",".435","86.2%","117","111","102","4.26","4.22","0.05","4.04","3.71","18439","664849"
"Sam Moll","OAK","9.55","4.57","2.09","1.04","24.6%","11.8%","12.8%",".204","1.27",".252","82.4%","78","111","103","2.91","4.22","-1.31","4.05","3.80","14874","594580"
"Robert Gsellman","CHC","5.28","1.76","3.00","1.17","14.1%","4.7%","9.4%",".279","1.30",".300","58.1%","120","108","107","4.70","4.22","0.47","4.26","4.28","13696","607229"
"Tyler Holton","ARI","6.00","2.00","3.00","1.00","15.4%","5.1%","10.3%",".222","1.11",".241","83.3%","73","109","135","3.00","4.22","-1.22","5.41","4.61","26231","663947"
