Name,Team,IP,Stf+ FA,Stf+ SI,Stf+ FC,Stf+ FS,Stf+ SL,Stf+ CU,Stf+ CH,Stf+ KC,Stf+ FO,Stuff+,Location+,Pitching+,NameASCII,PlayerId,MLBAMID
"Grant Taylor","CHW",36.2,106.90836795252228,,78.96352941176472,,111.16894736842106,71.97060606060604,,,,94.7648455686027,120.78113088915046,117.47432396428468,"Grant Taylor",33927,691799
"Cristopher Sánchez","PHI",202,,113.64399399399399,,,110.51359832635983,,116.56145891043397,,,114.26911295911295,100.82887733887739,116.98643797643798,"Cristopher Sanchez",20778,650911
"Ryne Stanek","NYM",56,104.02056013179573,118.34,,133.61888888888888,130.60824242424246,,,,,115.82482109227867,101.16749529190209,116.92197740112988,"Ryne Stanek",15947,592773
"Devin Williams","NYY",62,103.08386363636363,,81.24,,,,124.66414383561641,,,114.37765976597659,101.05980198019803,116.5505130513052,"Devin Williams",15816,642207
"Tanner Scott","LAD",57,113.80816666666668,,,,120.05375586854457,,,,,116.65777041942609,101.06459161147912,115.87766004415012,"Tanner Scott",17586,656945
"Paul Skenes","PIT",187.2,97.68394648829432,114.3862365591398,,89.5641075794621,131.25966049382717,118.04957142857144,102.17417177914112,,,106.85075025008342,111.42433477825932,115.71965988662888,"Paul Skenes",33677,694973
"Ben Casparius","LAD",77.2,95.69260416666664,74.08133333333333,106.12443636363636,,135.13617790340462,117.52835164835169,,,,116.15302291917376,103.1219251483762,115.46957643525809,"Ben Casparius",30085,676508
"Bubba Chandler","PIT",31.1,113.29301204819276,,,,117.8925925925926,101.18967592592593,91.76961538461538,,,108.53614888451537,104.25139388889687,115.304384651851,"Bubba Chandler",29868,696149
"Louis Varland","- - -",72.2,114.20147991543341,111.74941176470587,,,97.1426488888889,,88.024,112.7868219844358,,111.01657359816049,102.01117798247967,115.2105578329815,"Louis Varland",27691,686973
"Justin Bruihl","TOR",13.2,,121.08160714285714,103.03,,100.43274725274726,,,,,111.18264840182647,106.93726027397261,114.94493150684931,"Justin Bruihl",23779,677865
"Cade Smith","CLE",73.2,102.67008464328899,,,119.90470119521912,121.94399999999999,,,,,108.0495246179966,106.9518336162988,114.5446179966044,"Cade Smith",27867,671922
"Darren McCaughan","MIN",5.1,76.13199999999999,98.86800000000001,,,104.12277777777778,,90.14,,,94.72000000000001,122.5261176470588,114.464,"Darren McCaughan",20038,670766
"Julian Fernández","- - -",5,90.37076923076923,,,,,,127.92833333333333,,,102.23105263157895,110.10394736842105,114.14894736842105,"Julian Fernandez",18341,642759
"Abner Uribe","MIL",75.1,105.75833333333335,107.83652027027024,,,128.62433644859817,,,,,117.43093264248706,99.06241796200347,114.12326424870466,"Abner Uribe",25327,682842
"Tim Hill","NYY",67,106.99040650406506,126.11356852103127,,,101.36717948717953,,,,,122.37050391937294,96.98071668533038,114.11614781634935,"Tim Hill",16814,657612
"Josh Hader","HOU",52.2,,121.41773420479302,,,118.05714285714281,,80.66540540540541,,,118.22126190476189,100.27926190476195,114.08085714285714,"Josh Hader",14212,623352
"Andrew Walters","CLE",1.1,107.39444444444445,,,,119.138,,,,,110.85172413793103,107.52344827586207,113.98758620689657,"Andrew Walters",33834,689958
"Luis García","- - -",55.1,81.61288461538462,101.20214659685863,,99.8223,123.75489707369589,,,,,108.5717380872447,107.0380279613067,113.90066332015502,"Luis Garcia",6984,472610
"Jake Bird","- - -",55.1,66.95666666666666,89.35911949685536,116.5225,,125.39958441558448,133.93669724770643,,,,117.14407478912642,102.1473022297016,113.53103542262468,"Jake Bird",21267,656234
"Mason Miller","- - -",61.2,119.69199211045367,,,,127.93841986455982,,93.80090909090909,,,122.81710773090569,89.49899309372294,113.31420497229999,"Mason Miller",31757,695243
"Gabe Speier","SEA",62,112.17373786407768,108.90698529411762,,,118.05949367088608,,,,,112.72353963083602,107.43845819761125,113.18162866449515,"Gabe Speier",17170,642100
"Carlos Vargas","SEA",77,106.63315789473684,116.15066282420752,107.0295652173913,,118.4729756097561,,120.10761904761905,,,115.15063906390638,99.18417641764174,113.15899189918993,"Carlos Vargas",22915,672841
"Max Fried","NYY",195.1,106.3211369509044,112.15923774954629,109.72651376146791,,117.62398104265405,115.79504655493481,104.46140762463342,,,111.27773985833873,101.60512556342573,113.10223438506115,"Max Fried",13743,608331
"Zach Pop","- - -",6.2,,112.91942857142857,88.43461538461537,,121.26129032258062,,,,,109.94299212598426,105.61023622047244,113.07653543307086,"Zach Pop",20185,647315
"Jesús Luzardo","PHI",183.2,85.86736124634858,103.9584053156146,,,117.83335051546393,,94.95205374280228,,,101.6013621262458,111.64176079734222,112.91170764119593,"Jesus Luzardo",19959,666200
"Michael Petersen","- - -",18,115.291912568306,93.345,117.29111111111112,,,,88.54,,,115.44710118409465,100.5842960475935,112.88708994141747,"Michael Petersen",20827,656848
"Manuel Rodríguez","TBR",30.1,95.80225352112679,115.34904109589043,,,100.54957345971565,,,,,104.78903981264634,105.05461358313819,112.64533957845435,"Manuel Rodriguez",20794,655889
"Nolan McLean","NYM",48,112.83535353535352,116.28941747572817,99.75746031746033,,107.97747368421054,151.42205128205129,106.86781249999999,,,117.02292286874157,95.39242219215156,112.62936400541273,"Nolan McLean",33703,690997
"Eli Morgan","CHC",7.1,77.07641025641026,,,,91.22315789473684,,112.41127272727275,,,95.8718181818182,117.13469696969695,112.60666666666665,"Eli Morgan",20203,669212
"Blake Snell","LAD",61.1,91.86183035714285,,,,96.34789473684212,108.58099099099098,100.05999999999999,,,97.93716242661449,112.18340508806263,112.54502935420744,"Blake Snell",13543,605483
"Cody Laweryson","MIN",7.2,92.16620689655173,,114.03,,,,94.1,,,95.3345054945055,125.51802197802198,112.43999999999998,"Cody Laweryson",26429,689520
"Calvin Faucher","MIA",60.1,89.25597826086958,107.64542635658916,106.1839694656489,,128.45989473684213,124.75201877934269,96.78,,,113.1446062658763,99.86130397967823,112.21871295512277,"Calvin Faucher",20116,676534
"Nick Raquet","STL",2,71.64,95.94,,,109.58941176470589,,87.79333333333334,,,100.28516129032258,110.04258064516128,112.14967741935483,"Nick Raquet",20333,675919
"Garrett Crochet","BOS",205.1,111.8132105263158,102.040281124498,117.18436073059362,,141.48199999999994,,102.04089552238807,,,116.0578166772756,99.45848504137494,112.13995544239341,"Garrett Crochet",27463,676979
"Tanner Banks","PHI",67.1,91.14669565217392,98.24447761194027,,,115.9714991821074,,114.66647887323943,,,110.78895789052392,105.65160014796535,112.12791528075513,"Tanner Banks",16990,621383
"Reed Garrett","NYM",55.1,120.95095238095234,112.19038297872342,108.86586956521738,115.46027397260275,119.69516908212563,,,,,113.87357404035464,96.075846059168,112.11355771406568,"Reed Garrett",16866,657585
"Jordan Wicks","CHC",14.1,94.92093023255813,115.69545454545454,,,109.16148148148149,82.30000000000001,109.70415094339624,,,104.06731481481482,109.61638888888892,112.01685185185187,"Jordan Wicks",30094,696136
"Will Vest","DET",68.2,99.98855704697988,120.39534391534389,,,107.59985130111524,,108.86124999999997,,,105.80664898320073,108.04682581786037,111.99115826702035,"Will Vest",19769,676684
"Jose A. Ferrer","WSN",76.1,,108.19181711606099,,,127.59133333333332,,110.29079245283023,,,109.94740066225164,104.34291390728477,111.85927152317879,"Jose A. Ferrer",24017,678606
"Pete Fairbanks","TBR",60.1,99.27730158730158,,141.08761904761906,,125.29647959183674,,94.95541666666664,,,111.25562563580883,104.3309257375381,111.80315361139381,"Pete Fairbanks",17998,664126
"Bailey Horn","DET",11.1,105.78821917808219,115.56500000000001,119.20352941176469,,119.84986301369864,,,,,114.32749999999997,93.97964285714284,111.45321428571428,"Bailey Horn",27753,690544
"Alex Vesia","LAD",59.2,119.05782312925167,,,,121.17170731707316,,105.19396825396827,,,118.95879921259844,95.63998031496068,111.33023622047233,"Alex Vesia",25007,681911
"Jonathan Loáisiga","NYY",29.2,90.17857142857144,127.40400000000001,94.54470588235296,,,109.66025641025644,86.52363636363638,,,114.3757510729614,96.5635622317596,111.24012875536478,"Jonathan Loaisiga",19753,642528
"Angel Zerpa","KCR",64.2,90.20183486238531,124.97010399895568,,,126.14263487079815,,92.1895,,,117.19043817668688,97.53780740614039,111.17666246472245,"Angel Zerpa",22717,672582
"Mason Montgomery","TBR",46,120.01592267135325,,,,133.95480968858126,,,,,124.75067915690869,87.19400468384075,111.0393442622951,"Mason Montgomery",29770,682254
"Bryan Woo","SEA",186.2,104.80321122369446,107.22051873198846,,,109.87125,,81.20196891191709,,,104.76842688330873,109.53159527326437,110.97521418020675,"Bryan Woo",30279,693433
"Dylan Lee","ATL",68.1,110.53865497076013,,,,105.4634369885434,,80.89712328767125,,,103.79142076502733,106.27599271402546,110.95533697632068,"Dylan Lee",19996,669276
"Andrew Kittredge","- - -",53,89.9348148148148,101.8424817518248,,96.70571428571428,104.84517501790324,,,,,101.19154806737566,108.22480783692536,110.92378791663127,"Andrew Kittredge",12828,552640
"Daniel Palencia","CHC",52.2,110.97299663299663,118.798,,125.29179487179488,131.32752577319587,103.26,,,,116.33480186480193,95.09144522144514,110.89622377622379,"Daniel Palencia",27914,694037
"John Schreiber","KCR",64,103.69387878787882,113.03970588235293,85.59632653061227,,98.44081355932205,,101.81904761904764,,,100.54937679769894,112.44115052732512,110.83624161073826,"John Schreiber",20020,670167
"Logan Webb","SFG",207,103.40734374999997,114.01105263157893,86.41945945945946,,92.63242807825087,,111.22989898989896,,,104.6548623853211,107.33475840978598,110.79589602446485,"Logan Webb",17995,657277
"José De León","BOS",6.2,108.44,,,,82.62,111.26,83.29999999999998,,,99.89350427350426,115.56649572649575,110.76307692307692,"Jose De Leon",15463,592254
"Spencer Turnbull","TOR",6.1,85.16085106382978,83.665,,,111.75243243243244,101.3957894736842,91.1657142857143,,,96.07647999999999,112.67216,110.61823999999999,"Spencer Turnbull",16207,605513
"Tommy Nance","TOR",31.2,,93.01921874999998,,,91.80878787878788,117.33362962962963,,,,99.61960954446855,109.04203904555317,110.59206073752712,"Tommy Nance",19178,667297
"Yoshinobu Yamamoto","LAD",173.2,94.96410462776659,103.93693779904306,91.37420195439739,109.25590395480226,105.623,87.62932790224036,,,,97.89128904847394,110.01208617594247,110.3538743267504,"Yoshinobu Yamamoto",33825,808967
"Bryan Baker","- - -",68.2,95.43258687258688,,,,109.90645953103804,,129.0475570032573,,,108.39300745632254,103.69998975940055,110.20198040802045,"Bryan Baker",19804,641329
"Michael Stefanic","TOR",1,,,,,,,,,,67.46571428571428,139.99285714285716,110.05,"Michael Stefanic",25353,683021
"David Bednar","- - -",62.2,111.58384955752214,,,100.67502487562187,135.72,101.22226415094342,,,,105.68869140624999,107.2371875,109.8535546875,"David Bednar",19569,670280
"Ryan Thompson","ARI",41.1,111.71559999999998,114.87449101796403,,100.38,118.98819923371651,,,,,116.25080745341614,98.77692546583853,109.76580745341619,"Ryan Thompson",16647,657044
"Eury Pérez","MIA",95.1,117.09821345707657,90.4342857142857,,,126.56401559454191,122.40119205298015,86.56580152671754,,,117.86377245508977,93.70312574850301,109.72908982035926,"Eury Perez",27768,691587
"Cooper Criswell","BOS",17.2,,103.68831168831169,94.7880487804878,,138.55032258064514,,95.80744186046512,,,102.50405797101448,111.66811594202896,109.64847826086955,"Cooper Criswell",24975,681867
"Anthony Bender","MIA",50,86.54461538461538,105.59009615384618,,,119.82488805970148,,101.30074074074075,,,114.85852040816326,97.43505102040817,109.53660714285714,"Anthony Bender",19742,669622
"Yimi García","TOR",21,124.40402515723271,104.29037037037038,,,133.79088235294117,108.77290322580646,95.378,,,118.80526315789471,90.70675900277011,109.51883656509696,"Yimi Garcia",12095,554340
"George Kirby","SEA",126,89.40870860927153,99.63974820143883,,108.2317857142857,95.45761821366021,,86.84956521739132,118.48316205533594,,97.96446869070212,112.41471537001898,109.43831119544595,"George Kirby",25436,669923
"Steven Okert","HOU",71.2,97.43032258064515,,95.91333333333334,,128.25049146635692,,143.58,,,115.25803446734818,97.3037129955496,109.41698078319644,"Steven Okert",13580,595345
"Kevin Kelly","TBR",39.2,122.48,110.927768115942,87.47316455696202,,124.3746551724138,,,,,111.07389544688029,103.83075885328837,109.41483979763915,"Kevin Kelly",25679,687330
"Max Kranick","NYM",37,100.4582075471698,90.90666666666665,,,102.40137096774194,108.67777777777776,,,,102.22632575757575,107.35833333333336,109.41022727272727,"Max Kranick",22175,668820
"Cam Schlittler","NYY",73,101.71615720524015,98.89101123595508,121.01684615384616,,140.18133333333336,121.58962566844922,,,,114.08174442190669,97.22762677484788,109.38361054766742,"Cam Schlittler",32095,693645
"Zack Kelly","BOS",35.1,112.09915966386554,115.00222222222224,99.4358241758242,,134.72084745762712,123.18,111.79855072463769,,,113.25283737024215,99.43889273356406,109.32207612456743,"Zack Kelly",20349,677161
"Steven Matz","- - -",76.2,,98.1301179941003,,,88.37333333333332,110.06638389328063,109.17317535545024,,,102.54571035867609,111.13628901814154,109.28949903060519,"Steven Matz",13361,571927
"Justin Hagenman","NYM",23.2,,110.10791666666667,99.39824,,97.21675675675675,,80.71113636363637,,,97.37381361589226,110.15479902321142,109.23739511774697,"Justin Hagenman",21546,663795
"Framber Valdez","HOU",192,82.27227272727272,96.1605817610063,,,116.0610989010989,128.36756020942408,100.99214421252374,,,108.15152189020155,99.38061848505909,109.18857539958302,"Framber Valdez",17295,664285
"Caleb Thielbar","CHC",58,96.08067988668552,,,,118.5522529644269,124.36025423728809,,,,110.77430952380953,101.62978571428563,109.1545714285714,"Caleb Thielbar",10078,573204
"Kenley Jansen","LAA",59,,118.4597435897436,113.17679432624114,,119.73495145631071,,,,,114.37388764044938,97.9034831460675,109.0843146067416,"Kenley Jansen",3096,445276
"Justin Slaten","BOS",34,118.89411111111114,,88.55476744186043,,116.8663157894737,97.03033707865168,,,,104.275983935743,101.73469879518075,109.01301204819273,"Justin Slaten",25648,686580
"Rafael Montero","- - -",60.1,99.07936218678815,117.38821428571428,,93.71882352941178,110.71060240963855,,,,,98.37618778770872,107.93390161683494,108.98069050079572,"Rafael Montero",12760,606160
"J.T. Ginn","ATH",90.1,86.86,109.16162703379224,74.89532710280373,,84.73034482758622,,87.26529801324503,,,96.05027142621982,107.68514050309696,108.9552522184196,"J.T. Ginn",27889,669372
"Justin Wrobleski","LAD",66.2,101.27717552717554,86.02906666666667,101.85040162822251,,122.54544106979532,104.07295690125477,115.48277777777781,,,104.08279722130254,107.0851919173572,108.91513660005644,"Justin Wrobleski",31204,680736
"Drew Rasmussen","TBR",150,113.26507317073171,117.77779886148008,107.92362139917697,,117.64017857142856,89.21620000000001,126.51857142857143,,,111.94513840830454,100.12907439446369,108.86992214532873,"Drew Rasmussen",25385,656876
"Paul Sewald","- - -",19.2,121.84875675675679,,,,100.33541984732824,,,,,112.98264984227131,99.08839116719241,108.85413249211355,"Paul Sewald",13892,623149
"Drew Pomeranz","CHC",49.2,102.92514657980459,,,,,,,114.39408602150536,,105.6123995141026,105.61040076422687,108.78884181547693,"Drew Pomeranz",11426,519141
"Brooks Raley","NYM",25.2,,104.05382978723402,102.36051282051281,,139.43668711656443,,96.13962264150946,,,117.58744186046502,95.06583979328167,108.70770025839795,"Brooks Raley",10061,548384
"Christian Montes De Oca","ARI",2.2,87.54,85.86,,,112.02,,75.22,,,93.48086956521739,113.35043478260869,108.6191304347826,"Christian Montes De Oca",30206,801216
"Payton Tolle","BOS",16.1,119.67897435897437,98.08,112.286,,122.85799999999999,133.25444444444446,120.854,,,119.13447368421055,92.45013157894736,108.54519736842104,"Payton Tolle",35466,801139
"Nathan Wiles","ATL",1,92.04,,102.62,,,,93.54,,,95.2475,114.66250000000001,108.51499999999999,"Nathan Wiles",25474,686249
"Garrett Whitlock","BOS",72,,92.5096043165468,,,100.71289473684214,,111.609918699187,,,99.10684745762717,111.77459322033894,108.48247457627114,"Garrett Whitlock",20191,676477
"Shelby Miller","- - -",46,98.8372811059908,,,104.47477832512313,87.44578125000001,,,,,99.43486311406079,110.18942458195068,108.41833784891662,"Shelby Miller",10197,571946
"Brock Stewart","- - -",37.2,112.13844720496893,106.15676470588235,100.7910447761194,,142.78252873563218,,93.0578787878788,,,112.71956046035966,96.8162008120402,108.3426462130232,"Brock Stewart",16727,592779
"Jose Espada","BAL",3,95.62,,,82.64,56.85999999999999,,,,,83.57241379310345,117.79379310344828,108.33862068965514,"Jose Espada",21131,664744
"Phil Maton","- - -",61.1,,83.87318072770893,91.40158904109592,,94.84576074998802,126.26630837618757,,,,104.28241876111838,101.84718480476973,108.30684029426018,"Phil Maton",18064,664208
"Kyle Leahy","STL",88,102.54092682926827,105.43421473684208,,,100.31370515123861,107.27106303215143,88.18347467166976,,,101.30935786278084,104.58117176684877,108.30342425622344,"Kyle Leahy",24763,681517
"Emmet Sheehan","LAD",73.1,99.41366852886405,,,,100.23091954022989,86.36741904761905,118.53445026178011,,,102.05342225906959,103.94986038394413,108.30270861962578,"Emmet Sheehan",29839,686218
"Zebby Matthews","MIN",79.1,106.56116541353383,101.55756097560975,93.01988764044943,,121.13299703264094,102.38531645569618,88.52867132867132,,,105.99555390334572,103.45458736059484,108.27666914498143,"Zebby Matthews",31827,805673
"Aaron Nola","PHI",94.1,104.73271578947367,105.37274021352313,94.67669565217389,,,,79.09966666666666,122.39527352297593,,105.35953934740887,104.29740243122201,108.00724248240563,"Aaron Nola",16149,605400
"Corbin Burnes","ARI",64.1,,84.09072164948455,97.45851985559567,,114.08195652173914,125.66061855670102,86.38054794520546,,,102.35063618290259,101.63288270377734,107.99848906560638,"Corbin Burnes",19361,669203
"José Soriano","LAA",169,82.85991631799163,101.3754970760234,,111.66796875000001,114.22317647058823,,144.488,75.14774628879891,,94.74868222621186,110.90191741472175,107.95341472172342,"Jose Soriano",22100,667755
"Matt Krook","ATH",3.1,,97.64333333333332,77.48588235294116,,108.86516129032259,,85.82363636363635,,,96.31634146341464,113.32634146341464,107.8431707317073,"Matt Krook",19315,640454
"Félix Bautista","BAL",34.2,,86.79257731958764,80.44,108.32994413407818,92.47965517241379,,,,,93.45578274760383,107.57996805111816,107.78175718849839,"Felix Bautista",20666,642585
"Riley O'Brien","STL",48,,115.9473770491803,,,96.1830567685589,131.31462500000004,97.32,,,113.20339072847686,93.5425165562914,107.69515231788078,"Riley O'Brien",20348,676617
"Logan Gilbert","SEA",131,87.44946291560102,98.76533333333332,,144.00302600472813,79.74616600790512,85.32186335403726,,,,95.85941422594142,110.32838679683861,107.51413296141335,"Logan Gilbert",22250,669302
"Dylan Cease","SDP",168,104.45126198083068,95.11802631578948,,,114.7348109710897,,109.42764705882352,92.40166666666666,,107.60855354200987,100.22083031301483,107.4003953871499,"Dylan Cease",18525,656302
"Max Meyer","MIA",64.2,89.8738528138528,107.83859154929576,,,94.96615702479339,,100.29177777777775,,,96.50745173745173,106.64449806949808,107.38482625482627,"Max Meyer",27474,676974
"Connelly Early","BOS",19.1,90.74042105263158,99.35365853658537,,,94.68666666666668,99.88840579710146,107.34666666666666,,,97.7082608695652,107.96310559006211,107.34055900621121,"Connelly Early",33666,813349
"Dietrich Enns","- - -",46.1,107.06214067278285,105.01333333333334,113.57463414634147,,,93.53888888888889,112.52091324200914,,,109.01548990893005,101.49087350189338,107.32344143895985,"Dietrich Enns",13932,608650
"José Castillo","- - -",32,82.05358024691358,112.93248025276462,,,106.72687541638906,,90.75142857142858,,,105.16739249006702,101.89871467236982,107.30815073270132,"Jose Castillo",17169,620454
"Kyle Finnegan","- - -",57,100.61574036511156,,,110.33076433121019,111.2625641025641,,,,,104.75820500106735,104.32090649799767,107.30221034660941,"Kyle Finnegan",15009,640448
"Joel Peguero","SFG",22.1,98.13471698113204,133.6653333333333,,,139.26442307692307,,,,,123.57617834394904,85.4883439490446,107.22216560509555,"Joel Peguero",21951,666711
"Janson Junk","MIA",110,92.53777414075287,,,,96.56866149412545,96.60136842105263,89.15023622047244,,,94.4931450838327,113.43810495894223,107.19845096233482,"Janson Junk",23301,676083
"Edward Cabrera","MIA",137.2,94.38327526132406,100.43724731182797,,,105.93424164524423,118.85007547169813,100.76224137931032,,,105.04932324131788,101.42909171861088,107.15883348174535,"Edward Cabrera",21690,665795
"Carlos Hernández","- - -",43.1,109.89678756476685,114.9081818181818,,92.32609271523178,113.68042505592842,,,103.26279999999998,,106.76913315473098,98.33195136328743,107.08486534380344,"Carlos Hernandez",22713,672578
"Trevor McDonald","SFG",15,,109.00682926829268,,,73.18666666666667,88.35193441342965,82.71166666666667,,,94.96685605156364,110.08116661803842,107.03895033730318,"Trevor McDonald",26448,686790
"Kyle Farmer","COL",1,,,,,,,,,,59.62,136.74,107.02,"Kyle Farmer",14813,571657
"Hurston Waldrep","ATL",56.1,76.4681818181818,92.99126582278481,90.9802105263158,125.4726164874552,102.04121212121213,90.67491228070175,,,,103.24087047574764,100.55037651582853,106.95140762370136,"Hurston Waldrep",33527,694462
"Ranger Suárez","PHI",157.1,83.80723163841807,99.62877697841729,94.64516587677726,,114.34569105691055,97.6670918367347,94.52288793103448,,,95.9450676506765,112.60099220992207,106.94830668306685,"Ranger Suarez",17277,624133
"Ty Adcock","NYM",3,111.01588235294119,79.38,95.58000000000001,132.56799999999998,131.94240000000002,,,,,115.33629629629627,98.94320987654322,106.92543209876543,"Ty Adcock",25651,686654
"Shane Baz","TBR",166.1,100.61175879396984,,104.76154999999999,,108.2265934065934,,82.89350482315113,125.29351573187412,,107.38355231143552,98.09762252346192,106.91356273896422,"Shane Baz",22264,669358
"Alex Lange","DET",1,51.48,100.96,,,,,119.12,94.74,,95.00399999999999,103.992,106.88700000000001,"Alex Lange",19883,656638
"Sandy Alcantara","MIA",174.2,102.70963934426229,106.91776025236594,,,109.5986343612335,118.87434615384616,105.96701492537312,,,108.38941747572818,100.77856449375865,106.88464632454924,"Sandy Alcantara",18684,645261
"JoJo Romero","STL",61,88.88610169491524,112.66407523510966,68.08,,112.65074866310165,103.13833333333334,89.60941704035874,,,105.82390243902438,100.52916666666665,106.87973577235765,"JoJo Romero",19574,668941
